"idx","motor_speed","pm","stator_yoke","stator_tooth","stator_winding"
62,0.038948692,0.39183673,0.44717646,0.46129113,0.6341687
63,0.0083848685,0.045012314,-0.7342882,-0.76195025,-0.83056456
64,-0.86244065,0.7372724,1.3033072,1.6800739,2.0092478
65,0.67307335,-0.4157548,0.68332064,0.10742689,-0.33330655
66,0.7235734,0.20011522,-0.14234667,0.06840091,0.28320113
67,1.3343762,0.06637751,1.3358619,0.76812667,0.32849485
68,-1.2224272,0.77209044,-1.1065744,-1.310579,-1.3597435
69,-0.004973876,0.24657694,-0.8837419,-0.7619508,-0.66658354
70,0.24648196,0.8295616,0.6139936,0.65664864,0.5086924
71,-0.11653405,0.90020376,1.2936621,1.2246113,1.0126865
72,-0.9735763,1.0433083,0.8690298,1.0688361,1.1458161
73,-0.89778,-0.065345116,0.53693897,0.12809272,-0.1948069
74,1.4830264,1.3477815,0.63363415,0.87914634,0.9118443
75,-1.2224302,-1.0409199,-0.9207843,-1.2282515,-1.3183539
76,1.212496,0.090599336,0.040661808,0.26957834,0.3330328
77,1.0457904,0.5650492,-0.12907067,0.24272065,0.44977295
78,0.67613184,1.4945178,1.157702,1.1123238,0.8306029
79,-1.2224325,-0.50696725,0.78224,0.24453655,-0.106074445
80,1.0362777,-0.27337107,-0.7840536,-0.7619508,-0.6414348
81,0.31535593,0.659944,0.67376846,0.6980907,0.49840748
82,-0.52623147,-1.3231289,-1.2387929,-1.2466522,-1.2256651
83,0.1303004,-1.5087026,-0.7630854,-0.8359156,-0.97683376
84,-1.1412983,-0.1272822,0.48419502,0.03929558,-0.2693139
85,-0.39581996,0.12638313,0.95017016,1.2619472,1.7054769
86,-0.41078362,0.11446945,-0.39770633,-0.37981823,-0.49354604
87,1.7466052,-0.91537875,-0.8885926,-0.7619649,-0.6009722
88,0.7979912,-0.6673731,0.8254662,0.37817553,0.001352292
89,1.2124839,0.91132087,-0.52385587,-0.22251788,-0.22911836
90,1.2285285,0.9275443,1.2912699,1.1775358,1.0110706
91,1.4830282,1.8491439,1.3238312,1.4168657,1.261606
92,-1.1899741,-2.179139,-1.0805522,-1.1832314,-1.0979426
93,-0.14024775,-1.339165,-1.4897982,-1.6261612,-1.7214345
94,0.850715,0.25235072,-0.05344662,-0.07468161,-0.24433883
95,1.2662737,1.00564,2.0474977,1.8238081,1.6004348
96,-0.14024894,-1.0099269,-1.4477643,-1.5613651,-1.6594347
97,-0.80334806,-0.099316105,-0.63187677,-0.6024646,-0.5874538
98,-0.4144454,0.2354051,0.61399716,1.1227386,1.6531048
99,-1.222429,-0.0107978545,-0.19909772,-0.45360819,-0.66520673
100,0.047093164,-1.3002949,-1.0531161,-1.0108004,-0.8319533
101,-0.41079134,0.10692947,-0.82627094,-0.7619488,-0.7122979
102,-0.8571922,-1.7243843,-1.40714,-1.4167846,-1.2810466
103,-0.1402469,-0.27158132,-0.39755988,0.03919823,0.4606971
104,-1.2224298,-0.031067347,-0.13540195,-0.43903527,-0.60486317
105,0.9419343,0.2628009,-0.21527036,0.46551955,1.2483555
106,-0.4256889,-0.6315228,-0.22008087,0.08515236,0.38896924
107,-1.2224337,0.27217144,-0.7723768,-0.95626295,-1.0047848
108,1.3954018,0.58437747,0.52835083,0.6485069,0.67516464
109,1.0369437,1.1093264,2.04828,1.8445871,1.5637618
110,-1.2224306,-0.6789685,-0.14118794,-0.5360454,-0.7688386
111,-0.9518785,-0.921056,-1.6163915,-1.8077886,-1.7948444
112,1.6182978,1.4612364,1.0728343,1.0014863,0.77625394
113,-0.6461677,-1.0008503,-1.5318059,-1.6798079,-1.6663005
114,1.0786259,0.17523372,-0.14640124,-0.34275997,-0.48531196
115,-0.8977697,0.20998307,0.7957518,0.46187347,0.26864865
116,1.0231042,0.12800375,-0.47576362,0.10899236,0.62459207
117,0.15092883,-0.027092436,0.36639404,0.13272947,-0.16923587
118,-1.2224305,-0.8119014,-0.066870265,-0.5020683,-0.7260738
119,-0.8588787,0.07146134,-0.332892,-0.38041717,-0.4199241
120,1.4830269,1.0592939,-0.47906262,-0.015448859,0.16684519
121,0.24068299,0.64325106,0.3653678,1.3142257,2.1299503
122,1.2124791,-0.161209,-0.79789996,-0.48196152,-0.34902465
123,-0.32476825,0.9538105,0.15975462,0.1626713,0.26859784
124,1.1985631,-1.516108,-0.73472565,-0.60661566,-0.4567106
125,0.018071387,0.12702262,0.61579883,0.46185845,0.26883423
126,-0.28075162,0.25379258,-0.14224154,0.29965627,0.5343906
127,0.22044031,1.0538713,1.7101147,1.4300207,1.0873864
128,-1.2224325,0.51277626,-1.2080446,-1.4092896,-1.4697912
129,-0.6817494,-0.014405686,-0.39231429,-0.34960347,-0.32410258
130,1.5479636,1.0688157,-0.18448031,0.46185845,0.9388492
131,-1.017647,0.3478581,0.53325963,0.46185845,0.45891798
132,1.6183,2.16523,1.5607747,1.6858646,1.6012048
133,-0.9518817,-0.25952783,0.27332267,0.23651272,0.13369747
134,1.5276934,-2.4349842,-1.7484629,-1.828865,-1.7238053
135,-0.9518846,0.776025,-0.39673305,-0.03057232,0.1177884
136,0.1136524,-1.0059873,-1.2528818,-1.2382146,-1.1001117
137,-0.004972026,1.4757291,-0.06826897,0.38930672,0.5185141
138,0.2655727,-1.6152996,-1.4598895,-1.5565269,-1.6642334
139,-0.5460677,1.6006037,-0.40497372,-0.07582838,0.13785465
140,-0.051236533,0.41410834,0.07411717,-0.08911665,-0.23097594
141,1.0231085,0.07811054,-0.5290737,0.04335644,0.5335632
142,-0.7635843,0.91555953,-0.39753547,-0.16314937,-0.0077918363
143,-0.15149383,0.7091727,1.4116361,0.9946971,0.51457006
144,-1.22243,-0.61779726,-0.43599114,-0.79507804,-0.9769906
145,-0.6808695,1.0059134,1.0815108,0.94013965,0.7369921
146,-1.2224301,-1.008333,-0.13615534,-0.76236516,-1.0001231
147,-1.2224289,0.5594479,-0.4457874,-0.7619508,-0.8782687
148,1.6486372,1.21195,-0.0564846,0.45250067,0.69015974
149,-1.2224306,-0.04214549,-0.47880042,-0.44437096,-0.48110133
150,1.8888507,-0.12597053,-0.55045176,-0.0014648472,0.40737715
151,1.4399909,-0.8303696,-1.078655,-0.97548944,-0.6882898
152,0.13029934,-0.38595018,-0.73472506,-0.41800126,-0.17463028
153,1.8629516,0.381991,0.15814999,0.38695136,0.45156723
154,0.13029763,-1.118007,-1.4933323,-1.488877,-1.3516657
155,0.56317216,0.96027714,0.19823213,1.0093161,1.6368208
156,-1.2224258,0.4908424,1.2910584,0.8352979,0.45342395
157,0.1681808,-0.72032255,-0.82079446,-0.6070742,-0.42000398
158,-0.76003814,0.6586448,0.8685916,1.4544712,2.0114675
159,0.31968564,1.3597448,0.38513374,1.4148251,2.3150117
160,-1.2224303,-0.76112914,0.9465152,0.3833742,-0.076462395
161,-0.24497472,1.7136241,2.276058,1.9891583,1.551653
162,1.4830316,1.0199676,0.6075373,0.7998987,0.87112516
163,0.84140587,-0.8818092,-0.6744565,-0.4010646,-0.030204752
164,-1.2224293,-0.4218524,-0.29343885,-0.4536073,-0.5962973
165,-0.951888,-1.9407486,-1.7467929,-1.9857602,-1.9688822
166,1.0241368,0.21389936,-0.39753428,-0.018720554,0.12852436
167,-1.2224276,0.23295568,0.26561946,-0.14964783,-0.4262168
168,1.0566087,-0.057538956,-0.2252428,-0.13792306,-0.15091218
169,0.10866138,-0.4101088,-0.03586997,0.7608881,1.5276132
170,-1.2224293,0.21092431,-0.39753547,-0.7619508,-0.88119406
171,0.67139435,-1.2760073,-0.88505816,-0.97922784,-1.0800217
172,-1.2224321,-1.1055756,-1.2915409,-1.5307946,-1.5619317
173,-1.2224295,0.43456137,0.9512226,0.3965757,-0.038258035
174,0.18440884,0.7910564,-0.73303795,-0.49029008,-0.5893304
175,-0.17130995,-0.008036126,-0.02787382,0.31368262,0.64459443
176,-1.2224292,-1.040106,-0.73472506,-0.7608333,-0.71679896
177,1.2312998,-0.08130962,-0.62562263,-0.32081482,-0.053258352
178,-0.6813363,1.1169217,1.5440106,1.0305303,0.5145059
179,1.0703205,0.35103926,0.023774765,0.15549165,0.15968643
180,1.4192339,0.13379194,0.11312562,0.09832381,0.017970877
181,0.26285493,0.6912719,0.7274548,0.9995246,1.1892179
182,0.85761434,0.02150399,0.15014537,0.009772806,-0.23074825
183,-1.2224308,-0.52497786,0.75997835,0.080487035,-0.39359012
184,1.0663886,1.2024819,-0.042549506,0.6937133,1.160208
185,0.970228,1.2925259,2.1337278,1.9744571,1.7565436
186,0.8066665,-0.46018484,-1.0310686,-0.909104,-0.88212997
187,0.8807926,1.027016,1.1434417,1.434794,1.674011
188,-0.14024372,0.73084563,0.9278787,0.6709904,0.3267148
189,1.6193261,-0.737403,0.23888516,0.009183165,-0.025306974
190,-0.68133134,0.5507995,0.6694261,0.25694278,-0.108025245
191,-0.04290778,0.59736836,0.24594405,0.12133928,0.0045960834
192,1.4127957,0.9072359,2.2168217,1.9699125,1.8468915
193,-0.67873657,0.1898558,0.14644338,0.009345535,-0.14295503
194,-0.9994899,-1.1055553,-0.8166105,-1.1434469,-1.2562658
195,-1.2224296,1.8560112,0.9420551,1.337867,1.0842918
196,1.5622964,-1.9544817,-1.141825,-1.248528,-1.1560518
197,0.023504425,0.18726416,-0.13631834,-0.0753143,-0.1686222
198,-0.87384486,0.2618712,1.2936031,1.5012378,1.8419107
199,-1.2224287,0.78801215,0.82939595,0.79295945,0.61347014
200,-0.7700072,-1.226202,-1.584646,-1.7337738,-1.6161767
201,1.4830266,1.8538371,1.3185077,1.4160084,1.261606
202,0.13387553,-0.8668321,0.1661806,0.0945098,0.14317182
203,1.246153,1.0042745,1.4769539,1.6372263,1.6006869
204,-0.0049646283,-2.4416354,-1.5767465,-1.7011447,-1.6550115
205,-1.1900004,0.39580107,-1.5084758,-1.6797831,-1.6244498
206,0.99283737,1.6710792,0.61248523,1.1585187,1.2616054
207,-1.2224265,1.25549,1.4330075,1.3420926,1.0078871
208,0.58618003,0.15798637,-0.22027084,-0.2995967,-0.5088375
209,0.86321765,-0.54280967,-0.7504471,-0.6054042,-0.44767392
210,-1.2224265,-0.7870521,-0.39753547,-0.76439434,-0.97961664
211,0.9419417,1.7982671,-0.18685406,0.3138134,0.4453965
212,-0.26609978,-0.51341945,-0.53413093,-0.7619508,-0.87174046
213,-1.2224278,0.46191728,1.3198007,1.0265119,0.66783595
214,1.1994042,0.4691147,0.43641755,0.46185845,0.5446285
215,-1.2224323,-0.50792146,0.7929749,0.26132515,-0.10538439
216,-1.2224299,0.7822691,0.2634784,-0.08508776,-0.35034072
217,1.1042691,0.6053052,-0.7350336,-0.45329383,-0.42688844
218,-1.22243,0.8751964,0.1953416,0.15590821,-0.017924583
219,-1.2222878,0.82221186,0.78641343,0.8438551,0.73864
220,-0.64616567,-1.9686925,-1.6633036,-1.8285832,-1.8229526
221,-0.046103638,0.35771585,0.5344939,1.0555114,1.6011342
222,-0.41079116,-1.0694045,-0.7703158,-0.7617943,-0.68202907
223,-0.81660867,-1.9891235,-1.4891679,-1.6395098,-1.5671617
224,-0.796394,-1.1519878,0.826695,0.7986287,0.9001381
225,0.9419418,2.2344108,0.12211888,0.85134125,1.0779486
226,-1.2224294,1.6995368,0.9205432,1.1185085,0.871027
227,-1.2224313,0.96072686,-1.475579,-1.5586206,-1.528575
228,1.2013,0.40184104,0.44978508,0.46185845,0.43783897
229,0.40085092,-1.3615689,-0.4127608,-0.52607137,-0.5456866
230,-1.2224298,0.8853986,-1.5320967,-1.6625949,-1.5962561
231,-0.99517107,-1.5848709,-1.7462937,-1.9694396,-1.9017689
232,0.09057253,1.8309957,2.2998343,2.0286694,1.9575397
233,1.212478,-0.15979473,-0.79724497,-0.5011569,-0.34993166
234,-1.1412694,-2.3975148,-0.57305294,0.028260311,1.1184125
235,-0.95186967,0.060492266,-0.13919017,-0.11404608,-0.17405233
236,0.051163416,-0.51435685,-0.42025474,-0.80046105,-1.0684959
237,1.5290263,2.1192257,0.22618972,1.1121501,1.6049228
238,-0.8371389,-1.5814387,-0.39753547,-0.3496006,-0.23143338
239,-0.9518812,-1.809577,-1.7462937,-1.9857602,-1.9384886
240,1.4830251,1.1612159,-0.44779676,0.018121915,0.20988111
241,-0.9518786,-0.7166787,-1.084523,-1.2977813,-1.3503149
242,-0.3751498,0.7080523,0.72872376,0.74343354,0.7095202
243,-1.2224355,-1.9810433,-1.3802193,-1.6661901,-1.6607151
244,0.6175423,-1.7161794,-0.9919142,-1.068147,-1.0996292
245,0.349667,-0.080998756,-0.7247662,-0.91145414,-1.0195733
246,-0.95189464,0.51488835,0.32138482,0.46147585,0.61326337
247,-0.6891323,0.41335592,1.7109932,1.1939039,0.6704876
248,1.4383181,-0.9325889,-0.39755082,-0.21853793,-0.03841922
249,0.72051096,0.5056245,0.6338806,0.5080494,0.44021758
250,-0.5460641,1.2059302,-0.76982856,-0.56575143,-0.41778845
251,2.0078964,0.61026746,-0.52404445,-0.029157432,0.21295616
252,-1.1412987,-0.20504855,0.45554784,0.007655207,-0.3105149
253,-0.95188683,-1.087029,-1.7390919,-1.8304265,-1.8433185
254,1.3477575,1.168965,-0.051763643,0.7526881,1.2089546
255,0.42547035,0.044300023,-0.08179144,0.03672499,0.3295311
256,0.20764302,-0.43911248,-0.5992268,-0.45424786,-0.2469733
257,1.9429573,2.742959,0.27752236,1.2559739,1.7323568
258,0.2594358,1.4018703,1.8898107,1.7707821,1.6612412
259,-1.2224311,-0.96514803,-1.7464099,-1.9857602,-1.9684813
260,-0.30528146,-0.7582132,-1.4105251,-1.4502449,-1.513652
261,0.9419417,1.3027157,1.9777883,1.5690992,1.0696819
262,0.9959693,0.2744335,-0.017362753,0.2116517,0.33155915
263,-1.2224323,-0.5182371,0.2086363,-0.453854,-0.8455264
264,0.87621325,1.1871583,1.5559744,1.2412642,0.82485706
265,0.04859981,-0.8750459,-0.57955664,-0.52546453,-0.45994958
266,0.6999219,0.056361202,0.11071288,-0.034988288,-0.19226131
267,0.6713938,0.88008565,0.019699126,0.46219355,0.8287079
268,1.580397,0.4298523,0.012897339,0.049469702,-0.08157306
269,0.81519514,-0.023866817,-0.73427624,-0.2745542,0.081976
270,1.4915915,1.5281847,1.4538332,1.604541,1.7201577
271,0.67139447,-1.1921381,-1.0413282,-0.90998334,-0.74856585
272,0.8549988,0.029481197,0.1500123,0.006113495,-0.23127045
273,-0.81661224,-1.9885999,-1.2714773,-1.3609884,-1.2737981
274,-1.2224262,-0.6722443,-1.102547,-1.0818737,-0.99035305
275,-0.95189196,-1.9510934,-1.74712,-1.9857602,-1.9695963
276,0.5744801,-0.012063166,0.39399275,0.15586855,-0.1302973
277,1.5597806,0.7798202,0.7511251,1.1585929,1.1277367
278,-1.2224329,0.82479244,0.15455647,0.45930663,0.43081847
279,-0.89777607,-1.6639652,-1.3277348,-1.4477075,-1.4136764
280,1.6567539,1.0428959,1.290652,1.1552327,0.9904194
281,0.14447753,0.6015662,1.4109551,1.5008445,1.5260742
282,0.9419396,1.5827265,0.16306898,0.9689011,1.4924455
283,0.8229047,0.5244127,-0.0027034045,0.7576342,1.229873
284,1.0075239,0.20729822,0.2504087,0.1548586,-0.004290145
285,1.0663934,1.105854,-0.057610452,0.6346906,1.1225784
286,-1.2224301,0.6484963,-1.65193,-1.763058,-1.7522337
287,-1.222429,0.24418709,-0.48078477,-0.5459925,-0.614445
288,-0.66025543,1.1910789,0.9512226,0.7702598,0.47358197
289,-0.5867948,0.7584572,0.3369724,0.62137413,0.92567337
290,0.21087202,-1.3129387,-1.1931461,-1.1409692,-1.0240383
291,0.112206124,0.191056,-0.0013025326,0.15586177,0.14957604
292,0.6817366,0.62539357,0.30838385,0.46443853,0.6227316
293,0.36552185,0.08983443,-0.5288914,-0.30080956,-0.1779612
294,-1.2224318,-1.2954879,-0.93862045,-1.2532163,-1.3423389
295,-1.2224283,-1.8787802,-1.3689914,-1.6481645,-1.6587893
296,-0.34565684,0.010544041,0.129728,0.43962467,0.8462308
297,1.0736738,-0.2626816,0.42134577,0.27376816,0.26884034
298,-0.30528095,-0.7719445,-1.4096111,-1.4549402,-1.5095599
299,-0.65918815,-1.8655798,-0.73472506,-0.95512795,-1.024494
300,-0.20754519,0.7724565,1.1227483,1.4426312,1.70807
301,-0.2897518,0.88398653,0.35968417,0.23101893,0.1417342
302,-0.19685963,0.044009097,-0.05965743,0.24781288,0.6061772
303,0.94194406,-0.8476624,-0.18698873,-0.45360997,-0.67482555
304,-1.2224257,0.86875814,-1.5748966,-1.7326025,-1.7398053
305,0.56317085,1.4558969,1.3316971,1.4389942,1.4750166
306,1.8347441,0.3244228,-0.73826075,-0.40372556,-0.26336622
307,-1.2224302,1.7733842,2.043462,1.8336517,1.2617251
308,-0.99518317,-0.6942144,-0.46864113,-0.32915464,-0.2552775
309,1.239919,0.5089974,0.26084024,0.432878,0.4721429
310,-1.1412617,-1.9877479,-0.5153321,-0.22922471,0.27435207
311,-1.2224289,0.570404,0.71429807,0.6894885,0.3960133
312,1.4830309,1.1772587,0.61403495,0.8372156,0.89004135
313,-1.2224219,-0.050616138,0.87661177,0.46185845,0.1436031
314,-1.222433,1.5271027,0.61479837,0.46185917,0.2827861
315,-0.68134075,-0.4625115,-0.7934881,-1.067903,-1.1430796
316,-0.14024723,-1.853125,-1.5640676,-1.7054552,-1.7641042
317,0.82439935,-1.3187596,-0.9945636,-0.82405365,-0.4743149
318,-0.30528173,-0.83759415,-1.4126585,-1.4754515,-1.5112785
319,-0.52925885,0.64130276,0.23187746,0.08382339,-0.021071952
320,-0.22316092,0.044929676,0.28221652,0.5982122,0.7218745
321,-0.73544484,-1.7854302,-1.6611651,-1.8300083,-1.8297379
322,-1.2224289,-0.06947978,0.07188042,-0.1891293,-0.410122
323,0.12252621,0.9353375,0.61683553,0.7702012,0.6449322
324,-0.0049722907,-0.42200592,-0.9931609,-0.86088544,-0.7983552
325,-1.222429,1.1294796,0.19405727,-0.15351559,-0.4046576
326,0.6991383,0.18901065,-0.110535495,0.0744763,0.26628894
327,0.22834608,-1.2383972,-0.524473,-0.6057867,-0.6630808
328,-0.83021605,0.9643323,1.2957324,1.2550311,1.0074689
329,0.37127775,0.9097223,1.9428462,1.6962016,1.607253
330,-0.45715863,0.027062522,0.00802047,0.36221218,0.7760399
331,-0.4107893,0.081244625,1.5411577,1.0335054,0.57597387
332,-0.96351826,-0.45527807,0.1916085,0.014442955,-0.13108146
333,-0.6813331,-0.057822913,0.5546798,1.0710242,1.603741
334,0.31226864,-0.24648313,-0.58479834,-0.5968869,-0.5490185
335,-0.43784675,-0.9374779,-0.800546,-0.6033597,-0.34199268
336,-0.28897002,-0.8029222,-0.1664369,-0.31334743,-0.23400308
337,-1.2224333,0.14084761,-0.020678306,-0.39648715,-0.6335192
338,-0.9518677,0.01343958,-0.26036125,-0.30003628,-0.3856973
339,0.6713949,-2.0174947,-1.4091039,-1.3405488,-1.2256644
340,-1.189957,-0.8767929,-1.7361674,-1.83224,-1.7990686
341,0.7479735,-0.7313851,-0.7347243,-0.7619506,-0.7795573
342,1.3477612,0.1586033,-0.24153866,0.4111404,0.95280284
343,-0.0049769143,0.08513545,0.8748562,0.64929175,0.4216386
344,-0.41079056,-1.428133,-1.4897119,-1.6214203,-1.6466929
345,0.8569855,0.6199162,-0.13452198,0.469644,1.0150584
346,-0.5768293,1.1407864,1.669304,1.894964,1.9783227
347,-0.67467993,-0.9272434,-0.58876175,-0.49657124,-0.44256034
348,1.6219606,0.03059372,-0.39834732,-0.37309727,-0.37573853
349,-0.6461687,-0.792534,-1.4357717,-1.5545188,-1.5526059
350,1.5577021,-0.43950096,-0.39756146,-0.38229647,-0.27703145
351,0.80666703,-0.57667255,-1.0631438,-0.9518941,-0.9755476
352,0.7647088,-0.28545818,-0.55161756,-0.29879823,-0.11165705
353,0.61944723,-0.9604747,-1.1122481,-1.0679032,-0.97692335
354,-0.0037043572,1.2084868,2.1011322,1.9418688,1.8981065
355,0.13030027,0.35603422,0.26707387,0.12118887,-0.16099933
356,0.13030542,-1.6852252,-0.4877098,-0.75713915,-0.73050207
357,-0.9518794,-1.9553889,-1.7475771,-1.9857602,-1.9710497
358,-1.2224283,0.058222774,-0.01773246,-0.085654005,-0.22918546
359,-1.0076494,-0.51653075,-0.47881752,-0.45339116,-0.44680962
360,0.6465986,0.602038,0.871695,0.96239525,1.0139432
361,-0.6927165,0.3665113,1.4274324,1.0280845,0.6451982
362,-0.7922641,1.555115,-0.73472446,-0.5815851,-0.5376896
363,0.4990451,0.038028236,-0.05742422,0.17451522,0.32676098
364,-0.6285338,-0.9421264,0.6174127,0.6130105,0.63878006
365,0.61944646,-0.91850805,-1.0623925,-0.9408658,-0.84846336
366,-0.95188797,-0.33336923,-1.4897342,-1.6106594,-1.576586
367,1.4830295,1.357353,0.8152943,0.920413,0.9335277
368,-0.68133956,-0.4931036,-0.8047797,-1.0679032,-1.1750425
369,1.5686117,-0.32111585,-0.22483373,0.075157754,0.2750587
370,0.7702543,0.1677932,1.2932739,1.0061097,0.7418646
371,-0.5733735,-1.2382385,0.27701956,1.1832,2.3658051
372,2.0241191,-1.2211691,-1.0640142,-0.8339752,-0.64601785
373,-0.8552321,-0.20458898,-0.40064806,-0.14886133,0.2014189
374,-0.41079262,0.49590605,0.13456687,0.42380062,0.6027853
375,-0.5460649,-0.52114755,-1.0294902,-0.9123101,-0.7259451
376,-0.3634944,1.5426756,2.2845054,2.205033,2.0109098
377,2.0241225,1.7364852,-0.04658164,0.7984818,1.2616057
378,0.5631701,1.4223483,1.2946004,1.3823268,1.2620882
379,1.3756788,0.42606765,0.4404747,0.5106606,0.5854999
380,-0.6699343,0.29037446,1.4413497,1.535155,1.7953624
381,0.25479552,0.7126974,0.78490585,0.7702012,0.65636665
382,-0.89110893,-0.07945741,-0.14021504,-0.45274526,-0.69539297
383,1.7364289,-1.4511025,-0.5578288,-0.7619508,-0.72481143
384,1.9107442,0.88738155,0.69829434,0.9211111,0.91208136
385,-1.2224288,-1.0247755,-0.92003685,-1.2259637,-1.3112963
386,-0.20247246,0.28676853,-0.8816932,-0.57142264,-0.45136324
387,0.37679863,-0.46015963,-0.0136814285,0.018521857,0.2633402
388,1.1990682,0.25369698,1.359055,1.1821468,1.012426
389,0.8229048,0.88320005,-0.04903218,0.653513,1.143665
390,-0.1618881,-1.535714,-1.4383928,-1.524354,-1.5444083
391,-0.564323,-0.5772208,0.31662765,0.04006992,-0.1768204
392,-0.5460658,-0.4547243,-1.0240841,-0.9080274,-0.7250984
393,-1.2224314,0.3393245,1.707622,1.2116692,0.73456615
394,1.3477575,1.6025491,0.03490713,0.843446,1.261606
395,-0.6756923,0.08011168,0.2572843,0.38788235,0.3980184
396,-0.0049708374,-0.1598459,-0.9565168,-0.82497126,-0.752318
397,1.0231076,0.5843136,-0.14350618,0.46185845,1.0121452
398,-1.2224343,0.73131025,0.1298656,-0.18008819,-0.3880062
399,-0.14024584,-1.517568,-1.5191275,-1.679805,-1.7237333
400,-0.8937622,-0.16129597,0.3568785,0.15606432,0.018002825
401,-0.43784636,-1.473684,-0.9095055,-0.76197505,-0.4488638
402,-1.2224326,-0.27104056,-0.47241202,-0.81349015,-0.9827829
403,0.8449338,-0.28914192,-0.22468174,-0.08133218,0.010807469
404,-0.4201225,0.90554464,1.7038805,1.6856681,1.6846946
405,-1.2224284,0.08923769,-0.51069564,-0.84631497,-1.0371282
406,-0.56067234,0.60765177,1.9868952,1.9916204,2.13996
407,-1.1669223,0.053987212,-0.22605762,-0.015512807,0.02210367
