95,2019011462:6,2019010622:4,2019011328:8,2019011151:4,2019010200:3,2019010382:14,2019010128:17,2019010569:11,2019011471:18,2019010583:12,2019010107:1,2019011046:16,2019011179:14,2019010509:4,2019010977:19,2019011159:19,2019011116:18,2019010779:4,2019010150:13,2019010136:10,2019010845:2,2019011046:6,2019011333:8,2019010199:3,2019011147:14,2019011348:5,2019011102:18,2019010684:11,2019011183:13,2019010700:9,2019010707:5,2019010374:12,2019010624:19,2019010716:8,2019011482:11,2019011324:4,2019010241:8,2019010859:3,2019010361:2,2019010306:7,2019010795:13,2019011495:16,2019010306:4,2019010372:6,2019011158:1,2019011250:16,2019010770:4,2019010348:3,2019011444:16,2019010304:14,2019010115:10,2019011061:5,2019011342:19,2019010481:7,2019010184:15,2019010958:10,2019011090:2,2019010380:16,2019010781:2,2019010323:3,2019010775:5,2019011125:4,2019010401:7,2019011234:7,2019011043:10,2019011417:15,2019010306:2,2019010665:19,2019011342:17,2019010366:5,2019010602:4,2019010462:14,2019011096:14,2019010451:15,2019011478:12,2019010149:12,2019010727:9,2019010410:3,2019010126:19,2019010220:13,2019011374:1,2019010449:12,2019010767:4,2019010228:10,2019011282:18,2019010577:8,2019011033:16,2019010144:4,2019010275:2,2019010126:8,2019010861:13,2019010713:12,2019010299:2,2019010187:2,2019011124:7,2019010456:19,2019011453:6,2019011172:5,2019010991:13,2019011165:11,2019010655:15,2019011119:4,2019010725:1,2019010939:14,2019010974:18,2019010816:7,2019011084:3,2019010127:13,2019011270:7,2019010603:1,2019010604:8,2019011112:2,2019010605:6,2019010116:6,2019011177:15,2019011486:16,2019010518:14,2019011254:2,2019010579:12,2019010354:11,2019010476:8,2019010237:18,2019011300:16,2019010627:11,2019011086:12,2019011027:12,2019010222:15,2019010472:11,2019010434:9,2019010236:6,2019010432:7,2019010694:7,2019010858:16,2019010478:8,2019011327:5,2019011379:16,2019011304:4,2019010641:2,2019010943:17,2019011242:6
96,2019010616:19,2019011410:17,2019010614:18,2019011447:7,2019010482:5,2019010309:13,2019010774:8,2019011268:1,2019011153:5,2019010456:5,2019010281:18,2019011354:12,2019010267:1,2019010107:15,2019011250:2,2019010238:8,2019010876:13,2019011405:17,2019010642:4,2019010595:19,2019010127:9,2019010112:7,2019010352:10,2019010713:19,2019011229:10,2019011066:15,2019010963:6,2019010641:18,2019011273:5,2019010172:5,2019010337:9,2019010224:10,2019010674:1,2019010233:11,2019011484:15,2019010704:18,2019010269:14,2019010457:14,2019011482:14,2019010320:12,2019010819:16,2019010881:8,2019010771:11,2019010199:6,2019011235:12,2019010795:19,2019011124:3,2019010697:6,2019011233:3,2019011490:4,2019010102:14,2019010852:1,2019010367:14,2019010934:6,2019010637:7,2019010552:15,2019010874:14,2019010669:17,2019010425:7,2019010989:2,2019010299:14,2019010905:8,2019010953:1,2019010547:16,2019011166:15,2019010973:8,2019011458:6,2019011350:8,2019010443:15,2019010592:8,2019010257:10,2019011079:12,2019010724:1,2019010189:2,2019010373:7,2019011173:10,2019010449:2,2019011042:7,2019010102:12,2019010944:8,2019010101:11,2019010567:19,2019011153:14,2019010973:7,2019010969:15,2019010412:9,2019010986:13,2019010759:15,2019011263:7,2019011369:15,2019011126:8,2019010694:15,2019010791:3,2019010973:8,2019010255:5,2019010552:12,2019010960:19,2019010620:18,2019010851:12,2019010450:16,2019010974:13,2019010872:9,2019011173:8,2019010399:2,2019011144:6,2019010359:7,2019010548:16,2019011204:17,2019010175:12,2019011487:4,2019010262:16,2019010279:5,2019010328:9,2019010400:5,2019011004:11,2019011049:8,2019010168:11,2019010653:5,2019010165:10,2019010418:14,2019011109:11,2019011269:1,2019010511:16,2019010103:18,2019010163:19,2019010574:8,2019011445:4,2019010512:18,2019011248:13,2019010940:1,2019010333:9,2019010580:18,2019011117:11,2019010153:18,2019010197:18,2019010487:12,2019010968:13,2019010660:9,2019010153:16,2019011354:9
97,2019010268:4,2019010138:11,2019010402:3,2019010300:4,2019011438:2,2019010210:13,2019010563:4,2019010927:16,2019011115:2,2019010552:9,2019010595:11,2019010194:10,2019010824:9,2019010964:3,2019011300:18,2019010877:17,2019011401:19,2019011211:9,2019010336:1,2019010988:4,2019011215:13,2019010378:3,2019010390:1,2019010202:18,2019010614:18,2019010179:7,2019011362:10,2019010789:15,2019010729:3,2019011002:7,2019010366:9,2019010876:1,2019010335:6,2019011305:11,2019011254:9,2019010269:11,2019011163:12,2019010791:8,2019010688:18,2019010953:16,2019011086:13,2019010887:18,2019011061:4,2019010187:16,2019010231:13,2019010357:13,2019010796:6,2019011162:2,2019011087:1,2019011472:12,2019010785:9,2019011331:1,2019010491:19,2019011133:16,2019010278:5,2019010577:9,2019010478:17,2019011178:10,2019010542:16,2019010323:18,2019011357:13,2019010152:16,2019010110:6,2019010805:10,2019010787:4,2019010361:13,2019010733:16,2019010931:18,2019010269:9,2019010479:1,2019011371:11,2019010638:3,2019010841:11,2019010236:13,2019010201:16,2019011287:3,2019010345:15,2019010528:9,2019011026:8,2019010730:13,2019010140:7,2019010927:19,2019011224:8,2019010148:1,2019011375:3,2019010495:18,2019010929:1,2019011046:18,2019010246:4,2019011457:6,2019010285:14,2019010261:10,2019010888:18,2019011152:8,2019010749:5,2019010125:6,2019010874:8,2019010376:9,2019010468:19,2019011036:14,2019010976:17,2019011221:11,2019011083:8,2019010279:11,2019011240:19,2019010967:15,2019011411:3,2019011373:9,2019011027:9,2019010165:17,2019011404:10,2019010567:17,2019011276:17,2019011143:5,2019010290:16,2019010942:18,2019010489:14,2019010819:15,2019011225:4,2019011426:7,2019010194:19,2019010160:10,2019010523:17,2019011098:7,2019010262:1,2019010791:13,2019011027:6,2019011317:4,2019010223:12,2019010695:17,2019011126:10,2019010900:8,2019010780:17,2019010650:16,2019010752:8,2019011412:13,2019011259:13,2019010375:7,2019011224:13,2019010617:14
98,2019010877:17,2019010935:10,2019010754:18,2019011185:8,2019010761:7,2019011100:13,2019010157:9,2019010480:3,2019011428:1,2019010619:9,2019010572:19,2019011299:16,2019010155:14,2019010531:18,2019010197:1,2019011066:4,2019011360:7,2019010996:3,2019011279:2,2019010578:3,2019011052:6,2019010216:14,2019011481:19,2019011040:14,2019011125:18,2019010972:6,2019010634:17,2019010978:3,2019010413:8,2019010195:12,2019010178:8,2019011071:4,2019010651:14,2019011019:11,2019010531:18,2019010603:11,2019011475:11,2019011065:4,2019010233:8,2019011447:15,2019010698:11,2019010630:9,2019011057:1,2019011050:19,2019011474:12,2019011474:10,2019010431:13,2019011125:16,2019010402:10,2019010736:6,2019010938:5,2019010248:8,2019010322:5,2019010757:4,2019010352:13,2019010652:2,2019011372:15,2019010119:12,2019010853:14,2019010666:9,2019010381:18,2019010971:17,2019011015:8,2019011046:1,2019010110:12,2019010913:13,2019011291:11,2019010518:17,2019010755:15,2019010641:4,2019011454:5,2019011340:10,2019010203:19,2019010578:17,2019010423:1,2019010975:12,2019010944:15,2019011283:7,2019010191:19,2019010201:10,2019010609:7,2019010162:5,2019011015:16,2019011386:16,2019011054:13,2019011022:13,2019011272:7,2019010995:11,2019011445:19,2019010419:5,2019010213:15,2019010474:13,2019011358:6,2019011107:14,2019010610:16,2019011294:7,2019011127:4,2019010253:10,2019010530:17,2019010977:4,2019010243:18,2019011175:9,2019010399:9,2019011456:2,2019010107:17,2019010314:10,2019011049:16,2019010201:5,2019011310:14,2019010614:2,2019010558:3,2019011396:15,2019011432:1,2019011222:16,2019010447:1,2019011431:12,2019010965:4,2019010942:15,2019010467:13,2019010584:7,2019010740:1,2019010917:12,2019010133:8,2019010655:5,2019010348:15,2019010670:3,2019010730:6,2019010660:12,2019011341:9,2019011468:12,2019011130:14,2019011240:3,2019010589:11,2019011021:17,2019011193:2,2019010850:13,2019010117:3,2019011343:11,2019011110:15,2019011021:19
99,2019011161:19,2019010644:19,2019010814:9,2019010497:1,2019010707:8,2019010716:1,2019010606:11,2019011036:12,2019010405:4,2019010971:11,2019010107:19,2019010208:13,2019010535:12,2019010986:5,2019011333:7,2019011216:2,2019011082:5,2019011464:18,2019010581:4,2019011009:3,2019011391:19,2019011303:18,2019011236:19,2019011079:13,2019010503:16,2019010668:3,2019010775:15,2019010326:1,2019010556:7,2019011010:17,2019010106:19,2019011259:10,2019010996:9,2019011456:19,2019010597:15,2019011047:18,2019011395:5,2019011033:17,2019010183:5,2019010221:8,2019010194:4,2019011358:6,2019011035:19,2019011207:2,2019010703:10,2019010552:12,2019011326:11,2019010143:1,2019011254:6,2019011297:4,2019010537:14,2019010285:16,2019010472:19,2019010416:10,2019010284:19,2019010261:19,2019011305:7,2019010786:5,2019010557:3,2019010369:13,2019011011:6,2019011313:1,2019011397:15,2019011245:12,2019011470:4,2019010165:9,2019010999:12,2019010505:18,2019010150:16,2019011442:2,2019010730:15,2019011270:11,2019011420:3,2019010892:10,2019010551:12,2019010102:14,2019010433:8,2019010557:14,2019010488:17,2019011356:16,2019010597:19,2019010166:4,2019010892:4,2019010925:7,2019010191:10,2019010275:19,2019011083:3,2019010874:2,2019011455:15,2019010520:8,2019011035:12,2019011361:10,2019010102:5,2019010987:6,2019011075:3,2019010996:2,2019011332:5,2019010471:5,2019010657:17,2019010455:15,2019011182:1,2019011131:6,2019010619:12,2019010763:19,2019011400:10,2019010972:4,2019011434:8,2019011293:12,2019010839:11,2019010979:19,2019010559:6,2019010599:14,2019010411:10,2019010673:10,2019011344:7,2019011204:18,2019010507:16,2019010421:14,2019010873:12,2019010260:4,2019011143:9,2019010404:8,2019010752:5,2019010200:7,2019011242:14,2019011015:13,2019011257:19,2019011065:18,2019010757:13,2019010593:9,2019011171:2,2019011213:8,2019010944:2,2019010462:6,2019010263:19,2019011492:5,2019011020:3,2019011057:8,2019010615:17,2019010505:13
100,2019011349:12,2019010783:12,2019011141:9,2019011419:6,2019010651:7,2019010836:7,2019011083:8,2019011361:11,2019010370:10,2019010774:7,2019011116:10,2019010196:15,2019010285:6,2019010123:7,2019010519:2,2019011030:3,2019010271:15,2019010768:15,2019010216:9,2019010978:7,2019011435:17,2019010463:4,2019010819:10,2019011412:4,2019011269:4,2019010183:5,2019010247:7,2019010899:1,2019011255:7,2019011433:2,2019010604:16,2019010950:8,2019010140:11,2019011344:18,2019010569:11,2019010221:4,2019011455:12,2019010586:16,2019010420:2,2019010238:7,2019010370:2,2019010316:14,2019010895:17,2019010586:10,2019011409:6,2019010964:13,2019010516:16,2019011016:5,2019010792:16,2019010664:8,2019011070:14,2019010800:13,2019010691:13,2019011288:15,2019010366:12,2019011310:1,2019010960:1,2019010575:12,2019010324:10,2019010881:17,2019010387:14,2019011312:17,2019010544:18,2019010338:16,2019011138:7,2019010224:1,2019011175:6,2019010335:10,2019010793:8,2019011171:9,2019010523:8,2019010772:11,2019010757:18,2019010873:5,2019011217:14,2019010717:7,2019011026:12,2019010286:13,2019010376:3,2019011183:16,2019010486:3,2019011080:16,2019010669:15,2019011404:16,2019010127:4,2019010738:17,2019010690:5,2019010455:4,2019010507:5,2019011115:14,2019010147:11,2019010535:3,2019011446:15,2019011173:12,2019011084:13,2019010120:8,2019010489:17,2019010584:9,2019011166:16,2019010490:6,2019011230:4,2019010608:10,2019010976:7,2019010265:15,2019010283:7,2019010277:6,2019011239:8,2019011500:12,2019010480:6,2019010446:9,2019011010:6,2019010930:3,2019010626:2,2019011381:2,2019010223:8,2019011436:6,2019010331:17,2019010847:6,2019010367:14,2019010481:4,2019010818:9,2019010383:5,2019011338:15,2019010438:2,2019011209:9,2019010583:3,2019010250:13,2019011367:1,2019010943:19,2019010402:14,2019010616:5,2019010132:9,2019010452:4,2019010602:3,2019011332:1,2019011183:2,2019010624:13,2019010918:8,2019010818:4,2019010597:8
101,2019010282:2,2019010972:2,2019010293:12,2019010627:18,2019010827:1,2019010129:3,2019011413:9,2019011232:10,2019010899:13,2019010520:5,2019010597:15,2019011240:14,2019010426:2,2019010119:19,2019011168:9,2019010667:18,2019010378:15,2019010179:14,2019010136:5,2019011058:17,2019010135:12,2019011475:7,2019010545:6,2019010737:7,2019010807:14,2019010350:17,2019010764:12,2019010433:3,2019011018:8,2019011309:1,2019011269:5,2019010597:16,2019010844:13,2019010603:4,2019010580:15,2019010488:4,2019010291:11,2019010168:7,2019010342:17,2019011336:19,2019010924:5,2019010188:17,2019010259:3,2019011035:7,2019011025:18,2019010671:1,2019011061:5,2019011044:7,2019010592:14,2019011253:2,2019010267:6,2019011357:17,2019010101:12,2019011147:15,2019010780:11,2019011004:11,2019011263:3,2019010107:15,2019010728:18,2019010170:18,2019010763:4,2019011262:14,2019010162:12,2019010476:8,2019011221:10,2019010706:14,2019010865:9,2019010450:5,2019010792:7,2019011322:4,2019011006:5,2019010515:17,2019011228:18,2019010469:2,2019010606:16,2019010696:19,2019010858:9,2019011485:16,2019010584:2,2019010726:19,2019010413:13,2019010899:14,2019010274:13,2019011382:19,2019010926:17,2019010827:1,2019010369:12,2019010539:4,2019010347:7,2019010542:19,2019010326:8,2019010953:16,2019010949:3,2019010188:6,2019010460:9,2019010552:3,2019011144:12,2019010544:5,2019011203:2,2019010495:11,2019011354:10,2019010730:13,2019011451:15,2019010664:16,2019011126:1,2019010708:14,2019010706:4,2019010427:14,2019010470:16,2019010820:7,2019010698:18,2019010248:1,2019011344:6,2019010475:2,2019011342:19,2019010403:4,2019010263:15,2019010775:11,2019010939:12,2019011490:16,2019011078:17,2019010362:14,2019010885:10,2019011411:11,2019011207:15,2019010240:19,2019011242:13,2019010456:13,2019010994:4,2019010953:19,2019010686:3,2019010192:11,2019010135:18,2019010246:2,2019011092:16,2019010367:8,2019010551:4,2019010594:13,2019011362:17,2019010707:8
102,2019011236:1,2019011368:10,2019010287:14,2019010286:1,2019011373:6,2019010192:3,2019011292:6,2019011456:15,2019011291:8,2019011034:18,2019011455:5,2019011027:7,2019010446:7,2019011462:4,2019011184:2,2019010624:3,2019010380:16,2019011453:2,2019011442:14,2019010324:16,2019010586:11,2019011131:8,2019010403:5,2019011457:9,2019011409:12,2019010624:5,2019011451:10,2019010523:6,2019011002:6,2019010253:7,2019010961:12,2019010311:3,2019010510:13,2019010655:3,2019011466:7,2019011097:5,2019010493:17,2019011436:19,2019010265:1,2019010667:4,2019010412:13,2019010798:10,2019011495:14,2019011177:3,2019010800:11,2019011038:17,2019011176:14,2019010490:1,2019010786:16,2019010277:14,2019010218:6,2019010436:4,2019010826:15,2019010686:11,2019010892:7,2019010137:4,2019010988:1,2019011197:18,2019010344:5,2019010170:18,2019010609:18,2019010324:19,2019010445:3,2019010622:8,2019011336:15,2019011028:16,2019010746:5,2019011329:2,2019011062:18,2019010821:6,2019010785:6,2019011487:14,2019010445:1,2019010808:2,2019010898:5,2019010491:19,2019011228:17,2019010539:13,2019010785:1,2019011052:16,2019011426:16,2019011355:18,2019010572:7,2019010524:17,2019010942:6,2019010883:10,2019010260:6,2019010485:12,2019011499:14,2019010255:8,2019010504:19,2019011112:9,2019011169:13,2019011457:15,2019011261:6,2019010289:2,2019011303:2,2019010269:19,2019010109:18,2019011089:10,2019011018:10,2019011028:1,2019011017:6,2019010361:19,2019011303:15,2019010485:13,2019011042:9,2019010647:4,2019010405:10,2019011421:6,2019011190:15,2019011172:15,2019010717:1,2019010647:7,2019011053:1,2019011390:18,2019010391:2,2019011066:4,2019011288:3,2019011436:5,2019011052:4,2019011381:17,2019011212:4,2019010990:2,2019010603:7,2019010525:10,2019011236:11,2019010983:5,2019010618:16,2019010732:11,2019010949:9,2019010406:13,2019011466:2,2019010896:14,2019011306:7,2019010243:2,2019010796:18,2019011203:5,2019010286:17,2019010946:16
103,2019011238:7,2019010209:13,2019010655:14,2019011093:7,2019011262:11,2019010168:6,2019010379:4,2019011461:7,2019011082:12,2019010181:18,2019010784:17,2019011171:2,2019010483:14,2019010240:16,2019010262:4,2019010872:5,2019010178:2,2019011391:10,2019011174:6,2019010588:7,2019010633:17,2019010718:8,2019011320:2,2019011423:4,2019010951:17,2019011146:3,2019010570:7,2019010111:14,2019011448:4,2019011061:9,2019011276:12,2019010491:10,2019011056:14,2019010155:3,2019011493:17,2019010187:3,2019010226:7,2019011106:16,2019010227:17,2019010958:17,2019011448:10,2019010832:16,2019010139:16,2019010582:3,2019011081:5,2019010365:13,2019010665:10,2019010155:4,2019011392:18,2019010817:6,2019010791:3,2019011009:15,2019010489:12,2019011094:3,2019011148:11,2019010537:14,2019010181:2,2019010696:17,2019011102:11,2019010727:18,2019011294:12,2019010323:7,2019011391:15,2019011240:12,2019010892:5,2019010557:2,2019010611:18,2019011008:5,2019010971:7,2019010626:4,2019010128:9,2019010924:7,2019011429:17,2019010749:2,2019010273:7,2019011045:17,2019011155:5,2019011023:6,2019010467:8,2019010274:9,2019011210:16,2019010283:12,2019010147:4,2019011201:3,2019010813:3,2019010736:9,2019011324:15,2019011012:17,2019010420:16,2019010155:4,2019010994:9,2019011143:10,2019010760:5,2019011091:8,2019010653:19,2019010611:4,2019011358:4,2019011153:11,2019011261:11,2019011368:2,2019011457:10,2019011346:7,2019011262:6,2019010603:18,2019010860:18,2019010191:4,2019010271:4,2019010691:19,2019010167:13,2019010361:3,2019011076:14,2019011266:3,2019010565:12,2019011229:15,2019010178:8,2019010821:12,2019011272:3,2019010702:16,2019011027:15,2019011007:5,2019010416:18,2019010839:13,2019010813:18,2019011239:4,2019010507:17,2019011060:17,2019010961:8,2019010885:14,2019010760:13,2019010480:2,2019010570:3,2019011224:10,2019010484:11,2019011270:14,2019011331:6,2019010915:18,2019010685:16,2019010689:15,2019010834:12,2019010914:13
104,2019010379:9,2019010558:15,2019011125:19,2019010307:16,2019010879:4,2019010418:2,2019010810:11,2019010963:17,2019011413:6,2019011157:13,2019011125:8,2019010132:15,2019010624:10,2019010915:16,2019011163:13,2019011183:4,2019010244:15,2019010581:14,2019010731:7,2019010898:9,2019010504:4,2019010117:17,2019010996:14,2019010908:16,2019010873:18,2019010475:7,2019010416:6,2019011434:4,2019011296:1,2019010233:2,2019010846:4,2019010458:15,2019010582:18,2019010555:9,2019011425:7,2019011152:18,2019010752:7,2019010660:13,2019010153:3,2019011186:5,2019010553:2,2019010818:4,2019010460:15,2019010617:19,2019010767:14,2019011467:15,2019010248:14,2019010125:2,2019010563:15,2019011247:18,2019010133:18,2019010295:19,2019010528:18,2019010783:11,2019011044:6,2019010603:16,2019010725:2,2019010460:19,2019011038:18,2019011429:19,2019011471:5,2019010957:2,2019010898:6,2019010808:9,2019010701:10,2019010889:17,2019010646:4,2019010159:2,2019010339:10,2019010472:2,2019010820:13,2019010843:18,2019011406:17,2019010474:17,2019010205:12,2019010605:5,2019010737:14,2019010686:2,2019011088:2,2019010902:13,2019010118:4,2019011492:15,2019010653:14,2019011301:6,2019011363:14,2019010170:5,2019011161:1,2019011339:17,2019011131:13,2019011332:4,2019010754:12,2019010983:1,2019011100:15,2019010942:9,2019010137:19,2019011102:8,2019011433:18,2019011118:6,2019010524:16,2019010229:15,2019010239:17,2019010124:16,2019010671:19,2019010582:2,2019010182:1,2019010655:5,2019011392:4,2019010824:8,2019011434:12,2019011200:13,2019011465:16,2019011368:10,2019011049:1,2019011324:9,2019010965:1,2019010845:18,2019011413:6,2019010862:19,2019011150:11,2019010244:14,2019010190:7,2019010914:15,2019011154:16,2019011238:11,2019011132:8,2019010305:2,2019011081:1,2019011186:4,2019010965:8,2019010714:6,2019010869:13,2019011458:8,2019010548:6,2019011204:10,2019010598:6,2019011177:6,2019010799:2,2019011415:1,2019011432:14,2019011139:15
105,2019011279:8,2019011420:6,2019010251:8,2019011126:14,2019010716:9,2019010223:11,2019011368:7,2019010193:4,2019011329:13,2019011016:19,2019010564:3,2019010603:19,2019011358:9,2019010186:19,2019010719:12,2019011468:6,2019010750:7,2019011313:13,2019010777:19,2019010972:10,2019011412:17,2019010938:4,2019010666:12,2019010404:1,2019011227:10,2019010513:3,2019010186:12,2019010328:18,2019011125:11,2019010767:10,2019010121:18,2019011188:11,2019011196:5,2019011197:4,2019010684:9,2019010999:2,2019010146:13,2019010362:7,2019010190:14,2019010170:17,2019011297:9,2019010809:7,2019011451:12,2019011300:17,2019010574:10,2019011107:14,2019010274:8,2019010908:3,2019011393:3,2019010648:19,2019011351:1,2019010289:11,2019010459:5,2019011211:8,2019010148:7,2019011164:12,2019010275:13,2019010146:18,2019010905:1,2019010435:15,2019011033:9,2019010759:4,2019010396:7,2019011204:12,2019010138:9,2019010189:7,2019010905:16,2019010982:6,2019010867:1,2019010698:4,2019010656:10,2019010712:4,2019010865:5,2019010517:2,2019011402:11,2019011069:1,2019011227:14,2019011108:16,2019011451:1,2019010527:10,2019010522:13,2019011447:14,2019010357:14,2019010276:12,2019010871:4,2019010852:19,2019010483:6,2019010425:7,2019010846:16,2019010784:1,2019010280:15,2019010440:15,2019010938:14,2019010180:4,2019010277:18,2019010725:19,2019011211:7,2019010585:13,2019011000:10,2019010123:1,2019010854:7,2019010903:7,2019010717:10,2019010763:9,2019010812:5,2019010893:4,2019010920:1,2019011256:14,2019010259:3,2019010976:8,2019010439:5,2019010938:4,2019010815:7,2019011461:19,2019010669:13,2019010584:14,2019011447:2,2019011476:7,2019010582:19,2019010313:19,2019011268:8,2019011130:8,2019011345:4,2019010942:6,2019011082:8,2019010227:14,2019010347:15,2019010992:16,2019011162:11,2019010104:3,2019010329:14,2019011074:19,2019010588:13,2019010911:4,2019010925:14,2019011251:19,2019010528:17,2019010111:3,2019011168:17,2019011441:15
106,2019010305:13,2019011136:13,2019011147:12,2019011105:13,2019010390:6,2019010533:3,2019010858:1,2019010460:5,2019011376:17,2019010384:2,2019010742:19,2019011073:18,2019011034:11,2019011010:1,2019011001:4,2019010888:4,2019010143:5,2019010469:5,2019010656:15,2019011227:6,2019011382:11,2019010564:8,2019011129:1,2019010542:2,2019010270:19,2019011393:6,2019011049:9,2019010219:4,2019010283:5,2019010599:18,2019011038:15,2019010468:10,2019011268:18,2019010201:18,2019010640:16,2019011403:14,2019010243:5,2019011335:13,2019011344:11,2019010202:7,2019011253:19,2019010370:15,2019010440:6,2019010834:15,2019010414:8,2019010879:1,2019011017:15,2019010370:10,2019010334:19,2019010169:12,2019010799:13,2019011208:7,2019011441:7,2019010782:4,2019011225:8,2019011178:15,2019010459:16,2019010772:13,2019011126:2,2019010602:11,2019010482:1,2019010558:11,2019011397:8,2019011055:10,2019010315:6,2019011293:3,2019011318:3,2019010180:5,2019010171:16,2019010849:5,2019011302:8,2019010984:1,2019011079:2,2019010667:5,2019010826:1,2019010938:12,2019010849:10,2019011299:1,2019011415:2,2019011269:14,2019010906:3,2019011125:13,2019010238:16,2019010180:14,2019011139:4,2019010169:15,2019011465:9,2019011011:4,2019011385:10,2019010833:1,2019011002:13,2019010473:1,2019010491:15,2019011277:4,2019010826:8,2019011237:9,2019010753:17,2019011489:8,2019010546:17,2019010419:5,2019010852:5,2019010688:18,2019010333:11,2019010643:7,2019010102:11,2019011035:6,2019010601:8,2019010843:2,2019011092:2,2019010141:10,2019011465:11,2019011237:16,2019010549:9,2019011363:2,2019010974:7,2019011429:18,2019010178:15,2019010660:2,2019011300:11,2019010989:4,2019010245:6,2019010421:15,2019010913:12,2019010193:6,2019010471:1,2019011191:2,2019010789:17,2019011001:7,2019010474:17,2019010706:4,2019010750:14,2019011079:7,2019010776:3,2019010183:14,2019010491:4,2019010460:10,2019010521:19,2019010921:13,2019010968:16,2019010694:13
107,2019010979:10,2019011035:2,2019011209:11,2019010340:15,2019011247:13,2019011008:18,2019011204:18,2019010255:7,2019010445:13,2019011057:1,2019011494:19,2019011405:9,2019010449:6,2019010760:15,2019011339:7,2019010497:3,2019010591:7,2019011342:7,2019010694:9,2019010587:13,2019010834:17,2019010586:2,2019010518:19,2019011451:6,2019011291:4,2019010235:6,2019010472:19,2019011086:3,2019010663:7,2019011449:5,2019010560:12,2019010741:7,2019010752:14,2019010549:19,2019011404:8,2019011240:3,2019010119:16,2019010748:17,2019010524:1,2019010318:2,2019010101:12,2019010234:4,2019011236:13,2019010717:12,2019010209:15,2019011062:2,2019010157:14,2019010429:16,2019011092:7,2019011416:2,2019010482:11,2019010561:15,2019010302:5,2019011009:15,2019010554:4,2019011372:19,2019010513:6,2019010812:12,2019010370:4,2019010408:3,2019010188:7,2019011093:19,2019010642:17,2019011009:15,2019010426:10,2019011387:11,2019010111:14,2019010293:15,2019011203:12,2019011157:10,2019010344:16,2019010606:11,2019010772:5,2019010504:3,2019010481:11,2019011164:7,2019011319:15,2019011416:16,2019010722:13,2019010543:6,2019011224:9,2019011112:4,2019011070:12,2019010481:9,2019010787:17,2019010865:18,2019011478:11,2019011142:17,2019010534:2,2019010640:18,2019010315:18,2019011039:8,2019010550:17,2019010666:7,2019010721:18,2019010846:1,2019011166:19,2019010754:13,2019010827:11,2019010756:8,2019010502:18,2019011247:5,2019010569:18,2019011067:6,2019010558:2,2019011182:5,2019010555:19,2019010804:14,2019010515:12,2019011430:4,2019011296:10,2019010496:13,2019011476:7,2019011482:1,2019011331:15,2019010776:7,2019011438:3,2019011221:5,2019010498:19,2019010672:1,2019011491:9,2019010555:16,2019011436:13,2019011143:3,2019010221:16,2019011267:3,2019011043:1,2019011153:7,2019011207:4,2019010980:12,2019010836:19,2019010376:7,2019011431:1,2019011198:15,2019010743:13,2019010313:16,2019011003:12,2019010168:4,2019010608:9,2019010943:5
108,2019011115:4,2019010562:4,2019011212:7,2019011200:12,2019010875:2,2019010243:6,2019010701:4,2019010797:18,2019010341:19,2019010285:16,2019011128:1,2019010580:13,2019011363:4,2019010468:2,2019010332:7,2019011280:17,2019010775:14,2019011420:1,2019010531:17,2019011370:1,2019010821:14,2019010960:12,2019010161:15,2019010703:8,2019010717:15,2019010787:2,2019010625:14,2019011017:6,2019010215:15,2019010720:2,2019011233:9,2019011266:7,2019010837:10,2019010651:5,2019011280:17,2019011357:1,2019011188:19,2019010441:2,2019010664:13,2019010277:7,2019011037:6,2019011462:4,2019010945:1,2019010500:4,2019010213:12,2019011445:1,2019010559:14,2019010994:11,2019011361:4,2019010934:17,2019011188:16,2019010486:18,2019010840:15,2019011329:6,2019010600:18,2019011343:17,2019011424:11,2019011345:8,2019011129:3,2019011500:13,2019011119:5,2019010552:7,2019011371:14,2019010498:11,2019010896:2,2019010125:7,2019010778:5,2019010393:1,2019010765:14,2019010963:2,2019010189:12,2019011264:5,2019010328:9,2019011301:5,2019010102:8,2019010540:3,2019010935:5,2019010823:19,2019010454:19,2019010660:2,2019011364:7,2019011249:11,2019011040:15,2019010944:19,2019010778:19,2019010377:13,2019010507:19,2019011308:17,2019010341:6,2019011025:6,2019010489:4,2019011150:18,2019010271:5,2019010378:3,2019010273:18,2019011484:5,2019010682:2,2019010199:15,2019010710:19,2019010997:15,2019010553:19,2019011473:15,2019011395:18,2019010709:2,2019010151:12,2019011008:16,2019011132:7,2019010194:12,2019010720:2,2019011400:5,2019011482:4,2019011455:7,2019010566:6,2019010841:18,2019010601:14,2019010846:1,2019010859:11,2019011253:12,2019011431:16,2019010572:17,2019010145:3,2019011029:13,2019010375:4,2019011051:4,2019010328:9,2019010520:2,2019011193:6,2019011090:1,2019010869:12,2019011003:18,2019010247:18,2019010131:17,2019011483:7,2019010913:4,2019010395:12,2019010404:13,2019011327:9,2019011031:6,2019011401:5,2019010252:4
