# id,userId,itemId,rating
307,1754,5505,1
308,2206,5613,1
309,5378,3617,1
310,4938,3180,1
311,2744,5196,1
312,645,4456,1
313,2302,5120,1
314,1398,3768,1
315,3544,4952,1
316,2813,4805,1
317,1152,4459,1
318,4166,4634,1
319,1648,5319,1
320,5379,4470,1
321,247,4732,1
322,2194,4973,1
323,4583,4338,1
324,337,3603,1
325,733,4684,1
326,1783,3981,1
327,3398,4047,1
328,4329,5525,1
329,4347,5943,1
330,4710,4362,1
331,2650,5752,1
332,3276,4077,1
333,2408,4822,1
334,1981,5197,1
335,5323,5675,1
336,4728,3236,1
337,3778,3368,1
338,2110,5346,1
339,5424,4187,1
340,3276,3783,1
341,2421,5802,1
342,3848,4326,1
343,1390,3693,1
344,4262,4747,1
345,536,3616,1
346,3767,5716,1
347,604,5845,1
348,4027,3498,1
349,5064,4381,1
350,4808,5480,1
351,2304,5672,1
352,5476,3591,1
353,20,5884,1
354,1397,4518,1
355,1042,5448,1
356,3132,4840,1
357,3983,3267,1
358,3277,3128,1
359,158,4802,1
360,3135,3381,1
361,3072,3038,1
362,3342,5083,1
363,1500,4989,1
364,3276,4983,1
365,2163,5611,1
366,2029,4691,1
367,3254,3943,1
368,3502,5020,1
369,4956,5216,1
370,2453,5628,1
371,5419,3433,1
372,457,4075,1
373,1423,3133,1
374,5469,4836,1
375,4473,5488,1
376,971,4997,1
377,709,4341,1
378,2664,5265,1
379,5539,4368,1
380,251,3416,1
381,2174,3657,1
382,2128,5438,1
383,210,3879,1
384,5194,4514,1
385,1183,3394,1
386,4268,4690,1
387,2564,4160,1
388,5309,4179,1
389,2711,4233,1
390,3844,3057,1
391,3642,4391,1
392,5531,4120,1
393,2178,5848,1
394,3908,5889,1
395,3074,4094,1
396,1241,4281,1
397,2365,3239,1
398,1359,5668,1
399,2053,4840,1
400,3553,5824,1
401,3288,5486,1
402,5093,3185,1
403,4504,4318,1
404,680,5256,1
405,574,3757,1
406,1577,3423,1
407,1482,4069,1
408,54,4143,1
409,1300,4265,1
410,2539,5009,1
411,2841,3440,1
412,1754,3629,1
413,818,4060,1
414,4403,3368,1
415,5188,4915,1
416,5528,4346,1
417,1547,3631,1
418,1132,5506,1
419,2347,5659,1
420,5110,3017,1
421,4444,4985,1
422,4379,3510,1
423,1109,3179,1
424,2979,5044,1
425,1036,3340,1
426,234,3332,1
427,1604,4411,1
428,5194,4147,1
429,4374,3329,1
430,5132,5186,1
431,1204,4112,1
432,4632,5424,1
433,1206,5379,1
434,3729,4288,1
435,3844,3996,1
436,2860,5966,1
437,227,4729,1
438,5216,3677,1
439,4100,5532,1
440,4532,4897,1
441,4259,5331,1
442,2589,4045,1
443,3823,4659,1
444,3159,4214,1
445,80,4477,1
446,1058,3810,1
447,3353,4228,1
448,2408,4784,1
449,5360,5461,1
450,169,4384,1
451,2347,4065,1
452,3612,3187,1
453,169,4838,1
454,1979,3100,1
455,2629,3639,1
456,4186,4242,1
457,4423,4498,1
458,4391,3270,1
459,2906,5581,1
460,3207,3102,1
461,4059,3988,1
462,4407,5382,1
463,166,4618,1
464,604,4040,1
465,3209,3922,1
466,2545,4112,1
467,3118,3912,1
468,3697,3302,1
469,4110,4620,1
470,3209,4427,1
471,129,3932,1
472,1436,4516,1
473,1291,3635,1
474,1604,5672,1
475,4719,4179,1
476,2545,3729,1
477,2672,3204,1
478,4459,3699,1
479,4724,4383,1
480,3546,4755,1
481,1184,5182,1
482,5544,5052,1
483,4905,5627,1
484,5502,3981,1
485,1866,5873,1
486,1705,5234,1
487,2872,4137,1
488,4368,3350,1
489,1238,3758,1
490,522,4467,1
491,5449,5739,1
492,1461,4005,1
493,1446,5682,1
494,4325,4908,1
495,1767,4235,1
496,3329,5152,1
497,3921,5809,1
498,3785,5542,1
499,1498,4818,1
500,362,3305,1
501,3066,3927,1
502,4378,5192,1
503,2089,5855,1
504,1026,3269,1
505,3077,4796,1
506,2867,4130,1
507,4679,4662,1
508,4280,3165,1
509,2594,4913,1
510,3607,5749,1
511,3426,3174,1
512,2471,3602,1
513,182,5287,1
514,2504,5038,1
515,2046,4604,1
516,1831,4908,1
517,2889,4236,1
518,1242,4080,1
519,5464,3757,1
520,3783,3796,1
521,4112,3213,1
522,1150,4329,1
523,3822,5280,1
524,2572,3198,1
525,4426,5640,1
526,648,3278,1
527,133,4370,1
528,2163,3022,1
529,3483,4234,1
530,2793,5369,1
531,3017,5286,1
532,3074,4519,1
533,5271,3083,1
534,5364,5618,1
535,1036,5231,1
536,3116,4532,1
537,1515,3945,1
538,4313,3941,1
539,358,3426,1
540,3055,5511,1
541,4405,3605,1
542,1645,3162,1
543,5520,3371,1
544,5114,3577,1
545,739,3001,1
546,1206,5937,1
547,5186,5267,1
548,2028,3401,1
549,3967,4656,1
550,3576,4443,1
551,2560,3927,1
552,3067,3958,1
553,4642,5256,1
554,1604,3242,1
555,2879,3051,1
556,979,3473,1
557,1992,5681,1
558,5135,3419,1
559,2385,4281,1
560,2962,3422,1
561,4180,3196,1
562,699,4902,1
563,1748,5551,1
564,27,3327,1
565,4056,3531,1
566,2760,3855,1
567,724,3633,1
568,2737,4094,1
569,2836,5169,1
570,4192,3807,1
571,745,3517,1
572,276,4426,1
573,4202,4628,1
574,1609,5940,1
575,4153,5418,1
576,419,4018,1
577,4519,5252,1
578,267,3753,1
579,4572,5879,1
580,2294,4177,1
581,2348,3241,1
582,3917,5204,1
583,4470,4955,1
584,1024,4955,1
585,1884,3961,1
586,4720,5146,1
587,4431,4449,1
588,693,4280,1
589,1403,3440,1
590,1241,3726,1
591,433,5002,1
592,597,5344,1
593,320,3271,1
594,4891,4956,1
595,2698,4283,1
596,519,3981,1
597,724,3934,1
598,2601,3215,1
599,3666,3068,1
600,5472,4033,1
601,2629,4365,1
602,4940,3449,1
603,4503,4505,1
604,3586,3291,1
605,724,3953,1
606,4839,3358,1
607,5472,3302,1
608,2286,4092,1
609,3175,4401,1
610,5264,5928,1
611,2576,5929,1
612,5409,4532,1
613,5485,3472,1
614,4341,5924,1
615,2698,4281,1
616,2635,4526,1
617,410,4460,1
618,4943,3303,1
619,1981,5087,1
620,3294,4022,1
621,1183,4305,1
622,1903,5002,1
623,5235,4179,1
624,5065,4187,1
625,565,3662,1
626,2644,5034,1
627,3209,3921,1
628,3630,4250,1
629,1129,4076,1
630,2586,4923,1
631,1237,4760,1
632,3656,4839,1
633,1357,4137,1
634,4718,3007,1
635,3393,4556,1
636,1242,3080,1
637,3494,3938,1
638,3988,3585,1
639,2037,4231,1
640,1982,3495,1
641,5453,4077,1
642,3788,4473,1
643,3161,3531,1
644,4303,4779,1
645,2820,5411,1
646,4549,5237,1
647,2420,5062,1
648,939,5319,1
649,5430,3569,1
650,2589,4357,1
651,3729,3260,1
652,5323,3753,1
653,1819,4095,1
654,1898,5134,1
655,2081,5532,1
656,68,3719,1
657,4244,3282,1
658,1654,3981,1
659,4932,4812,1
660,4086,5738,1
661,4207,5252,1
662,2096,4927,1
663,1578,4643,1
664,3114,3475,1
665,5027,4616,1
666,4558,5580,1
667,5203,4466,1
668,744,3769,1
669,2242,3835,1
670,3045,3185,1
671,312,3733,1
672,1557,5527,1
673,4150,4191,1
674,68,5665,1
675,2637,3951,1
676,684,3872,1
677,3569,5624,1
678,4249,3060,1
679,2747,3231,1
680,1311,3885,1
681,853,5380,1
682,1990,4003,1
683,4133,4673,1
684,4245,3138,1
685,4767,3487,1
686,98,3616,1
687,207,4262,1
688,4963,5319,1
689,2589,5028,1
690,3931,3348,1
691,1037,5396,1
692,1898,3563,1
693,3377,3534,1
694,5038,3510,1
695,3555,4179,1
696,3340,5367,1
697,1585,3358,1
698,4936,5497,1
699,4728,5809,1
700,1868,5053,1
701,428,5619,1
702,1791,5815,1
703,1866,3582,1
704,3862,5235,1
705,4881,5787,1
706,3755,5917,1
707,3967,3694,1
708,2794,4741,1
709,4357,5693,1
710,4859,4112,1
711,2035,5744,1
712,4520,4385,1
713,1955,3326,1
714,90,3573,1
715,3074,5019,1
716,3514,4812,1
717,4560,3641,1
718,5419,3417,1
719,2734,5977,1
720,366,5550,1
721,3785,3883,1
722,477,5526,1
723,5343,3820,1
724,368,4405,1
725,5534,5994,1
726,3993,3128,1
727,3549,5986,1
728,343,5152,1
729,3882,4958,1
730,4964,3302,1
731,1166,5226,1
732,3655,5546,1
733,4756,5976,1
734,4932,4421,1
735,3873,5120,1
736,2073,3966,1
737,1013,5697,1
738,3250,5271,1
739,5188,4026,1
740,3534,3032,1
741,3038,3927,1
742,1992,4524,1
743,2189,3935,1
744,1949,3125,1
745,5219,3719,1
746,3999,4061,1
747,795,3653,1
748,4894,3479,1
749,2112,4618,1
750,3986,5919,1
751,530,3990,1
752,1268,5175,1
753,3346,4974,1
754,1559,4917,1
755,5406,3495,1
756,1935,4344,1
757,2748,4460,1
758,1804,3982,1
759,5003,4045,1
760,5098,3678,1
761,1014,3637,1
762,723,4104,1
763,5366,4474,1
764,4881,5869,1
765,5501,3077,1
766,333,5764,1
767,4645,3319,1
768,2046,3577,1
769,5369,5558,1
770,2348,3236,1
771,2342,4516,1
772,860,3214,1
773,4259,3879,1
774,3094,3877,1
775,2299,5124,1
776,5007,5966,1
777,1373,5528,1
778,4731,3561,1
779,407,4197,1
780,1148,3096,1
781,4179,3516,1
782,2452,4351,1
783,3755,4891,1
784,5260,4891,1
785,2335,5764,1
786,5312,3373,1
787,3645,4248,1
788,255,4871,1
789,1698,4790,1
790,2670,5061,1
791,3116,5308,1
792,456,5831,1
793,159,5312,1
794,4808,5957,1
795,2789,4588,1
796,3449,3113,1
797,4454,4841,1
798,3517,3898,1
799,1739,3837,1
800,2184,5931,1
801,1692,3646,1
802,1451,5838,1
803,4139,3815,1
804,3740,4303,1
805,1944,3306,1
806,4808,4649,1
807,1800,3248,1
808,5332,3227,1
809,3056,5972,1
810,4021,4877,1
811,3784,4896,1
812,396,4929,1
813,3553,3031,1
814,5028,5855,1
815,597,3228,1
816,2105,5818,1
817,408,4925,1
818,776,5158,1
819,454,3291,1
820,3359,5837,1
821,2627,3981,1
822,5036,4145,1
823,4648,4249,1
824,4564,3955,1
825,5427,3131,1
826,2962,4650,1
827,4027,3820,1
828,4093,3043,1
829,789,4092,1
830,5082,3218,1
831,1951,5586,1
832,5354,5570,1
833,586,5425,1
834,1920,3559,1
835,1621,4330,1
836,1165,5647,1
837,4092,5603,1
838,3498,3214,1
839,3693,4686,1
840,3218,3710,1
841,3978,4377,1
842,1183,4194,1
843,2365,4496,1
844,1814,5326,1
845,3096,5661,1
846,5503,4157,1
847,2511,4924,1
848,5258,4467,1
849,2959,4017,1
850,3000,5020,1
851,1636,4047,1
852,3321,5058,1
853,723,5221,1
854,2563,4263,1
855,2074,3573,1
856,3664,3489,1
857,5424,5793,1
858,1544,4070,1
859,2290,4664,1
860,2036,5456,1
861,1228,3551,1
862,3767,4374,1
863,1065,3783,1
864,3814,4762,1
865,3035,5956,1
866,3876,3156,1
867,4993,4317,1
868,5340,5940,1
869,4665,3057,1
870,2949,4490,1
871,1956,3049,1
872,4771,3115,1
873,2242,4932,1
874,4304,5846,1
875,4893,5641,1
876,4160,5262,1
877,1775,4377,1
878,3806,3192,1
879,428,4754,1
880,1871,3699,1
881,2421,5516,1
882,2712,5456,1
883,220,4200,1
884,3552,3081,1
885,2671,3011,1
886,1981,5391,1
887,4642,3951,1
888,4515,4732,1
889,998,5026,1
890,1621,3493,1
891,2797,5098,1
892,2438,3054,1
893,2055,3404,1
894,4014,4621,1
895,1661,4503,1
896,4763,5479,1
897,2462,5108,1
898,4907,5747,1
899,3447,3647,1
900,5117,3943,1
901,5241,3194,1
902,1971,5256,1
903,971,3233,1
904,3969,3621,1
905,5125,3778,1
906,1392,3569,1
907,2645,5487,1
908,1244,3062,1
909,122,4625,1
910,478,4134,1
911,1395,4983,1
912,1073,5472,1
913,2159,5809,1
914,3091,4549,1
915,4267,5963,1
916,4718,3632,1
917,88,4223,1
918,347,4606,1
919,1020,4031,1
920,5201,5309,1
921,4941,5891,1
922,574,3759,1
923,1122,3652,1
924,3386,4179,1
925,4551,5734,1
926,1715,3802,1
927,5272,3228,1
928,4463,4119,1
929,3,5056,1
930,2634,3875,1
931,4894,4466,1
932,44,3556,1
933,4367,4498,1
934,3469,5339,1
935,630,4020,1
936,586,5191,1
937,4320,5334,1
938,2129,5083,1
939,2406,5615,1
940,2299,4108,1
941,356,4036,1
942,1063,3803,1
943,3536,5149,1
944,409,5765,1
945,2713,3315,1
946,1026,4125,1
947,1165,4126,1
948,4272,3422,1
949,2463,3986,1
950,3307,3722,1
951,2421,4077,1
952,3317,3981,1
953,2829,5976,1
954,2178,3298,1
955,48,3897,1
956,4786,4607,1
957,3517,4338,1
958,2899,5121,1
959,1539,3660,1
960,2738,4305,1
961,903,4040,1
962,5261,4595,1
963,5194,5610,1
964,3017,4028,1
965,2644,5318,1
966,659,5013,1
967,20,4957,1
968,3518,3647,1
969,415,3528,1
970,1662,4913,1
971,2028,5021,1
972,3158,5398,1
973,2671,3746,1
974,1497,5749,1
975,1024,5350,1
976,1073,5482,1
977,1497,5595,1
978,539,3550,1
979,443,3781,1
980,3166,5363,1
981,4728,3795,1
982,2907,5167,1
983,5238,5236,1
984,779,5716,1
985,3160,4269,1
986,2589,4033,1
987,4367,3718,1
988,2706,4851,1
989,4615,4859,1
990,1038,4331,1
991,965,3278,1
992,5360,5050,1
993,3507,5190,1
994,1946,4640,1
995,5083,3859,1
996,4842,5584,1
997,2486,4019,1
998,2276,3777,1
999,4534,4777,1
1000,514,4045,1
1001,2780,5983,1
1002,1187,5127,1
1003,2757,5231,1
1004,1689,4966,1
1005,5157,5718,1
1006,443,3716,1
1007,3686,4212,1
1008,2145,5029,1
1009,3993,3063,1
1010,4836,4179,1
1011,5492,3120,1
1012,3119,5600,1
1013,3496,3435,1
1014,4973,3981,1
1015,4778,5662,1
1016,217,4820,1
1017,1641,4771,1
1018,1951,4693,1
1019,787,4645,1
1020,1429,4836,1
1021,4964,5845,1
1022,808,3239,1
1023,1837,4547,1
1024,3645,5263,1
1025,694,5064,1
1026,1237,3628,1
1027,2947,3380,1
1028,363,4831,1
1029,1945,5912,1
1030,43,4343,1
1031,2589,3232,1
1032,4924,3173,1
1033,66,4766,1
1034,5012,5392,1
1035,3209,3519,1
1036,929,3245,1
1037,2567,4032,1
1038,4819,4168,1
1039,4436,4875,1
1040,3516,4109,1
1041,4369,4501,1
1042,3487,3177,1
1043,1746,5377,1
1044,4859,3825,1
1045,3702,4179,1
1046,4575,3098,1
1047,1860,3616,1
1048,4643,3039,1
1049,2601,3422,1
1050,975,4503,1
1051,3276,3830,1
1052,733,3025,1
1053,5194,3854,1
1054,861,3045,1
1055,1527,5532,1
1056,5199,4199,1
1057,5114,5753,1
1058,2723,5778,1
1059,598,3804,1
1060,4728,5058,1
1061,251,3218,1
1062,3280,3671,1
1063,2938,3449,1
1064,2929,5040,1
1065,1463,4386,1
1066,709,3822,1
1067,3060,3908,1
1068,3132,3501,1
1069,4810,4528,1
1070,2966,3968,1
1071,4632,4945,1
1072,1902,3194,1
1073,243,5639,1
1074,3074,4546,1
1075,2902,5492,1
1076,1619,3556,1
1077,5115,3102,1
1078,2485,4551,1
1079,789,4623,1
1080,1177,4306,1
1081,1807,3574,1
1082,1988,5896,1
1083,1917,5279,1
1084,2258,4629,1
1085,2601,3176,1
1086,4928,5259,1
1087,346,3638,1
1088,5279,4914,1
1089,4496,5315,1
1090,2648,3845,1
1091,2954,5267,1
1092,5282,5228,1
1093,3583,5109,1
1094,1193,3358,1
1095,893,5966,1
1096,1583,5070,1
1097,3218,5319,1
1098,3971,4479,1
1099,4407,5376,1
1100,5340,4930,1
1101,4891,4855,1
1102,4740,5008,1
1103,1588,5678,1
1104,377,5346,1
1105,4783,5873,1
1106,2043,3223,1
1107,4193,3142,1
1108,839,3528,1
1109,2160,3587,1
1110,4341,3884,1
1111,3288,5608,1
1112,3804,3775,1
1113,1420,3891,1
1114,3475,4034,1
1115,2239,5406,1
1116,3841,4743,1
1117,3769,4624,1
1118,2509,5792,1
1119,2585,3806,1
1120,82,4690,1
1121,1059,3678,1
1122,1379,3457,1
1123,5363,5436,1
1124,49,5166,1
1125,2067,3744,1
1126,1832,5155,1
1127,2770,5647,1
1128,2731,4430,1
1129,4889,4754,1
1130,2321,4476,1
1131,1950,5888,1
1132,2768,3987,1
1133,3635,3804,1
1134,2358,4123,1
1135,1347,5022,1
1136,4215,4240,1
1137,5272,5254,1
1138,1170,5520,1
1139,3755,4068,1
1140,3712,3299,1
1141,1534,3160,1
1142,2240,5238,1
1143,3444,5280,1
1144,2137,3745,1
1145,4132,5549,1
1146,5328,3184,1
1147,4850,5018,1
1148,3618,5603,1
1149,3785,4940,1
1150,1558,5306,1
1151,4259,5226,1
1152,3497,4424,1
1153,102,4254,1
1154,479,4310,1
1155,1321,4924,1
1156,2517,4125,1
1157,116,5488,1
1158,4063,3802,1
1159,1395,5120,1
1160,2449,3981,1
1161,2969,4180,1
1162,2905,5763,1
1163,774,3009,1
1164,2073,5120,1
1165,2148,4805,1
1166,3335,5161,1
1167,3999,3846,1
1168,1968,4099,1
1169,2572,5455,1
1170,530,5443,1
1171,1723,3666,1
1172,1862,5677,1
1173,3911,5165,1
1174,1426,4657,1
1175,2076,3596,1
1176,2832,5578,1
1177,4064,3244,1
1178,4060,4119,1
1179,1825,3439,1
1180,5320,4681,1
1181,478,3703,1
1182,3624,5800,1
1183,4339,3976,1
1184,3876,4693,1
1185,4059,5784,1
1186,657,4237,1
1187,271,5879,1
1188,1937,3180,1
1189,370,3562,1
1190,1712,4526,1
1191,2810,4172,1
1192,2547,5026,1
1193,2963,4142,1
1194,4267,3789,1
1195,4015,4180,1
1196,5374,4611,1
1197,4842,3808,1
1198,587,4082,1
1199,2565,4844,1
1200,3945,3125,1
1201,2091,3804,1
1202,837,4949,1
1203,5213,5317,1
1204,2046,5244,1
1205,4259,5236,1
1206,1487,4282,1
1207,2406,3973,1
1208,3437,3504,1
1209,333,5955,1
1210,5295,4942,1
1211,1059,5298,1
1212,1946,5753,1
1213,2616,3623,1
1214,844,4794,1
1215,2073,5671,1
1216,2494,4367,1
1217,2671,3914,1
1218,2999,4579,1
1219,1950,5714,1
1220,2524,5752,1
1221,3159,4211,1
1222,2918,4771,1
1223,1259,5297,1
1224,1448,4533,1
1225,3785,4847,1
1226,3151,3126,1
1227,2545,3712,1
1228,1510,3072,1
1229,4454,3848,1
1230,4181,5727,1
1231,2812,3638,1
1232,5236,5473,1
1233,2267,4123,1
1234,989,3573,1
1235,2046,4278,1
1236,3592,3808,1
1237,1823,5334,1
1238,3454,4983,1
1239,347,4080,1
1240,407,3924,1
1241,1521,4520,1
1242,4915,5883,1
1243,2778,4435,1
1244,4917,3603,1
1245,3514,4930,1
1246,4225,5509,1
1247,2376,3575,1
1248,396,5538,1
1249,544,4080,1
1250,914,5601,1
1251,1749,4374,1
1252,4601,4823,1
1253,483,4180,1
1254,4837,4463,1
1255,5475,3368,1
1256,1715,5756,1
1257,2159,5282,1
1258,1244,3055,1
1259,5456,3601,1
1260,3823,3101,1
1261,2774,4184,1
1262,1106,3140,1
1263,3502,4176,1
1264,1356,3748,1
1265,49,5491,1
1266,4259,5173,1
1267,4727,3391,1
1268,2876,4959,1
1269,401,3007,1
1270,4724,4382,1
1271,4177,4869,1
1272,4112,4773,1
1273,4917,5316,1
1274,1825,5785,1
1275,5157,5205,1
1276,4945,4298,1
1277,5492,4002,1
1278,1518,3637,1
1279,2552,4561,1
1280,4738,5154,1
1281,1709,4981,1
1282,194,5596,1
1283,3167,5612,1
1284,1406,4680,1
1285,4455,3522,1
1286,2157,4179,1
1287,4404,4145,1
1288,2778,5629,1
1289,2338,5780,1
1290,433,4431,1
1291,5464,3727,1
1292,193,3988,1
1293,492,4589,1
1294,4423,4167,1
1295,1448,3461,1
1296,2016,5840,1
1297,2328,3852,1
1298,624,4745,1
1299,82,3755,1
1300,4964,3569,1
1301,3337,4300,1
1302,1536,4669,1
1303,3728,5294,1
1304,2488,4080,1
1305,162,5534,1
1306,559,3603,1
1307,1941,4890,1
1308,616,5603,1
1309,5157,3514,1
1310,550,4742,1
1311,4931,5034,1
1312,2140,5481,1
1313,34,4059,1
1314,2073,3095,1
1315,1571,3571,1
1316,205,5624,1
1317,1734,3994,1
1318,4304,5851,1
1319,4133,4841,1
1320,4521,4942,1
1321,709,5457,1
1322,1049,5855,1
1323,3118,3350,1
1324,403,3924,1
1325,1494,3019,1
1326,5381,3796,1
1327,2302,4442,1
1328,82,3005,1
1329,82,3126,1
1330,587,4747,1
1331,912,4415,1
1332,4013,3292,1
1333,1095,5391,1
1334,2119,4837,1
1335,4013,3587,1
1336,925,3089,1
1337,876,4892,1
1338,5320,5845,1
1339,4905,5624,1
1340,1264,5258,1
1341,4686,5419,1
1342,2548,4435,1
1343,3729,5813,1
1344,2523,3736,1
1345,5528,5877,1
1346,1532,4479,1
1347,2473,4358,1
1348,162,3042,1
1349,2362,3282,1
1350,2617,5752,1
1351,4135,4444,1
1352,4485,5104,1
1353,4722,4325,1
1354,683,4488,1
1355,428,5625,1
1356,4403,5312,1
1357,3479,3677,1
1358,3639,5834,1
1359,5041,5889,1
1360,2252,4974,1
1361,3511,4106,1
1362,3327,5595,1
1363,4367,3981,1
1364,5275,3606,1
1365,3999,3591,1
1366,194,4547,1
1367,260,3693,1
1368,4074,3866,1
1369,1036,3538,1
1370,3594,4643,1
1371,2635,5586,1
1372,2806,4500,1
1373,4008,4840,1
1374,4258,5638,1
1375,3651,3462,1
1376,577,3041,1
1377,1548,3114,1
1378,3497,5859,1
1379,3240,3847,1
1380,1848,3578,1
1381,5114,5163,1
1382,1439,3341,1
