id,i_d,motor_speed,pm,stator_tooth
113,-0.5165785,-0.19000165,1.1620145,0.8600049
114,-0.11638111,-0.34906924,0.7007011,0.96041214
115,-0.22300492,1.0731143,-0.014434755,0.009397694
116,-0.46903875,0.6910725,-0.0342269,-0.29578716
117,-0.7744677,2.0241165,-0.5953003,-0.592074
118,-0.10346645,0.6713922,0.6590926,1.3030269
119,1.0291525,-1.2224307,-1.1835617,-1.5636574
120,1.029142,-1.2224295,0.05164133,-0.9119695
121,-0.45607424,0.9419408,0.9373915,1.3786796
122,-0.0043274085,0.01958411,0.60921717,0.3404396
123,1.0291426,-1.2224334,1.166664,0.90968764
124,1.0291376,-1.2224241,0.4775349,-0.51861143
125,-1.624325,1.6302023,1.8463293,1.6856602
126,-0.30295804,1.356818,0.20418431,0.3132382
127,-0.63654464,1.2962626,0.29727206,0.15590607
128,0.2677712,-0.36060137,0.4174889,0.09349843
129,-0.7711394,0.9419393,0.0048223916,-0.53007376
130,-0.5675647,0.58052653,-0.62007105,-0.110920146
131,-0.57415885,1.5371087,-2.4279442,-1.83182
132,0.47143662,-0.7588388,0.560392,0.6334349
133,1.0291414,-1.2224284,0.09765308,1.0516337
134,1.0291338,-1.2224293,-0.22274537,-0.97411346
135,0.9988231,-0.8072898,0.6226164,0.9950779
136,0.21123515,-0.1626461,-0.27179128,-0.5216129
137,-1.5822759,0.4950541,0.18624556,0.641418
138,-1.2875996,1.8888464,-0.032256264,-0.1308061
139,-0.871406,0.03071426,0.7557588,1.368852
140,-1.2425255,1.8919868,-1.0007843,-0.24959902
141,0.2539953,-0.54606557,0.87393755,-0.60363764
142,-0.8367916,1.4830327,-0.15542608,-0.11646538
143,-0.29146996,0.32040083,0.8487971,1.0579175
144,-0.06126489,0.93366,0.7494191,1.5785131
145,0.58509946,-0.64143157,-2.176879,-1.5753496
146,1.0291197,-1.2224315,-0.30007017,-0.18694097
147,-1.9118056,1.9429584,2.2703815,1.1836748
148,-1.2541041,1.0857806,-0.8972985,-0.38307688
149,-0.17799832,-0.95189106,0.47010973,0.30900016
150,0.25402734,-0.5460651,0.37073317,-0.7620542
151,-0.6149555,1.3457636,1.7519664,1.6123285
152,0.4159026,0.13030542,-1.6154649,-1.0831954
153,1.029163,-1.2224354,0.3786993,0.9233364
154,-0.78094286,1.575479,0.056805395,0.45070475
155,-1.297005,1.4698318,0.639355,0.46185845
156,-0.63352454,0.9512937,-0.8270056,-1.0724938
157,0.8501588,-0.30527928,-1.302168,-1.5321153
158,1.0291625,-0.95189184,-1.3853903,-1.9089239
159,-1.4884727,1.6182997,2.142553,1.9170914
160,-2.0809414,1.8164072,0.8360311,0.46185845
161,1.0074999,0.117021315,0.025234582,-0.8980421
162,0.33006057,0.71575326,-0.050649527,-0.35075328
163,-0.37508404,1.3272841,0.33490324,0.90554714
164,-1.9161844,1.066388,1.2642945,0.7697797
165,0.05738871,0.9646577,0.019553052,0.012851764
166,-1.9622252,1.0231053,0.0975666,0.07822296
167,-1.6293389,1.1071492,0.6082586,0.8319715
168,-1.1748127,-0.41078654,-0.53725713,0.9377582
169,-1.9986994,1.8888477,1.994077,1.0976458
170,0.85017926,-0.3052803,-0.6935127,-1.4522185
171,1.0291349,-1.2224331,-0.23793729,-0.76194954
172,0.71211064,-0.7195415,-0.11008339,-1.0679032
173,-1.2493322,-0.7111063,-0.04405391,0.80018306
174,-1.0934261,1.8454574,1.6312805,1.8825538
175,-0.78480196,1.8539258,-0.51917857,-0.5137589
176,-0.47958773,1.6182995,1.7982051,1.2246499
177,1.0291791,-1.2224315,1.4252118,2.2239444
178,-0.13078994,-0.8916634,0.353702,0.060308307
179,1.0291312,-1.2224231,-0.15815562,-1.067862
180,-1.2900027,1.1073165,1.0963138,1.1908373
181,1.0291303,-1.2224298,0.2456429,1.0048602
182,-0.09948264,1.1455333,1.8260416,1.9395303
183,-1.1748307,-0.41078725,-0.6249975,0.7094741
184,-1.512047,-1.1899704,-2.3931136,0.76496714
185,0.9849646,-0.52872473,0.118150316,-0.0010549029
186,-0.977047,0.29038948,0.75798005,1.8133974
187,1.029136,-1.22243,0.25032026,1.0082265
188,0.97934645,0.022310602,0.15191133,0.15590571
189,1.0291504,-1.1412861,-0.29210475,-0.004744759
190,1.0291872,-0.95153034,0.87614965,1.2923427
191,-1.0996766,2.007895,0.35394514,-0.18391845
192,1.0290209,-1.2196815,0.25068638,0.39086184
193,0.5112548,-0.004973876,0.14096004,0.66956925
194,0.5113351,-0.004974536,0.18710656,0.688048
195,0.82014436,-0.95189935,-0.13374642,-1.5313975
196,-1.0583082,1.483029,1.1308653,0.007293849
197,1.0055572,-0.49197674,0.3088979,0.77242225
198,-0.7140682,1.3477572,-1.4868113,-1.3365049
199,-1.8276068,0.077602826,0.13603188,-0.13196771
200,1.0291451,-1.2224284,-0.87254196,-1.6033627
201,1.0291462,-1.2224306,-0.47336504,-1.5075202
202,1.011326,-0.41981682,-0.5478279,0.5788217
203,1.0289153,-1.2132329,1.7843528,1.7795184
204,-0.51413083,1.0897943,0.2898296,0.39931864
205,-1.9286013,1.3477567,1.7113972,0.8837806
206,-0.3520379,0.049405776,0.011577527,-0.024454772
207,-0.1852523,0.07116606,-1.7227877,-0.7705987
208,0.9070679,0.40257806,1.0986187,1.1298879
209,0.37083238,0.4571239,-0.7516428,-1.2503852
210,1.0139459,-1.1899635,-2.2111583,-0.04623755
211,-1.3821341,0.57955635,1.7284931,2.2281575
212,-0.45714608,1.4329885,0.2362512,-0.004245502
213,0.16878767,0.9419406,1.2030699,1.4247613
214,-0.3613273,0.13029565,-0.5054562,-0.45198432
215,0.9865254,-0.64211017,0.40258336,0.6193853
216,-0.036744688,-0.42420378,1.2477362,1.9916204
217,1.0291336,-1.2224334,0.7332792,0.312737
218,0.8201452,-0.68133485,-0.035526566,0.923107
219,1.0209167,0.23314832,0.76482624,0.13352863
220,1.0291419,-1.222428,0.03943865,0.30941743
221,-0.713826,0.55531305,1.3279911,1.227859
222,-1.8982702,1.9429519,2.8039744,1.2790633
223,0.43572897,-0.24302559,1.682179,1.9404558
224,1.0291525,-1.2224289,0.87187105,0.34873563
225,0.82015574,-0.41079235,-0.28186452,-0.27982488
226,-0.07934401,0.7217593,0.15789028,0.3872579
227,0.96147496,-0.14024432,0.15380582,0.053360153
228,0.85010636,-0.30527487,-0.22641808,-1.5287974
229,-0.99584347,1.4830272,1.757021,1.4002569
230,0.9855733,0.18441175,-0.6276024,-1.3599204
231,0.9614288,-0.9518764,-1.415555,-0.33415848
232,0.43451878,-0.00497665,0.4356088,-0.63573617
233,-0.17806473,-0.95188606,-0.74835235,1.1471809
234,0.38617504,-0.14024413,-1.4956579,-1.1014322
235,1.0179528,0.017564373,-0.88681424,-1.067848
236,0.9981171,-1.1228286,0.2265448,0.9375428
237,0.99430275,-0.64616823,-1.952211,-1.8279421
238,-0.7160819,1.7871195,0.3347144,0.93608344
239,-1.9435459,0.8200078,0.9684451,1.3621179
240,-2.0827923,1.5014794,-0.72976565,-0.15821593
241,1.0291395,-1.1682941,0.0289731,-1.0535065
242,0.19188018,-0.7569345,-0.10437759,1.4582474
243,-2.555348,0.6713885,0.88253504,1.0070354
244,0.0381567,-0.43784577,-1.1699361,-0.6480188
245,-0.2994767,1.3522768,0.3457205,0.005568689
246,-0.063117236,1.1959342,1.7650716,1.6849968
247,0.43852043,-0.004971894,0.09881437,-0.7668849
248,0.253992,-0.54607004,0.082689874,-0.79561424
249,0.46505776,-0.65048075,0.8091167,0.155895
250,-0.9740927,1.7947512,0.9032139,1.2168168
251,-0.3411303,1.4830359,0.46620739,1.3776815
252,0.85012776,-0.30527487,-1.3968538,-1.5517029
253,1.0139765,-0.7354473,-1.3469661,-0.29721418
254,0.9003232,-0.55779606,0.45654374,1.3463703
255,0.38621825,-0.1402428,-1.0126951,-0.93819696
256,1.0291469,-1.2224329,-2.0223324,-1.4217176
257,1.0292226,0.26557323,-1.5306606,-1.5329549
258,-0.2629033,-0.11522027,0.06565441,-0.11660238
259,0.17142563,-0.29257914,0.30109802,1.457092
260,1.0291483,-1.2224315,-1.8799483,-1.6410748
261,-1.1389872,1.2650971,0.4387179,0.14675689
262,1.0291677,-1.222429,-0.9004744,-1.7157961
263,0.82204026,0.13030277,0.26064456,0.01772358
264,1.0291402,-1.2224332,-0.7680873,-0.13134395
265,0.051159985,-0.4548844,0.60620844,0.43736684
266,-1.4894989,1.6182945,1.6640543,1.688426
267,1.0079402,0.005950325,-0.10630667,0.22807197
268,0.82012236,-1.1953642,-1.7456872,-1.5004967
269,0.5358901,-0.7597057,0.41852048,0.96283215
270,-0.1465458,1.0913863,0.084326826,1.0786397
271,-0.46806136,1.6182971,1.9798912,1.4185652
272,-0.48289135,1.0504587,-0.1480115,-0.5296085
273,0.5348455,0.44291782,0.7265416,0.9509522
274,-1.4910848,1.6182963,2.1521046,1.9183074
275,1.0291272,-1.2224287,-0.4857097,-1.5086702
276,0.16808243,0.9419409,1.1709781,1.4161284
277,-0.10905799,-0.024969785,0.086540826,0.77017623
278,-0.76145345,-1.1414545,0.7305439,1.6824514
279,-0.9492083,0.8527173,0.98476416,1.7956246
280,0.5084313,-0.7757375,1.6377535,1.8527514
281,-1.0086583,-0.37807858,0.6388572,0.46185738
282,-0.99087435,1.4830272,1.8656552,1.4181757
283,0.8501223,-0.30527955,-1.1766235,-1.5231403
284,1.0291533,-1.2224318,-0.6925912,0.7702012
285,1.0291314,-1.2224281,-0.78825015,-0.76416165
286,-1.8938788,1.9429593,2.6551194,1.2438813
287,-0.006682457,0.8638911,1.4717677,1.2495438
288,0.38622254,-0.1402504,-1.2279238,-1.0659631
289,-0.107145146,0.94194233,0.16508289,-0.2951298
290,1.0291344,-0.95188546,-1.5248355,-1.9239178
291,-1.1145774,1.2987732,-1.487626,-0.56705093
292,1.0291617,-1.222432,-0.97090137,-1.6198351
293,0.9614474,-0.95188177,-1.9836711,-0.8031365
294,0.8154269,-1.0151318,-0.14340623,-0.45360819
295,1.029184,-0.9518941,-0.31067026,0.9984957
296,-1.8370464,1.9852341,-1.8348837,-1.1434711
297,0.577625,-0.6653347,-2.2510433,-1.5971047
298,0.5938305,0.122504815,0.69706637,1.0185263
299,-1.4435157,1.888854,0.6887682,0.29837447
300,1.0291345,-0.9518769,-1.9482155,-1.9857602
301,0.97185993,0.21437596,1.3021982,1.3059599
302,0.20114268,0.7785195,0.32209828,0.46185917
303,-0.35744855,0.1302963,-0.7163282,-0.59020305
304,1.0291498,-1.2224293,-0.5984875,-0.90063965
305,-0.33506453,-0.3830928,0.62473434,1.0393819
306,-0.34511057,1.0884806,1.0455284,1.9098263
307,0.3786699,-0.651096,0.70067084,1.2889278
308,0.43755898,-0.0049746684,0.6141804,-0.5425688
309,-0.4549801,0.08004516,0.15092638,0.35473707
310,0.96148556,-0.14024755,0.20710795,0.17990075
311,1.0291893,0.2655723,-0.80268145,-0.90702355
312,1.0291502,-1.2224329,-0.79022,-1.0679032
313,-0.05130004,-0.4780722,1.2959958,1.3315326
314,0.92999256,-1.222428,-0.78295684,-0.7619474
315,0.03813413,-0.4378438,-1.0954672,-0.61255866
316,-0.68587255,0.85138685,0.9466064,1.7700616
317,1.0291337,-1.2224305,0.26725098,-1.3907087
318,-0.84633964,1.3037231,0.19526346,0.86578417
319,1.0291417,-1.2224272,0.34940857,0.7702012
320,-1.905496,0.96246415,0.8824005,1.0463514
321,-1.0140637,0.46968776,-0.38537866,-0.38196728
322,-0.82620955,1.6693336,-0.8742087,-0.13098669
323,-0.8445454,-0.81661266,-2.1295042,-0.30180734
324,1.0139965,-0.410791,-1.7193528,-1.7404176
325,-0.7718579,0.28251675,1.7353057,1.1097233
326,0.5806928,-0.03835046,-0.113706596,-1.067943
327,1.0291692,-0.681341,1.6133015,1.8400308
328,1.0291597,-1.2224313,0.4556097,-0.4327682
329,-0.7934175,1.7925923,-2.233476,-1.6100199
330,1.0290407,-1.220455,1.3582726,1.3735734
331,-1.3010666,1.6234465,0.49962246,0.46138617
332,-0.757027,2.0241244,-0.23101111,-0.46732908
333,0.43780968,-0.0049712337,-0.3381739,-0.84498656
334,-1.0698234,0.35618606,1.0720272,1.0755817
335,0.13502808,0.7927927,-0.48284104,-0.5112683
336,-1.0206548,1.8898497,1.6103413,1.8621706
337,-0.37710088,0.44915208,0.33141455,0.46185774
338,-1.1748415,-0.41078883,-0.6925446,0.45216948
339,-0.117401406,0.9952868,-0.9408661,-0.7619508
340,-0.17814296,-0.95186853,0.53390193,0.46185845
341,-1.1332207,-0.0059842067,0.5249566,0.65387136
342,-0.26176012,0.69523144,-1.3075336,-1.0857091
343,1.029157,-1.2224314,-2.0047417,-1.1782194
344,1.0291431,-0.9501554,0.9985877,0.99864715
345,-1.0763173,1.4830279,0.3884312,-0.16894503
346,-1.0393646,1.4830288,0.5661303,0.46185845
347,-1.664507,1.5655205,0.1699923,-0.17958161
348,0.202911,0.8252156,0.7613414,0.5768815
349,1.0291395,-1.2224325,0.79723763,0.77020764
350,1.029139,-1.2224287,-0.3486714,-0.13128929
351,-1.3586096,0.9717434,-0.29541564,-0.4510458
352,1.0291481,-1.2224311,0.09700012,-1.4076833
353,0.8201249,-0.9518894,-0.83759755,-1.6948534
354,0.7036487,-0.6001751,-1.2933644,-1.5018183
355,-0.48969227,0.6567999,-0.18124834,0.39840373
356,-0.7428592,1.5008134,0.12676029,0.2522785
357,-1.957076,0.5537817,1.3877839,1.153364
358,-0.9900887,1.2694685,0.40266553,0.44110224
359,-0.032969803,-0.30013826,1.2671245,1.2275343
360,0.2902903,-0.2750573,0.09200086,0.7723383
361,-0.5999118,1.5019029,1.1835126,0.22636718
362,-0.33562586,0.40409592,0.1336896,-0.27618253
363,1.0139807,-0.4107924,-1.659677,-1.7301407
364,1.029133,-1.2224323,-0.86836666,-1.0679032
365,-0.31948793,0.77029324,0.33476245,0.691249
366,-1.3216132,0.8757292,0.9582414,1.2844242
367,1.0291297,-1.2224334,-1.6568488,-1.616584
368,0.37885076,-0.7420536,0.42044044,0.9581772
369,-1.4259279,0.014457553,0.48955473,1.6840712
370,0.820568,-0.16774228,0.8431396,1.1852816
371,0.57721037,-0.53789306,-1.3211825,-1.1403208
372,1.0291553,-1.22243,-0.8741085,-1.2331005
373,-0.34987584,-0.9152681,-1.2962239,-0.76194936
374,-0.35964322,1.2124823,-0.6693161,-0.95836395
375,-0.19848673,1.2401681,0.32600787,0.082298644
376,1.0291374,-1.2224299,0.3788252,0.46185845
377,0.4554149,-0.8571928,-1.7466321,-0.7619501
378,1.0292239,0.26557282,-1.1237446,-1.4003971
379,-1.0778656,1.4830264,0.75495553,-0.084225364
380,-0.82894343,1.5500315,0.46672964,0.6986376
381,-0.08081951,-0.45092207,0.23977351,0.83670115
382,-1.5532328,1.2556605,-0.1555611,0.09337625
383,0.8200947,-0.4107895,-0.5714266,-1.0679032
384,1.0139694,-0.4107891,-1.772925,-1.7529552
385,-0.9337765,-0.2868847,-0.769405,-0.42904672
386,-0.75373846,1.2426736,-0.3878562,-0.30210584
387,-0.56769377,0.67139417,-1.835736,-1.1825666
388,-0.4825911,0.753833,0.5160098,0.28983906
389,-2.2062542,0.5631728,1.3791556,1.0433184
390,0.9942877,-0.6461669,-1.9208283,-1.8205552
391,-0.83611745,1.3231553,1.3780165,1.688789
392,-0.12676665,1.1108387,0.9775798,0.43154436
393,0.70663774,0.020601045,1.0857782,1.1499068
394,-1.7915428,2.0241249,1.4496801,0.77412564
395,1.0291295,-1.2224292,1.2240741,0.38571993
396,-1.5699357,1.3285755,2.0263917,1.9916204
397,1.029145,-1.2224311,0.6853415,0.62692755
398,1.0203867,-0.45740846,-0.48540074,-0.3735206
399,-0.06864307,1.0563344,-0.056385353,0.097779
400,-0.8065763,1.0688592,-0.51731795,-0.30151442
401,-0.93484473,-0.14024927,-0.4712918,0.15305234
402,0.8806644,-0.88745606,-2.2032137,-1.6554079
403,1.0291322,-1.2224302,0.0029043644,1.0366789
404,0.6310667,-0.90669906,1.0216919,1.4971651
405,-0.42554808,1.5278865,1.029058,1.1132448
406,1.0292137,0.26557335,-0.88672173,-1.1070642
407,1.0291544,-1.222429,-0.9122298,-1.0679032
408,1.0139828,-1.0601082,-2.1118698,-1.9858023
409,0.9942908,-0.6461683,-1.7290246,-1.7993745
410,1.0182484,-0.7336348,0.064386934,-0.34397122
411,1.0291383,-1.2224307,-1.4048449,-1.9857603
412,-0.68204224,-0.7619414,0.4536518,1.5428084
413,-2.0732617,-0.004967799,-0.16385517,0.9956945
414,1.02916,-1.2224321,0.9536678,0.2604381
415,-1.4373531,1.8888509,0.97601676,0.3412416
416,-2.0301397,0.806662,-0.26373792,0.6167913
417,-1.5120574,-1.1899711,-2.4429264,0.45070368
418,1.011728,-0.18365994,0.058951166,1.3572857
419,-0.20525278,1.1891338,-0.38918877,-0.41374677
420,-0.36192054,0.13029855,-0.8978818,-0.83561337
421,-1.2616026,1.8888462,0.72078943,0.14162214
422,0.6092704,0.45641556,1.4598315,1.3657796
423,1.0291542,-1.2224307,-0.7497344,-1.0679032
424,1.0280845,-1.1939049,0.3357902,0.6937458
425,0.67313766,-0.20568351,1.7214322,1.9915751
426,0.8201192,-0.9518921,-0.19542359,-1.564823
427,0.9893632,-0.41710395,0.3755801,-0.14531706
428,-0.112718135,0.9419408,0.05446792,-0.30480826
429,-1.9044882,1.0105731,1.1887597,1.6856731
430,0.7439321,-0.4148225,-1.9157839,-1.0679032
431,-0.3205061,-1.0734065,-1.5782082,-0.3226445
432,0.9146639,0.41346514,1.1577542,1.1044357
433,-1.8860449,0.4082354,0.020105109,-0.11775559
434,0.99427843,-0.6461632,-1.6600903,-1.7962044
435,-0.4661874,1.2927529,0.5117519,1.0623102
436,1.029123,-0.14024511,-1.8533635,-1.7093287
437,-1.1010177,-0.8390729,-0.091521956,0.76296765
438,-0.7822765,1.8347433,0.16301303,-0.4389622
439,-1.931531,1.7535797,-0.1746616,0.06859043
440,0.0015646438,0.51655495,1.4389527,1.3589884
441,-1.030638,1.7774286,0.246194,-0.10989091
442,-1.1773002,-0.4411123,0.8882704,0.6739066
443,1.0291965,-0.9518868,0.21161954,0.1558689
444,0.903645,-0.7600152,-0.8655091,0.1415171
445,0.17841686,0.67139685,-1.2789047,-0.95808333
446,-0.02699243,-0.4526035,0.62303734,0.36566177
447,0.8201219,-0.8166104,-1.9862642,-1.4484762
448,0.5183788,-0.56329477,0.3947061,-0.10345809
449,1.0291467,-1.2224325,-0.5432462,-0.792459
450,-0.35694915,0.13029973,-0.32255438,-0.3955108
451,-0.6874009,1.5442924,-0.25937575,-0.22402172
452,-0.92790407,0.24888387,0.54573774,1.000378
453,1.0291523,-1.2224313,-0.5660093,-0.8276176
454,-0.11036816,0.008424103,1.4544626,1.3921947
455,-1.469715,0.5223526,-0.09583728,-0.12201651
456,0.9614733,-0.1402494,0.23711316,0.39699474
457,-0.43546942,0.6194457,-0.87606424,-0.9112669
458,1.0291442,-1.2224324,-1.3238062,-1.2536436
459,1.0291466,-1.2224299,-0.30837193,-0.1513444
460,0.36551133,0.51308125,0.7963026,0.47546968
461,0.4460282,-0.36606055,0.5967807,0.447208
462,0.93903345,-0.9383652,-1.1608118,-1.7288182
463,1.0291489,-1.2224282,0.36262286,-0.8359199
464,0.820134,-0.9518847,-0.49530655,-1.6786867
465,-1.2604592,1.888844,0.68969643,0.13541028
466,-0.9262846,-0.359325,-1.7987679,-0.8714636
467,1.0291495,-0.681339,-0.17308111,-0.7619508
468,-2.3760211,0.10865544,-1.1527036,-0.7622135
469,-0.7803465,1.6667044,-0.88636166,-0.14197928
470,0.93553144,-0.42070535,1.5460755,2.2211604
471,-0.10740276,0.13029815,-0.6976159,-0.7079698
472,-0.7732185,2.0241168,-0.5651245,-0.58588856
473,1.0291395,-1.2224342,0.26959902,0.8393584
474,-1.6543093,0.9539065,0.4751633,0.46185845
475,-0.7677519,1.1563257,2.0790203,1.9903883
476,-0.72269803,-0.19393174,0.73880076,0.9165851
477,0.2837246,0.6411847,0.13693516,0.31131762
478,-1.3201668,-0.11152651,-0.8418278,-0.14370443
479,1.0601177,-1.2224269,2.3911898,0.030305745
480,1.0291425,-1.2224313,-0.17581521,-0.6042071
481,-0.76720583,0.9419355,0.24596193,-0.45377752
482,-0.047907326,0.6485167,-0.23449449,-1.4461479
483,-0.08073537,-0.7545866,0.9073599,-0.16286017
484,1.0291444,-1.1413081,-0.20611063,0.007876524
485,0.23085725,-0.9968306,-0.17385226,-0.45405743
486,0.97669446,0.32579595,0.29529876,0.15593143
487,1.0291463,-1.2224288,-0.26110184,-0.13785893
488,-0.5295427,-0.14024451,-0.26468685,0.04045575
489,0.9943081,-0.646166,-1.621366,-1.7894871
490,-0.9978999,1.4830285,1.7844431,1.4078906
491,1.0291446,-1.2224293,-0.83856326,-1.0679032
492,1.0050586,0.21115896,1.2176243,1.200582
493,-0.5643624,0.42671767,0.89407444,1.0051498
494,0.4913281,-0.8216787,-0.6582863,0.4662162
495,0.17810671,0.6307708,1.4034976,1.3179393
496,-1.9771876,1.5290282,2.1995025,1.1065617
497,1.0291371,-1.2224225,-1.0589516,-0.84018546
498,-0.083882645,0.94194025,-0.08270297,0.6525106
499,0.7036568,-0.6001753,-1.4164516,-1.5202506
500,1.0291532,-0.95188886,-1.9754301,-1.9857602
501,-0.47785157,1.6182984,1.8231798,1.2413881
502,-1.5120535,-1.1412696,-2.4237275,-0.10397182
503,0.79391646,-0.56187713,0.67009914,1.6835524
504,-1.1066287,1.7235662,0.083284214,0.40848997
