"idx","ambient","coolant","u_d","u_q","torque","i_d","i_q"
45,-0.60518575,-1.0252415,-1.6173092,-0.7727913,0.6212402,-1.978276,0.49700877
46,-0.9928097,-1.0793234,-0.058040153,0.3589205,0.12967014,0.9390334,0.20422731
47,-2.8381686,-1.0492688,0.3024015,-1.1848804,-0.1191791,1.0139546,-0.09144408
48,-0.50356364,-0.6061955,0.34042472,-1.2512286,-0.25563973,1.0291367,-0.24572408
49,1.529596,1.2411538,-1.4420396,0.087878734,0.83455,-1.1312255,0.74996823
50,0.6987465,1.0108267,-1.1584697,0.7188359,0.3385152,-0.99007905,0.3117923
51,0.7233814,0.60518944,-0.82013595,1.0713716,0.22388597,-0.741025,0.19441546
52,0.36497942,0.13644043,0.30094802,-1.2979718,-0.25563973,1.029142,-0.24572122
53,2.0192747,1.7472879,-0.7147134,1.3084321,0.4409459,0.78441507,0.5558755
54,0.115881175,-0.41952017,0.35641202,-1.3021119,-0.25563973,1.0291444,-0.24571146
55,0.68860066,0.99999547,0.14323491,-0.60486656,0.18751158,0.9187934,0.2763677
56,0.3792888,0.14148682,0.3011016,-1.2986308,-0.25563973,1.0291528,-0.2457343
57,0.050300527,1.7473563,-0.9282513,1.039854,0.534444,-0.060528327,0.5541235
58,0.060517643,0.36003852,2.1565404,-0.32625368,-1.8468078,-1.4614905,-1.702489
59,-1.8353006,-1.0789872,-0.8427616,0.014944382,1.4905419,0.038164027,1.5612525
60,0.6629249,-0.038414903,0.3446156,-1.2548177,-0.2556439,1.0291317,-0.24573272
61,-0.14258201,-1.0688679,-0.5747357,-0.09445583,1.1846913,0.27438045,1.2848438
62,1.4450756,0.32578835,-1.6228749,-1.1476731,2.012197,-2.5863008,1.7150787
63,0.37886122,-0.6393762,-0.76215315,1.0389609,0.5834289,0.6870305,0.7140361
64,0.68629307,0.33810636,-0.37811103,-0.75015473,2.123275,-0.6981953,2.17332
65,0.551434,1.6916707,1.1263043,1.4771122,-0.7519692,0.1765322,-0.7624594
66,0.5866313,-0.20686874,2.1524966,-0.23871213,-1.6305219,-1.4144708,-1.4980947
67,-0.16553062,2.109356,-1.2383803,0.51772755,0.4853802,-1.1490004,0.41041294
68,0.052285936,-0.6426525,0.31688866,-1.3267099,-0.25563973,1.0291497,-0.24571867
69,-0.1790892,-1.0775476,-1.0812309,0.8685733,0.93750656,0.43635333,1.0678924
70,1.4727017,0.6095884,0.42474598,1.5593574,-0.33413094,1.0104958,-0.33802387
71,0.4844551,1.1806031,1.3738271,0.5089938,-1.271714,0.58168936,-1.3859488
72,-0.14749232,0.4193712,0.3098668,-0.81685305,-0.24824202,1.0144958,-0.23851421
73,1.0074441,0.99962133,0.1436008,-0.60369086,0.18864416,0.9188064,0.27635717
74,0.25018117,0.40712023,-1.150715,0.7230491,0.3453818,-1.0251863,0.30913815
75,0.6886087,-0.30078536,0.35009897,-1.2683046,-0.25563973,1.0291369,-0.24572311
76,-0.89636695,-0.36623517,-1.0335798,0.9084563,0.3712834,-0.82072836,0.32468247
77,0.6880135,-0.63795125,-0.8833153,1.1205726,0.30207738,-0.52677417,0.2830768
78,1.4504226,0.836534,-0.07941142,1.6983505,-0.08661171,0.42417517,-0.06349284
79,0.43588394,1.7472267,0.34182847,-1.319222,-0.25563973,1.0291419,-0.24571815
80,0.68871206,-0.7330602,1.9921141,0.30666912,-1.2945509,-1.1432993,-1.201324
81,1.2851852,0.31716046,1.7223474,0.8426685,-1.3020847,0.11719913,-1.347903
82,-0.9956122,-1.060725,-1.042353,-0.43659586,2.2696187,-0.86817026,2.3009093
83,0.4953056,-0.57786965,-0.5964441,1.3892778,0.3712834,0.8217243,0.48474285
84,0.6989242,0.99294806,0.33010703,-1.1278898,-0.2504036,1.0291495,-0.24571478
85,0.55289143,0.32420376,-1.2566699,-0.29147136,2.265146,-0.85256153,2.3050072
86,0.07445262,-0.6852322,-0.25406322,0.31192955,0.3712834,0.820073,0.48691666
87,0.6886087,-0.73903954,0.9756793,1.5686939,-0.58248776,-0.69799167,-0.5538127
88,-0.65839624,1.4636369,-0.53918475,1.4354196,0.16601223,-0.058422383,0.17973705
89,-0.3504625,-1.0718697,-0.34906176,1.5821197,-0.004605813,-0.2956348,0.0022342547
90,0.59694177,1.1693677,2.0583255,0.024262594,-1.3123896,-1.3543097,-1.2021698
91,0.6473498,1.0095311,-1.1611544,0.714808,0.33973426,-0.99181426,0.31181088
92,-2.8521159,-1.0451273,0.3021019,-1.1849519,-0.11915772,1.0139445,-0.09144232
93,-0.5513419,-1.0388001,0.29694456,0.9530624,-0.25912338,1.0291334,-0.24571213
94,1.5613424,-0.050742142,0.60774744,1.7250363,-0.438607,0.14943714,-0.433773
95,-0.14478122,2.1048899,1.2430971,1.3240167,-0.75181466,-0.42282313,-0.7253089
96,-0.7027547,-1.0744612,0.29578573,0.94471383,-0.25940508,1.0291735,-0.24572358
97,0.5390568,-0.6706398,-0.041017096,-0.43933034,0.51168865,0.7324105,0.6372071
98,0.6886087,-0.30078536,-1.2685028,-0.3541862,2.3734355,-0.97554743,2.4053268
99,0.63188106,0.17041029,0.31404057,-1.3264283,-0.25563973,1.0291345,-0.24572079
100,-1.2346599,-1.0929633,-0.70731956,1.1778775,0.533996,0.7264665,0.6493119
101,-0.9858568,-1.080309,-0.0564277,0.35942596,0.12984075,0.9390416,0.20422499
102,-1.9101418,-1.0719665,-0.09472277,-0.56382364,0.9129598,0.45543253,1.0073398
103,-1.620165,-1.0529926,-1.4276519,0.13474226,1.7699044,-0.5259395,1.7746061
104,-0.78280836,0.35198572,0.30069736,-1.2649152,-0.25563973,1.0291519,-0.24573791
105,0.5879211,-1.0468615,2.2734015,-1.1905142,-1.7040203,-2.2969148,-1.5143793
106,0.3387847,-0.6726383,-1.108317,-0.1966675,2.0062912,-0.55834794,2.0719287
107,0.6884722,-0.47397438,0.32832468,-1.3281381,-0.25563973,1.0291436,-0.24571349
108,-0.7656031,0.3308245,1.581076,1.0221083,-0.9126378,-0.76026064,-0.8611647
109,0.6593817,2.0008917,1.7722249,0.67582446,-1.132577,-0.73961043,-1.0743617
110,0.46381012,0.5023227,0.30094874,-1.2993047,-0.25563973,1.0291296,-0.24570663
111,0.10616292,-1.0502254,0.31132266,-0.7070384,-0.25500715,1.0291177,-0.24571982
112,1.5148219,1.0115976,-0.28480798,1.6114322,-0.06837204,-0.49652013,-0.0647049
113,-1.030674,-1.0785424,0.5164243,-0.15767507,-0.573662,0.9943031,-0.61742425
114,0.54394805,0.13399307,0.5898233,1.7130543,-0.42948574,-0.095546566,-0.41900706
115,1.4605473,1.0077871,0.14292967,-0.60598266,0.18744548,0.918752,0.27637443
116,-2.7498572,-1.0350256,-1.5993304,-0.6093971,0.8635273,-1.9559926,0.7159716
117,1.5435771,0.6095884,1.1294858,1.2572268,-0.8190776,0.87307763,-0.90304
118,0.43225136,0.5026054,0.30188733,-1.2980576,-0.25563973,1.0291361,-0.24574244
119,-0.58364636,0.19921951,-0.19916104,-0.6253862,1.2591306,0.15510508,1.3817126
120,0.82206255,-1.0809299,-1.1571571,0.7064228,0.35497713,-1.0660789,0.3072238
121,-1.5242593,-1.0379834,-1.6469264,-1.2140765,1.678086,-2.6113193,1.3990076
122,0.40899864,-1.0754331,-1.0275412,0.93103224,0.35754398,-0.83750206,0.32265475
123,1.5231811,0.10971551,2.0188797,-0.6379963,-3.0656857,-1.0101224,-3.07678
124,0.3341424,-0.43252888,-0.518297,1.3299791,0.110079266,-0.55612886,0.093648784
125,0.6690728,0.50924647,1.8696735,0.50942266,-1.7186476,0.22465558,-1.8244629
126,0.38222778,-0.8009657,0.9326201,0.43848905,-0.8914355,0.84392387,-0.983663
127,0.68841094,1.7475554,1.9130032,0.4615761,-1.6151309,-0.14211896,-1.6420046
128,-0.0019654466,-0.641128,0.31726938,-1.325817,-0.25563973,1.0291573,-0.24573034
129,0.68910354,-0.17314377,1.2584134,-0.8286517,-2.7419007,-0.65245616,-2.7794218
130,-0.9286002,-1.041799,-1.5251797,-0.24347511,0.55799806,-1.6991987,0.45607644
131,0.540986,0.56064963,0.51032686,-1.0160308,-1.3723068,0.53632605,-1.4930295
132,1.9512028,1.0110377,-0.29435644,1.6080933,-0.068629585,-0.45540303,-0.063705266
133,-0.81216484,0.3837194,0.30427238,-0.72450775,-0.25563973,1.0291667,-0.24573411
134,0.1293695,-1.0632538,0.051112738,1.7014302,-0.19512437,-0.5742488,-0.19043624
135,0.4165528,-1.0713096,0.11322717,-0.710548,0.38069338,0.82009506,0.48691636
136,-0.8124409,-1.077998,-0.6483117,1.3345083,0.42935774,0.7837495,0.5395237
137,-0.80711,-1.0633147,-1.100917,0.8380564,0.92252547,0.44411024,1.0685606
138,-0.852947,-1.0773971,0.29813656,1.7514558,-0.2652147,1.0292608,-0.24600996
139,-0.9455665,-1.0843699,-0.61098367,-0.1290141,1.2012625,0.25404707,1.3230724
140,0.6882724,0.60787827,-0.3443452,1.0059973,0.24405314,0.8791215,0.34348515
141,-2.7498572,-1.0276154,-1.5992211,-0.60737216,0.8644182,-1.9590605,0.7168632
142,0.7387929,-0.661688,1.0264485,-0.78887045,-2.2583907,-0.15428227,-2.346717
143,0.6886087,1.747512,0.9471091,0.6583004,-0.8230261,0.87383556,-0.9077546
144,0.68850434,0.17820263,0.35067406,-1.2635995,-0.25563973,1.0291396,-0.24573405
145,-0.41012004,0.97707236,0.52614635,-0.28693718,-0.60911095,0.95999086,-0.6616845
146,-0.14472198,1.2236322,0.30188355,-1.2952299,-0.25563973,1.0291432,-0.24571566
147,0.27359754,-0.0018601941,0.33790556,-1.249062,-0.25563973,1.0291432,-0.2457388
148,2.1420498,-0.68908125,-1.5715991,-0.4432543,0.6095712,-1.8341974,0.4454997
149,0.43648416,-0.54503345,0.33768687,-1.2526745,-0.25563973,1.0291553,-0.2457028
150,-1.5471878,-1.0504705,-1.2991356,0.35775018,0.3560258,-1.460582,0.28739578
151,-0.97777367,-1.0789205,-1.5863792,-0.54454017,0.6778936,-2.0280387,0.5555852
152,0.08176892,-1.0455182,2.0031106,0.29050264,-1.8561828,-0.35397416,-1.8286092
153,0.87146884,-0.12939218,-0.31117156,1.2820141,-0.048761584,-0.8738892,-0.0740899
154,0.12554522,-1.0912136,1.9985414,0.30322522,-1.8660474,-0.37168095,-1.8255483
155,-0.0748664,-1.0524379,-1.6383858,-0.9653936,1.2366462,-2.2280593,1.0318187
156,-0.82459825,0.93599075,0.3414877,-1.3193347,-0.25563973,1.0291421,-0.2457186
157,-1.5210704,-1.059206,-1.3065208,0.45169225,1.1324762,-0.48910874,1.1110041
158,1.0735126,-0.39456058,-0.5795019,-0.6547939,2.195655,-0.7869527,2.2377076
159,-2.3372622,-1.0348734,-1.6348964,-1.6028473,1.5868162,-2.992469,1.2909216
160,0.4249652,1.7027919,0.30180433,-1.2983538,-0.25563973,1.029145,-0.24572021
161,1.838155,2.175129,-0.51966566,0.5047926,0.554846,0.7087182,0.6845282
162,0.1753982,0.32041276,-1.132368,0.7437469,0.3409101,-1.026501,0.3074371
163,-0.45615378,-0.6999584,-1.6001867,-0.7181283,1.0619135,-2.1090004,0.8454737
164,-0.42199233,-0.119145304,0.3154204,-1.3306761,-0.25563973,1.029154,-0.24571407
165,0.21722524,-1.086384,0.31469887,-0.70996237,-0.25614622,1.0291445,-0.2457127
166,0.44264415,-0.8001458,-1.5905895,-0.57652915,0.943067,-1.9342264,0.70999247
167,-0.86473995,0.8389598,0.30259055,-1.263607,-0.25563973,1.0291518,-0.24569651
168,0.66304034,-0.36776844,1.4495397,1.18726,-0.8934379,-0.46538654,-0.8614893
169,-1.3656476,-1.0402896,-1.6472377,-1.0099661,1.8974271,-2.4548118,1.6062505
170,0.68770635,0.18187392,0.3498489,-1.2629147,-0.25563973,1.0291383,-0.24571891
171,0.6787128,-0.5808475,-0.32139164,1.59506,0.057821833,0.17861392,0.082162656
172,-0.5914535,-0.64486134,0.31461972,-1.2494191,-0.25563973,1.0291355,-0.24572217
173,0.007945525,1.6937139,0.29905024,-1.284411,-0.25563973,1.0291336,-0.24570262
174,-1.8891033,-1.0580257,-0.13161032,1.5412184,-0.007120809,0.985533,0.05757942
175,-0.12773262,-0.34465873,-1.5028995,-0.120182954,2.0139785,-0.9121787,1.9823174
176,0.28524396,-0.58538145,0.30067933,-1.2787834,-0.25563973,1.0291522,-0.24571182
177,0.6886328,-0.7164663,2.2113924,-0.5515014,-1.4564584,-1.8412155,-1.3051219
178,0.40150568,1.9401839,0.29593086,-0.18660781,-0.25563973,1.0291606,-0.2457084
179,0.66776496,-0.2210872,1.6081213,1.0049207,-0.9877228,-0.59516335,-0.94493866
180,0.05099512,0.051237036,-1.4621092,-0.13264857,0.5928941,-1.6610581,0.482733
181,1.4379511,0.32617125,-1.6045281,-0.7194661,1.5179297,-1.9615008,1.315205
182,0.6886489,0.33177534,0.37363923,1.7599195,-0.31926626,0.17808822,-0.31167814
183,0.4510776,1.739208,0.3382317,-1.2521331,-0.25563973,1.0291585,-0.24570501
184,-0.8293289,-1.0605208,-1.6071068,-0.6499896,0.82518595,-1.927708,0.67890775
185,0.6534535,1.9977428,1.7172058,0.7176015,-1.115396,-0.6545074,-1.0629363
186,-0.7992286,-1.0558047,-0.78908336,1.2392867,0.30988932,-0.29776284,0.3093685
187,1.5648926,0.6095884,1.9008468,0.5062949,-1.2630615,-0.78598124,-1.1994619
188,-0.5815385,1.0470074,-0.42647603,0.7868364,0.3712834,0.8201244,0.48692653
189,0.29700285,0.6095884,1.8312237,0.614936,-1.049137,-1.1887105,-0.96512073
190,0.16573314,1.1046847,0.2977024,-0.1708465,-0.25563973,1.0290961,-0.2457106
191,-0.5780495,0.32646438,1.5590343,0.61911595,-1.3862154,0.5243836,-1.5063775
192,0.68864787,2.1950936,-1.4399974,-0.03402161,0.58459294,-1.5087557,0.47756895
193,0.6391713,0.15272832,0.46999475,-0.23066157,-0.4680823,1.0056181,-0.49764234
194,-0.050653074,-0.18494053,0.3080939,-0.8156313,-0.23016596,1.0250517,-0.21448836
195,0.66486514,-0.7892944,0.35301474,-1.2989906,-0.25563973,1.0291364,-0.24570844
196,-0.8251342,-0.31411356,1.2971764,1.1254159,-0.76959896,-0.8968346,-0.7156001
197,0.32143396,-0.3579279,1.9174603,0.46784994,-1.761054,0.13557723,-1.8532357
198,0.5285456,0.9844895,-0.27331105,-0.6983356,1.6973351,-0.25383693,1.787676
199,-0.53519064,0.8389598,0.33670786,-1.3212535,-0.25563973,1.0291554,-0.24571493
200,-1.2720122,-1.0694582,0.9076429,-0.6611151,-1.8652284,0.20616935,-1.937245
201,0.9569949,1.0074345,-1.1639873,0.711186,0.3417516,-0.9925592,0.31247255
202,0.4344606,0.35371226,1.9820759,0.3241377,-1.8172979,-0.29006526,-1.8341415
203,0.6618378,0.80631804,1.784236,0.72332543,-1.0688059,-0.8426533,-1.0061579
204,-3.3081732,-1.0152906,-0.87203926,0.99357873,0.769181,0.5484312,0.88048863
205,-1.0007634,-1.070137,0.2874545,-1.1683862,0.18576989,0.92424506,0.26216605
206,0.69085205,-0.63706535,-1.6227989,-0.83980334,0.9568866,-2.0422306,0.72761583
207,0.8483155,1.2483267,0.32098863,-1.3268538,-0.25563973,1.0291313,-0.2457384
208,0.58673465,-0.21350777,-0.17948209,1.6616925,-0.017876344,0.42146865,0.009887736
209,0.6886087,-0.7416372,-1.5930506,-0.5602931,1.0533886,-1.936094,0.8057722
210,-0.70440185,0.33098885,0.316276,-1.3298403,-0.25563973,1.0291326,-0.24572608
211,-1.0146843,-1.0604825,-1.1585675,0.73135275,0.48803195,-0.7325795,0.45185125
212,0.68921596,-0.13106194,-0.5092726,0.54071826,0.5712698,0.69589746,0.70168483
213,-0.010909813,1.4840684,0.3314496,-1.2470882,-0.25563973,1.0291466,-0.24570763
214,-0.11372636,0.32831472,-1.2771986,0.4813723,0.5249971,-1.113681,0.45109972
215,0.4288597,1.747555,0.34175107,-1.3197415,-0.25563973,1.0291715,-0.24571481
216,0.6885625,0.6095884,0.34897977,-1.2632111,-0.25563973,1.0291387,-0.24572909
217,-1.002531,-1.0744078,-0.701557,1.3226339,0.18642755,-0.4291295,0.17915642
218,1.5328481,0.10782445,0.31752524,-1.3285902,-0.25563973,1.0291452,-0.24571276
219,-0.8110437,0.54450953,0.35014036,-1.3001769,-0.2556103,1.0291194,-0.24569891
220,-1.0170562,-1.0666554,0.5143024,-0.14728816,-0.5742705,0.9942929,-0.61741453
221,1.2024957,-0.37657627,-1.4488338,-0.004117644,1.6488317,-0.83398014,1.5966917
222,-2.669333,-1.086347,0.1690411,0.39406562,-0.12215932,1.0139797,-0.09144043
223,-1.0402356,-1.0590712,0.031043597,-0.43352535,0.39660767,0.8201073,0.48692134
224,0.12651183,0.5853941,0.75760835,-0.6391461,-1.4312456,0.50689423,-1.5553025
225,-0.9589715,-1.0633459,-1.1734748,0.71203774,0.48543376,-0.7156082,0.4535782
226,0.021111641,-0.30914462,0.3164538,-1.3280903,-0.25563973,1.0291476,-0.24571368
227,0.66358936,-1.216974,0.35276055,-1.2994161,-0.25563973,1.0291421,-0.24570659
228,0.30002913,0.33511913,-0.6032645,1.3803968,0.1261705,-0.43352184,0.12209073
229,-1.0053695,-0.11107096,-1.0504248,0.9120024,0.68474495,-0.22327672,0.6958268
230,0.65664047,-1.211159,0.3506161,-1.2981158,-0.25563973,1.029162,-0.24574828
231,-1.9826081,-1.0807331,0.26726422,-0.7842319,-0.12103134,1.0139748,-0.09143382
232,-0.5003135,2.1758025,1.9009233,0.505905,-1.6648169,0.18676518,-1.7562298
233,0.471021,-1.060307,-1.0276092,0.93029535,0.35797524,-0.8382229,0.32277986
234,-2.8571355,-1.0884324,0.07914598,-1.0414283,3.0032113,-1.5120447,2.9141493
235,-0.7722279,-0.36030412,0.30698285,-0.7180779,-0.25563973,1.0291097,-0.24572699
236,0.6599458,0.5994713,1.1491319,1.0778921,-0.88817483,0.8554991,-0.9819925
237,-1.1809235,-1.019493,-1.619971,-0.79383343,0.6220077,-1.9847733,0.4990765
238,-0.08801043,-0.16978423,0.7784835,-0.7509915,-1.6905423,0.30307424,-1.8081425
239,0.28121594,-1.0583372,0.31513193,-0.7102494,-0.25612682,1.0291439,-0.24572128
240,0.6883427,-1.047349,-1.15859,0.70573306,0.35258964,-1.0639251,0.30716842
241,-0.1493884,-0.60727775,0.20451781,-0.700646,0.057821833,0.96142596,0.1310249
242,-0.3385591,0.77701086,1.3543092,-0.04545488,-1.662431,0.3299297,-1.7818722
243,-0.46253157,-0.64433736,0.3158712,-1.251586,-0.25563973,1.0291398,-0.24571088
244,0.29367343,-0.6562035,1.0164571,1.5497047,-0.6867435,0.22941077,-0.69632304
245,0.8997092,-0.14724363,-1.4692833,-0.014195474,1.1838286,-1.1987009,1.079529
246,-0.41220984,-0.12839365,-0.14169139,-0.79939324,1.6251297,-0.17800872,1.7232695
247,0.62986356,2.1811712,0.14679861,-0.20860043,-0.0076064076,0.98622304,0.054711867
248,-0.46103498,-0.35157445,0.63191146,1.5692235,-0.45676407,-0.50587,-0.43569863
249,-0.26710254,0.75811076,-0.114559084,1.6800059,-0.06805349,0.30624378,-0.04724316
250,-0.6697887,-1.0889362,-0.5904823,-0.11807248,1.168057,0.27435085,1.2848347
251,-1.4807961,-1.0439078,-0.9087419,1.0179435,0.15499239,-1.0882374,0.11749443
252,0.82977635,0.98735464,0.33039382,-1.1284033,-0.2503116,1.0291516,-0.24572936
253,0.101616964,-1.0940626,0.31042036,-0.70707875,-0.25530806,1.0291327,-0.24572054
254,-0.2145826,-1.0389042,-1.5981119,-0.5971556,0.6864677,-1.9090679,0.5607574
255,0.7053863,-0.051817812,-1.6203895,-0.7790981,1.4004085,-2.0815587,1.1627207
256,0.6822891,-0.5285158,1.9876825,0.26985702,-1.7587186,-0.48527205,-1.7380321
257,0.19791119,-1.042899,-1.6040981,-0.7180296,0.46967745,-1.8982792,0.36902276
258,0.6875869,1.7059803,-1.433713,0.11248837,1.2012055,-0.87201655,1.1345946
259,0.31064373,-1.0708007,0.33185825,-1.3030202,-0.18635128,1.0291436,-0.245736
260,-2.0360012,-1.0522242,-0.2677098,0.54576945,0.3266145,0.8501506,0.41709954
261,-0.7146651,1.9265976,0.24070844,1.7585849,-0.25563973,0.17434223,-0.24551159
262,0.6054234,-0.20577683,1.1966195,1.424996,-0.7459094,-0.21855539,-0.7306015
263,0.49376586,1.6182969,0.33885366,-1.2531548,-0.25563973,1.0291548,-0.24570031
264,0.68157446,1.5778087,1.9334213,0.32419878,-1.3257976,-0.926672,-1.2470015
265,-0.103338614,-0.63098997,-0.88590014,1.0719454,0.6923254,0.5966497,0.8194167
266,-0.15712425,0.32749388,1.8205897,0.6566575,-1.2668192,-0.57964957,-1.224472
267,-0.41708302,-0.8049558,-1.5519854,-0.33418298,0.99820656,-1.6116111,0.86919725
268,2.1943097,-0.04655132,-0.46698135,1.4937043,0.01344793,-0.6161128,0.0074837846
269,0.67430335,-1.211159,2.1782584,-0.38145977,-1.6170552,-1.5981342,-1.4679673
270,0.6886087,1.2255278,-1.4701095,-0.08234061,0.5476159,-1.5180159,0.45348543
271,-1.0466938,-1.0691907,-1.0795782,0.86458415,0.58289003,-0.5591624,0.5547652
272,0.7271505,0.32915577,0.3173158,1.7622873,-0.28967103,0.1854745,-0.28100076
273,-1.6355424,-1.0590839,0.030894531,-0.4335344,0.39651594,0.8201212,0.48691034
274,-0.91408205,-1.0976021,0.30481783,-1.3129966,-0.48824507,1.0041955,-0.46627554
275,0.3743554,-1.0769101,0.31470394,-0.7091438,-0.25607365,1.0291551,-0.24571039
276,2.0827143,0.6095884,1.1644217,1.4561921,-0.7761349,0.30243468,-0.79852414
277,0.6713704,-0.68796164,-0.61666936,1.3664812,0.082182996,-0.6678336,0.06643532
278,-0.14782557,-0.62185204,0.33866927,-1.317178,-0.25563976,1.0291278,-0.24573307
279,-2.7498572,-1.0781173,0.2515757,-0.5831459,-0.11936171,1.0139748,-0.09144058
280,0.68861073,1.2264559,0.7928951,1.6567843,-0.5008661,-0.4799152,-0.48297274
281,0.6886087,1.0388389,-1.2836851,0.45959684,1.1195129,-0.33338058,1.1272001
282,-0.94369954,-1.0365738,-1.6314951,-0.8850007,0.92008555,-2.0910356,0.7570291
283,-2.764553,-1.0326421,-1.6062685,-0.6426859,0.9810243,-1.9440539,0.8228067
284,0.20114826,0.33875364,1.4838529,1.1482753,-0.9211179,-0.4302486,-0.8915021
285,-0.9370066,-1.0459871,-1.602867,-0.6252748,0.82282954,-1.9141876,0.67949617
286,0.67052025,-1.211159,0.35255808,-1.2998295,-0.25563973,1.0291494,-0.24571109
287,-0.7177115,-0.4104288,0.29900506,-1.2790139,-0.25563973,1.0291536,-0.24570715
288,0.68012404,1.1212599,-0.651092,-0.47105095,1.8428563,-0.38548282,1.9256746
289,0.68586344,-0.11526914,1.4598604,-0.7891767,-2.8594677,-0.78734845,-2.8840506
290,-1.0568838,-1.0729797,-0.24728689,1.5526849,0.114322424,0.86602694,0.1597139
291,-0.020767586,-0.3416118,1.6780599,0.85572535,-1.3478471,0.47645402,-1.4543262
292,1.1272812,-0.13236763,1.9298757,0.30426118,-1.3933741,-0.84970057,-1.321886
293,0.31219953,-0.81021315,2.1016893,-0.046775624,-1.800614,-1.0085824,-1.7092054
294,0.6886047,-0.30078536,0.35150668,-1.2660246,-0.25563973,1.0291424,-0.2457147
295,-0.50699645,-0.6408417,0.3157516,-1.2506429,-0.25563973,1.0291449,-0.24571642
