id,genre_0,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,genre_9
352,11,20,19,9,8,0,0,0,0,0
353,2,15,0,0,0,0,0,0,0,0
354,18,9,0,0,0,0,0,0,0,0
355,2,18,7,9,0,0,0,0,0,0
356,20,1,4,7,0,0,0,0,0,0
357,18,9,12,0,0,0,0,0,0,0
358,3,9,8,0,0,0,0,0,0,0
359,2,9,0,0,0,0,0,0,0,0
360,6,1,4,7,0,0,0,0,0,0
361,18,9,0,0,0,0,0,0,0,0
362,2,7,9,0,0,0,0,0,0,0
363,2,18,0,0,0,0,0,0,0,0
364,1,2,4,7,0,0,0,0,0,0
365,2,5,0,0,0,0,0,0,0,0
366,2,15,0,0,0,0,0,0,0,0
367,2,0,0,0,0,0,0,0,0,0
368,15,18,0,0,0,0,0,0,0,0
369,15,19,8,0,0,0,0,0,0,0
370,18,9,8,0,0,0,0,0,0,0
371,18,0,0,0,0,0,0,0,0,0
372,20,2,4,0,0,0,0,0,0,0
373,15,18,3,0,0,0,0,0,0,0
374,18,9,12,0,0,0,0,0,0,0
375,2,9,0,0,0,0,0,0,0,0
376,11,20,5,0,0,0,0,0,0,0
377,11,20,2,4,9,0,0,0,0,0
378,11,20,0,0,0,0,0,0,0,0
379,4,5,0,0,0,0,0,0,0,0
380,18,0,0,0,0,0,0,0,0,0
381,18,4,9,0,0,0,0,0,0,0
382,15,18,0,0,0,0,0,0,0,0
383,15,10,0,0,0,0,0,0,0,0
384,18,0,0,0,0,0,0,0,0,0
385,20,18,12,0,0,0,0,0,0,0
386,20,18,0,0,0,0,0,0,0,0
387,2,4,9,0,0,0,0,0,0,0
388,18,16,0,0,0,0,0,0,0,0
389,2,18,0,0,0,0,0,0,0,0
390,6,1,4,7,0,0,0,0,0,0
391,18,16,0,0,0,0,0,0,0,0
392,2,0,0,0,0,0,0,0,0,0
393,11,20,0,0,0,0,0,0,0,0
394,11,16,0,0,0,0,0,0,0,0
395,11,2,5,0,0,0,0,0,0,0
396,2,0,0,0,0,0,0,0,0,0
397,15,18,0,0,0,0,0,0,0,0
398,2,15,9,0,0,0,0,0,0,0
399,11,20,2,0,0,0,0,0,0,0
400,11,2,5,0,0,0,0,0,0,0
401,18,19,9,8,0,0,0,0,0,0
402,15,3,19,8,0,0,0,0,0,0
403,2,18,0,0,0,0,0,0,0,0
404,18,9,0,0,0,0,0,0,0,0
405,18,0,0,0,0,0,0,0,0,0
406,2,15,0,0,0,0,0,0,0,0
407,18,9,0,0,0,0,0,0,0,0
408,2,18,0,0,0,0,0,0,0,0
409,15,18,19,8,0,0,0,0,0,0
410,18,0,0,0,0,0,0,0,0,0
411,2,18,9,0,0,0,0,0,0,0
412,2,18,9,0,0,0,0,0,0,0
413,8,0,0,0,0,0,0,0,0,0
414,2,18,9,0,0,0,0,0,0,0
415,20,6,1,2,18,7,9,0,0,0
416,2,18,0,0,0,0,0,0,0,0
417,18,9,0,0,0,0,0,0,0,0
418,2,9,0,0,0,0,0,0,0,0
419,18,7,9,0,0,0,0,0,0,0
420,2,0,0,0,0,0,0,0,0,0
421,20,4,7,0,0,0,0,0,0,0
422,2,18,0,0,0,0,0,0,0,0
423,11,20,18,0,0,0,0,0,0,0
424,18,19,8,0,0,0,0,0,0,0
425,6,1,2,7,0,0,0,0,0,0
426,2,0,0,0,0,0,0,0,0,0
427,2,18,9,0,0,0,0,0,0,0
428,20,2,0,0,0,0,0,0,0,0
429,2,4,0,0,0,0,0,0,0,0
430,15,18,3,8,0,0,0,0,0,0
431,15,18,8,0,0,0,0,0,0,0
432,19,8,0,0,0,0,0,0,0,0
433,2,18,0,0,0,0,0,0,0,0
434,2,18,9,12,0,0,0,0,0,0
435,18,0,0,0,0,0,0,0,0,0
436,18,0,0,0,0,0,0,0,0,0
437,2,0,0,0,0,0,0,0,0,0
438,2,0,0,0,0,0,0,0,0,0
439,2,18,0,0,0,0,0,0,0,0
440,11,20,2,9,0,0,0,0,0,0
441,15,18,19,8,0,0,0,0,0,0
442,11,5,8,0,0,0,0,0,0,0
443,2,18,0,0,0,0,0,0,0,0
444,2,0,0,0,0,0,0,0,0,0
445,11,20,5,0,0,0,0,0,0,0
446,11,20,2,0,0,0,0,0,0,0
447,11,15,0,0,0,0,0,0,0,0
448,18,19,8,0,0,0,0,0,0,0
449,18,10,19,0,0,0,0,0,0,0
450,11,19,0,0,0,0,0,0,0,0
451,2,0,0,0,0,0,0,0,0,0
452,2,0,0,0,0,0,0,0,0,0
453,2,9,0,0,0,0,0,0,0,0
454,18,9,0,0,0,0,0,0,0,0
455,2,7,9,0,0,0,0,0,0,0
456,16,0,0,0,0,0,0,0,0,0
457,2,18,0,0,0,0,0,0,0,0
458,11,15,18,8,0,0,0,0,0,0
459,2,15,18,0,0,0,0,0,0,0
460,2,18,4,0,0,0,0,0,0,0
461,2,5,0,0,0,0,0,0,0,0
462,19,9,8,0,0,0,0,0,0,0
463,2,18,7,0,0,0,0,0,0,0
464,2,18,9,0,0,0,0,0,0,0
465,18,0,0,0,0,0,0,0,0,0
466,18,0,0,0,0,0,0,0,0,0
467,20,2,5,0,0,0,0,0,0,0
468,18,19,8,0,0,0,0,0,0,0
469,11,19,8,0,0,0,0,0,0,0
470,2,18,0,0,0,0,0,0,0,0
471,2,18,0,0,0,0,0,0,0,0
472,2,18,4,9,0,0,0,0,0,0
473,18,16,0,0,0,0,0,0,0,0
474,18,19,8,0,0,0,0,0,0,0
475,18,0,0,0,0,0,0,0,0,0
476,2,18,9,0,0,0,0,0,0,0
477,20,2,4,0,0,0,0,0,0,0
478,11,20,18,8,16,0,0,0,0,0
479,2,0,0,0,0,0,0,0,0,0
480,2,18,0,0,0,0,0,0,0,0
481,18,19,0,0,0,0,0,0,0,0
482,2,0,0,0,0,0,0,0,0,0
483,2,0,0,0,0,0,0,0,0,0
484,18,0,0,0,0,0,0,0,0,0
485,2,0,0,0,0,0,0,0,0,0
486,18,0,0,0,0,0,0,0,0,0
487,11,18,9,0,0,0,0,0,0,0
488,2,0,0,0,0,0,0,0,0,0
489,18,9,0,0,0,0,0,0,0,0
490,8,0,0,0,0,0,0,0,0,0
491,18,0,0,0,0,0,0,0,0,0
492,20,2,15,0,0,0,0,0,0,0
493,2,18,0,0,0,0,0,0,0,0
494,18,8,12,0,0,0,0,0,0,0
495,15,18,8,0,0,0,0,0,0,0
496,18,0,0,0,0,0,0,0,0,0
497,11,20,2,5,0,0,0,0,0,0
498,18,9,0,0,0,0,0,0,0,0
499,11,18,0,0,0,0,0,0,0,0
500,19,8,0,0,0,0,0,0,0,0
501,15,18,0,0,0,0,0,0,0,0
502,2,18,9,0,0,0,0,0,0,0
503,18,0,0,0,0,0,0,0,0,0
504,18,0,0,0,0,0,0,0,0,0
505,18,0,0,0,0,0,0,0,0,0
506,18,7,9,0,0,0,0,0,0,0
507,2,18,0,0,0,0,0,0,0,0
508,2,0,0,0,0,0,0,0,0,0
509,2,18,0,0,0,0,0,0,0,0
510,2,18,9,0,0,0,0,0,0,0
511,18,0,0,0,0,0,0,0,0,0
512,15,18,0,0,0,0,0,0,0,0
513,20,1,4,0,0,0,0,0,0,0
514,18,4,10,8,12,0,0,0,0,0
515,18,12,0,0,0,0,0,0,0,0
516,20,6,1,2,4,0,0,0,0,0
517,2,15,8,0,0,0,0,0,0,0
518,1,18,0,0,0,0,0,0,0,0
519,15,18,0,0,0,0,0,0,0,0
520,2,9,0,0,0,0,0,0,0,0
521,15,19,8,0,0,0,0,0,0,0
522,2,18,9,0,0,0,0,0,0,0
523,11,18,12,0,0,0,0,0,0,0
524,20,18,17,0,0,0,0,0,0,0
525,11,20,2,15,0,0,0,0,0,0
526,2,18,9,0,0,0,0,0,0,0
527,15,18,0,0,0,0,0,0,0,0
528,18,10,0,0,0,0,0,0,0,0
529,18,0,0,0,0,0,0,0,0,0
530,18,4,9,0,0,0,0,0,0,0
531,18,9,12,16,0,0,0,0,0,0
532,15,18,0,0,0,0,0,0,0,0
533,2,15,18,8,0,0,0,0,0,0
534,18,0,0,0,0,0,0,0,0,0
535,11,20,5,0,0,0,0,0,0,0
536,15,18,0,0,0,0,0,0,0,0
537,2,0,0,0,0,0,0,0,0,0
538,11,15,18,8,0,0,0,0,0,0
539,2,9,0,0,0,0,0,0,0,0
540,20,6,1,18,7,17,0,0,0,0
541,11,2,15,4,0,0,0,0,0,0
542,11,20,2,9,8,0,0,0,0,0
543,1,2,4,0,0,0,0,0,0,0
544,8,0,0,0,0,0,0,0,0,0
545,11,8,0,0,0,0,0,0,0,0
546,18,0,0,0,0,0,0,0,0,0
547,18,9,0,0,0,0,0,0,0,0
548,18,12,0,0,0,0,0,0,0,0
549,1,18,0,0,0,0,0,0,0,0
550,18,9,0,0,0,0,0,0,0,0
551,20,6,1,2,7,0,0,0,0,0
552,11,5,0,0,0,0,0,0,0,0
553,20,18,16,0,0,0,0,0,0,0
554,11,15,8,0,0,0,0,0,0,0
555,6,1,18,4,7,0,0,0,0,0
556,6,1,4,7,9,17,0,0,0,0
557,6,1,4,7,0,0,0,0,0,0
558,2,9,0,0,0,0,0,0,0,0
559,2,15,18,8,0,0,0,0,0,0
560,20,1,4,0,0,0,0,0,0,0
561,2,9,0,0,0,0,0,0,0,0
562,2,18,9,0,0,0,0,0,0,0
563,2,0,0,0,0,0,0,0,0,0
564,11,15,8,0,0,0,0,0,0,0
565,2,9,0,0,0,0,0,0,0,0
566,20,1,0,0,0,0,0,0,0,0
567,11,20,8,0,0,0,0,0,0,0
568,2,18,9,0,0,0,0,0,0,0
569,20,6,1,0,0,0,0,0,0,0
570,11,20,9,0,0,0,0,0,0,0
571,15,18,0,0,0,0,0,0,0,0
572,18,9,0,0,0,0,0,0,0,0
573,2,0,0,0,0,0,0,0,0,0
574,2,15,8,0,0,0,0,0,0,0
575,15,18,10,19,8,0,0,0,0,0
576,18,5,0,0,0,0,0,0,0,0
577,18,9,0,0,0,0,0,0,0,0
578,18,0,0,0,0,0,0,0,0,0
579,1,18,0,0,0,0,0,0,0,0
580,18,0,0,0,0,0,0,0,0,0
581,19,5,8,0,0,0,0,0,0,0
582,1,18,0,0,0,0,0,0,0,0
583,15,18,0,0,0,0,0,0,0,0
584,18,12,0,0,0,0,0,0,0,0
585,18,0,0,0,0,0,0,0,0,0
586,2,18,8,0,0,0,0,0,0,0
587,18,9,0,0,0,0,0,0,0,0
588,19,8,0,0,0,0,0,0,0,0
589,15,19,8,0,0,0,0,0,0,0
590,1,2,0,0,0,0,0,0,0,0
591,20,1,4,0,0,0,0,0,0,0
592,18,8,0,0,0,0,0,0,0,0
593,18,0,0,0,0,0,0,0,0,0
594,2,0,0,0,0,0,0,0,0,0
595,11,5,8,0,0,0,0,0,0,0
596,11,5,8,0,0,0,0,0,0,0
597,18,8,0,0,0,0,0,0,0,0
598,11,20,18,0,0,0,0,0,0,0
599,1,2,0,0,0,0,0,0,0,0
600,2,0,0,0,0,0,0,0,0,0
601,11,8,0,0,0,0,0,0,0,0
602,18,10,8,0,0,0,0,0,0,0
603,2,10,9,0,0,0,0,0,0,0
604,11,20,8,0,0,0,0,0,0,0
605,18,8,0,0,0,0,0,0,0,0
606,2,0,0,0,0,0,0,0,0,0
607,2,0,0,0,0,0,0,0,0,0
608,18,9,0,0,0,0,0,0,0,0
609,11,18,12,0,0,0,0,0,0,0
610,11,20,2,15,0,0,0,0,0,0
611,18,19,0,0,0,0,0,0,0,0
612,20,1,4,0,0,0,0,0,0,0
613,2,0,0,0,0,0,0,0,0,0
614,18,9,0,0,0,0,0,0,0,0
615,2,0,0,0,0,0,0,0,0,0
616,11,2,15,18,8,0,0,0,0,0
617,20,1,0,0,0,0,0,0,0,0
618,20,18,17,0,0,0,0,0,0,0
619,11,18,9,12,0,0,0,0,0,0
620,11,20,2,15,0,0,0,0,0,0
621,20,1,0,0,0,0,0,0,0,0
622,15,18,19,0,0,0,0,0,0,0
623,11,20,19,5,0,0,0,0,0,0
624,18,8,12,0,0,0,0,0,0,0
625,11,9,16,0,0,0,0,0,0,0
626,11,15,8,0,0,0,0,0,0,0
627,11,18,9,0,0,0,0,0,0,0
628,11,20,15,8,0,0,0,0,0,0
629,2,18,0,0,0,0,0,0,0,0
630,2,0,0,0,0,0,0,0,0,0
