id,uid,iid,rate
886,329,4483,1
890,507,3430,1
891,197,5592,0
896,162,5501,0
897,711,4676,1
907,727,4580,0
916,509,3597,1
924,944,3432,0
933,21,5877,1
934,108,4710,1
935,331,3761,0
938,700,3314,0
939,962,5329,1
941,809,5084,0
946,616,5895,0
955,51,3892,1
959,338,4646,0
960,905,3166,0
973,45,5426,0
975,415,5862,0
978,986,3257,0
981,724,4012,1
991,514,3170,0
994,49,5787,1
995,482,3782,1
999,878,3212,0
1007,8,5684,0
1010,21,4971,0
1020,873,5165,1
1021,249,3129,1
1027,82,4569,0
1028,514,4284,0
1033,892,4777,0
1056,112,4498,0
1060,84,4929,1
1062,515,5249,0
1067,414,5464,0
1069,463,4723,0
1084,320,5021,0
1085,724,4348,1
1091,659,4419,0
1095,21,5233,0
1096,162,4242,0
1099,37,3380,0
1100,491,3766,0
1103,458,5948,0
1112,21,4956,0
1113,11,5185,0
1119,22,3792,0
1121,29,5120,0
1124,207,3840,0
1126,419,3036,0
1143,129,5927,0
1150,321,3649,0
1161,49,5380,0
1162,95,4468,0
1166,646,3130,0
1174,886,4808,0
1176,12,3627,1
1198,661,3121,0
1216,867,5370,0
1231,354,4815,0
1234,207,4252,1
1235,727,3909,1
1238,898,3500,0
1245,724,3678,1
1247,931,4051,0
1250,755,3876,0
1258,709,3523,0
1259,830,3010,0
1260,526,4479,1
1265,428,5666,1
1267,749,3384,0
1271,760,4676,1
1273,75,4477,0
1278,49,5475,1
1287,39,5635,1
1288,130,5349,1
1294,251,5854,0
1300,154,3185,1
1305,974,5976,1
1315,333,3239,0
1322,595,3460,0
1325,724,5870,0
1327,645,3535,0
1340,930,5272,0
1345,973,3473,0
1347,773,4509,0
1356,333,3447,1
1360,533,5164,1
1362,248,5530,0
1367,21,3321,1
1370,45,4799,0
1372,325,5382,0
1388,597,5467,1
1389,454,4487,0
1395,739,4481,0
1397,795,4330,0
1399,991,4152,0
1403,419,3036,0
1405,640,3688,0
1410,20,5738,0
1418,743,4715,0
1424,173,5929,0
1430,354,5109,0
1436,979,3565,0
1442,592,5465,0
1445,574,5123,0
1451,230,3626,0
1453,350,3587,0
1458,20,5237,0
1462,873,5883,0
1464,965,3125,1
1466,906,3600,0
1467,759,5722,1
1471,478,4354,0
1473,388,3203,0
1475,522,5126,1
1477,920,5102,0
1479,805,4202,0
1483,112,3615,0
1485,211,4530,0
1487,835,4709,1
1490,428,5169,0
1491,382,3718,0
1497,66,4027,1
1499,205,5494,0
1500,248,5382,0
1501,99,4110,0
1510,408,4891,0
1511,320,3292,1
1517,230,5267,1
1524,126,3574,0
1533,59,5431,1
1536,791,5668,1
1541,504,4264,1
1552,96,4790,1
1555,876,3011,1
1569,942,5253,1
1570,597,4438,0
1572,37,4585,0
1574,564,5859,1
1576,876,3951,0
1579,378,4191,0
1580,259,4310,0
1599,37,5709,0
1600,715,3344,0
1608,787,4099,0
1614,491,4644,0
1616,965,4384,1
1622,169,4408,0
1623,162,5640,0
1638,733,4684,1
1642,69,5855,0
1645,877,4179,1
1649,22,4462,1
1664,948,4463,0
1668,795,3650,0
1673,280,5039,1
1678,902,5794,1
1679,21,3499,0
1681,383,3936,0
1682,0,4153,0
1684,100,4710,0
1688,210,4080,1
1701,693,5838,0
1712,878,3426,0
1714,611,5921,0
1720,705,3719,0
1737,548,3493,0
1751,777,5078,0
1754,960,3156,0
1764,415,3148,1
1765,760,5781,0
1769,725,5146,0
1772,756,4462,0
1778,888,3255,1
1781,973,3285,0
1782,580,5796,0
1789,795,3837,0
1796,415,3088,1
1803,107,3199,0
1807,250,4767,0
1809,172,5093,0
1820,428,4752,1
1826,66,4542,1
1830,20,5884,1
1831,995,3825,0
1847,913,5492,0
1850,11,3930,0
1857,289,5525,0
1860,20,3881,0
1887,935,3549,0
1890,199,5871,0
1896,479,5930,1
1897,724,4004,1
1900,838,4478,0
1907,645,3958,0
1910,354,4489,1
1916,740,4366,0
1922,428,4256,0
1925,503,5647,1
1930,648,5241,1
1932,8,3315,0
1935,407,4826,0
1939,658,5397,0
1941,11,5355,0
1942,965,3284,1
1957,798,3418,0
1975,377,4877,0
1976,39,4284,0
1984,401,5855,1
1988,820,3976,0
1996,48,3840,0
2004,725,4966,0
2014,724,4030,1
2025,5,4776,0
2028,68,5616,0
2037,728,3097,1
2054,725,4250,0
2068,668,5913,0
2070,251,3708,1
2076,165,3693,0
2077,316,4209,0
2087,93,3466,0
2092,394,3537,0
2096,557,5307,0
2103,30,5650,0
2112,715,3219,0
2120,974,5210,0
2121,521,3114,0
2122,741,5968,0
2123,199,5387,0
2124,811,5401,0
2130,482,3592,0
2135,509,3538,1
2138,204,4162,0
2141,724,5077,1
2148,991,4493,0
2152,240,3352,1
2156,956,5195,0
2157,598,5782,0
2158,504,3556,0
2162,213,5636,0
2163,207,5197,0
2164,820,3192,1
2169,320,3506,0
2175,517,5491,0
2179,337,4231,0
2192,970,5103,1
2193,428,5089,0
2198,562,5676,1
2200,146,5584,0
2205,820,5758,1
2208,287,3204,0
2213,154,3041,1
2228,7,5781,0
2230,481,4422,0
2232,920,3558,0
2237,533,3611,0
2238,663,3229,1
2240,732,4827,0
2247,325,5217,1
2252,410,3808,1
2254,49,3057,0
2272,724,3172,0
2277,777,5677,1
2287,616,5199,1
2288,533,4147,0
2298,197,4495,0
2303,34,4991,0
2310,977,5538,0
2319,166,4426,0
2320,174,5690,1
2325,260,3557,1
2326,928,3739,0
2327,162,4392,0
2332,906,3671,1
2333,324,4311,0
2334,49,3311,0
2336,888,4407,0
2339,360,4482,0
2352,428,5918,0
2355,853,3142,0
2356,765,3231,0
2365,533,4644,1
2369,757,3742,0
2370,43,5394,0
2376,248,5057,0
2393,21,5889,1
2395,289,4970,1
2402,364,3470,0
2407,499,3468,1
2411,908,4271,0
2416,645,3652,0
2419,928,4140,0
2421,833,5098,0
2427,427,5571,0
2441,433,3259,0
2444,563,4631,0
2448,598,4898,0
2457,213,4358,1
2463,645,4734,0
2464,759,3290,1
2466,965,4879,0
2475,312,5109,1
2476,598,3130,0
2479,28,3984,0
2496,55,3922,0
2497,194,3990,1
2514,169,5933,0
2522,724,4418,1
2523,11,4909,0
2525,760,4694,0
2533,964,3925,0
2535,30,5843,0
2536,207,5063,0
2545,739,5322,0
2547,137,5475,1
2549,428,3982,0
2554,163,3891,0
2563,985,5136,0
2564,577,5557,1
2576,820,3485,1
2589,49,5481,1
2593,363,5298,1
2595,847,4380,0
2615,415,4601,0
2617,597,5713,0
2621,876,3961,0
2622,183,4658,0
2634,157,3809,0
2635,764,4267,1
2637,960,5063,0
2638,167,5476,0
2641,39,4115,0
2643,207,4880,1
2656,227,4729,1
2665,961,5501,1
2667,798,5278,0
2669,946,3792,0
2675,317,5808,0
2677,100,5487,0
2680,509,5701,0
2683,838,3340,0
2690,408,4486,0
2703,333,5764,1
2718,167,3673,0
2736,190,4994,1
2738,798,4939,0
2740,417,5522,0
2741,93,4811,0
2745,711,4540,1
2748,697,3915,0
2751,6,3579,1
2752,407,4863,0
2763,433,4431,1
2767,796,5550,0
2768,857,3302,1
2771,115,4959,0
2773,185,3432,0
2774,97,4391,0
2775,961,5619,0
2777,94,3115,1
2784,454,4063,0
2799,533,4144,1
2805,897,3562,0
2808,928,4713,0
2811,21,5884,1
2823,897,5106,0
2825,276,4733,1
2828,48,4256,0
2829,1000,4613,0
2835,477,3790,0
2839,258,5986,0
2840,863,3623,1
2843,680,3885,1
2845,20,5894,1
2850,533,3770,1
2864,888,4784,0
2881,260,5061,0
2899,539,4685,0
2910,212,5856,0
2916,221,3160,0
2919,160,4398,1
2930,941,3807,0
2948,215,3156,1
2954,759,5363,0
2958,23,3726,1
2962,868,4398,1
2967,577,5532,0
2970,602,3444,0
2971,928,4484,0
2975,506,5615,0
2983,967,5815,1
2984,991,3004,1
2991,349,5388,1
2993,354,4796,0
2997,66,4956,1
3005,469,4084,1
3009,489,3452,0
3016,324,4339,1
3019,595,3935,0
3023,861,3870,0
3026,215,3177,0
3030,522,3782,1
3036,30,5081,0
3039,928,5258,0
3041,226,5197,0
3044,725,4118,0
3067,347,4976,0
3071,724,5378,0
3077,20,4340,0
3093,112,4148,1
3110,897,3487,1
3111,354,3006,0
3112,379,5019,0
3116,190,4884,0
3117,855,5154,1
3119,896,4932,0
3127,22,3865,0
3141,972,3514,1
3148,956,3646,0
3150,885,5248,0
3163,906,5960,0
3167,869,4180,0
3168,108,4191,0
3183,407,4811,0
3195,34,5848,1
3200,795,4885,0
3206,435,4358,0
3207,724,4425,1
3210,402,5188,1
3213,684,4050,0
3214,533,5344,1
3215,316,3611,1
3219,724,4130,0
3220,959,4463,1
3221,331,4781,1
3225,979,5616,0
3227,691,5861,0
3245,973,4155,1
3251,292,3299,0
3259,830,4632,1
3262,623,3185,1
3265,491,3531,0
3267,335,4823,1
3268,608,4973,0
3271,432,4055,0
3272,760,4376,0
3273,162,4029,0
3279,570,3787,1
3280,917,5532,1
3284,354,3409,0
3290,10,4559,0
3308,183,4367,0
3317,844,5637,0
3322,205,4269,0
3323,565,4782,1
3326,544,4080,1
3327,706,4184,0
3332,724,5453,0
3344,648,5089,0
3346,368,3591,0
3347,724,5885,1
3350,577,4159,0
3363,863,3929,0
3375,96,3642,0
3381,55,5954,0
3385,985,5128,0
3393,360,5007,1
3396,940,4063,0
3403,840,5352,1
3405,627,5309,0
3410,215,3154,1
3413,23,4177,1
3421,759,5521,1
3440,645,3147,0
3448,477,4413,0
3449,723,4642,1
3454,645,5107,0
3463,622,3460,1
3468,20,5625,1
3473,574,3757,1
3481,533,4707,0
3486,111,3353,0
3488,604,3176,1
3497,67,3981,1
3500,582,4380,1
3502,410,5908,0
3503,797,3532,1
3510,360,4105,0
3512,436,3828,1
3514,377,4625,0
3515,939,4020,1
3520,433,4685,1
3522,347,4742,0
3530,433,5403,0
3532,20,5898,1
3540,787,4357,0
3549,820,3187,0
3550,321,4570,0
3555,742,5583,0
3557,774,4110,0
3561,749,3804,0
3569,900,5869,1
3573,959,4538,0
3578,41,3034,0
3586,443,4293,1
3596,343,4823,0
3602,941,5403,0
3606,982,3456,1
3610,973,5676,0
3627,897,4594,0
3636,112,4928,0
3647,744,4179,1
3650,598,3079,0
3653,333,5361,0
3654,857,4808,1
3667,478,5629,0
3676,619,5558,0
3681,499,4938,0
3683,598,5829,0
3703,826,5752,0
3707,90,3446,1
3708,156,5295,0
3720,621,5531,0
3722,637,5431,0
3728,27,5376,0
3729,564,4435,0
3737,481,3524,1
3742,75,4076,0
3755,383,3603,0
3762,869,5120,1
3768,545,5387,1
3772,965,4586,1
3773,49,4965,1
3785,970,5424,0
3792,780,4774,1
3794,697,5251,0
3800,243,5189,0
3802,533,3804,0
3803,34,3181,1
3806,961,4962,1
3809,433,4900,1
3814,795,3652,0
3818,338,3147,0
3823,718,3498,1
3824,607,3096,1
3825,574,3131,0
3828,354,5413,0
3829,396,3356,0
3836,409,5861,1
3837,251,5887,0
3840,0,4884,0
3846,863,5097,0
3858,927,4535,0
3869,454,5592,1
3870,368,5925,0
3877,738,4337,0
3890,755,5602,0
3900,982,3329,0
3906,992,4907,0
3915,156,4972,0
3919,333,5467,0
3920,820,4714,0
3931,723,3623,0
3939,539,5158,1
3942,183,4944,1
3944,251,4689,1
3956,96,3445,0
3960,241,3050,1
3966,745,3109,0
3967,626,3555,1
3972,948,4624,0
3980,156,3906,0
3984,970,3660,1
3992,16,5071,0
4003,739,4181,0
4012,574,4531,0
4020,899,3935,0
4022,182,4864,0
4033,494,3817,1
4040,326,4308,1
4042,49,5392,0
4044,163,5894,0
4045,861,4079,0
4048,49,5799,0
4049,407,3196,0
4053,196,4898,0
4063,577,5427,0
4071,882,4501,1
4077,8,4562,0
4079,787,3874,0
4080,345,4234,0
4087,425,5401,0
4089,736,4896,0
4096,382,4009,0
4106,382,3927,0
4115,671,4566,0
4116,121,4961,1
4123,882,3653,0
4126,891,4953,0
4128,921,3141,0
4130,269,4531,0
4135,977,5391,0
4136,613,3247,0
4140,68,4391,1
4143,116,3439,0
4145,232,5760,0
4149,509,5161,0
4150,992,5275,0
4151,972,5649,0
4167,407,5683,1
4170,986,3387,0
4173,751,4061,1
4176,50,4541,0
4183,833,5165,0
4184,795,5405,0
4190,503,4024,0
4191,962,4068,0
4194,39,4903,0
4198,985,3554,0
4229,517,3291,1
4234,364,5034,1
4243,503,5275,1
4269,458,3057,0
4274,623,3939,0
4291,223,5607,1
4293,733,4989,0
4300,5,3033,1
4301,597,3281,0
4308,8,3042,0
4311,924,5155,0
4312,101,4579,0
4313,608,5891,0
4327,205,3052,0
4341,991,5499,0
4351,401,5299,0
4359,841,5731,0
4371,598,5462,0
4372,577,4965,0
4374,755,3252,0
4384,663,3043,0
4385,854,3266,0
4386,852,3761,0
4393,671,5136,1
4396,377,4562,1
4397,89,5723,1
4401,457,4802,0
4403,795,5084,0
4405,377,3930,1
4406,382,4675,1
4414,557,3894,0
4419,557,3786,0
4431,53,3276,0
4439,325,5766,1
4442,861,5456,1
4443,912,4496,0
4446,764,4213,1
4453,97,4201,1
4454,403,3760,1
4456,601,3500,0
4470,169,3938,0
4473,653,3063,0
4476,339,3035,0
4480,130,3812,1
4481,162,3036,1
4485,363,3656,0
4489,633,4861,1
4501,51,3795,0
4506,601,4899,0
4507,497,3065,0
4539,970,3011,0
4540,431,5750,1
4541,246,5223,1
4547,51,4235,0
4550,1,5390,0
4555,591,5535,0
4567,48,5944,1
4571,603,5401,0
4572,5,5772,1
4576,550,5374,0
4587,661,3295,1
4596,21,5879,1
4600,161,3719,0
4602,205,5623,1
4610,974,4979,0
4613,460,4134,0
4616,477,3749,0
4618,837,4928,1
4621,892,3072,1
4623,819,5052,1
4631,368,4199,1
4634,435,3235,0
4638,336,3428,1
4639,521,3487,1
4641,925,4885,1
4642,961,5087,0
4646,343,3212,0
4659,129,4529,1
4660,732,3672,0
4661,961,4885,0
4663,20,4593,0
4670,913,3663,0
4675,11,5832,0
4680,667,4077,1
4682,659,3012,0
4683,619,3133,0
4686,832,5103,0
4687,20,3918,0
4689,213,5142,0
4695,533,5315,0
4697,625,5345,0
4701,765,5072,1
4703,929,4370,0
4704,690,5219,0
4712,971,4529,0
4723,97,3176,1
4735,213,4435,1
4740,505,4522,1
4749,597,5818,0
4760,744,4454,0
4769,977,3019,1
4775,897,3916,1
4783,68,5758,0
4786,661,5120,1
4804,902,4948,0
4822,20,5695,0
4823,37,4844,0
4824,795,5378,0
4848,108,5746,0
4853,629,3686,1
4863,555,4285,1
4864,619,4828,1
4867,857,3418,0
4876,795,4900,1
4879,333,5744,0
4886,796,3771,0
4887,759,4571,0
4894,832,4922,0
4903,167,3706,0
4904,130,4158,1
4908,819,5489,1
4909,438,4160,0
4914,974,5622,0
4917,156,4650,0
4918,366,4906,0
4921,354,4985,1
4925,93,3040,0
4938,356,3968,0
4946,409,5821,0
4956,39,4669,0
4966,354,5178,0
4971,724,5978,0
4972,959,4370,0
4982,371,5470,0
4997,968,4061,0
5004,853,3502,0
5008,957,3929,1
5009,533,3145,0
5011,965,4831,0
5015,390,4976,0
5022,894,4927,1
5023,878,3525,0
5026,559,5197,0
5034,333,5894,0
5037,82,3603,0
5048,428,4331,0
5053,674,4057,0
5058,533,4871,1
5063,354,3951,1
5068,52,4566,0
5070,977,5399,0
5079,21,5119,0
5081,449,3721,0
5084,339,3869,0
5089,725,5681,0
5091,422,4027,1
5095,725,4044,0
5116,743,3085,0
5118,942,3934,0
5119,20,4963,0
5124,808,5961,0
5128,891,3972,0
5129,49,5930,1
5134,515,5618,0
5139,428,5669,1
5153,492,3516,1
5154,377,4708,0
5159,533,4267,1
5161,826,3999,0
5163,686,3080,0
5173,320,3224,0
5174,12,3472,0
5176,668,3267,1
5189,438,4269,0
5190,291,5260,1
5194,709,4593,0
5196,723,4015,0
5197,764,3798,0
5198,565,5011,1
5204,942,4808,1
5209,431,4611,1
5213,876,3313,1
5225,994,3726,0
5229,724,4426,1
5239,34,3710,1
5242,316,5113,1
5246,39,3326,0
5250,949,4466,0
5259,394,3298,0
5260,324,4944,1
5261,183,3655,0
5267,888,4375,0
5277,162,5395,0
5292,628,3117,0
5296,773,4136,1
5309,620,4191,0
5321,856,4378,0
5326,197,3972,1
5328,533,4530,1
5333,793,4581,0
5346,971,3407,1
5355,523,5348,0
5361,942,5001,1
5367,377,3846,1
5372,598,5953,1
5374,403,5525,1
5404,611,4498,1
5405,207,3907,0
5418,599,4872,1
5419,598,3804,1
5428,680,3243,0
5437,323,5753,0
5451,303,3696,0
5457,250,5278,0
5465,533,3053,0
5467,736,4162,0
5469,522,4041,0
5474,826,3802,0
5475,654,4524,0
5476,904,4938,0
5493,882,3235,0
5507,248,3474,0
5523,315,3799,1
5535,727,4840,0
5537,927,3316,0
5551,173,3011,0
5560,97,4420,0
5567,569,4774,1
5570,122,4625,1
5576,589,4056,0
5579,328,5312,1
5580,869,4036,0
5582,383,5092,0
5593,694,3986,0
5594,667,3819,0
5596,559,5176,1
5605,793,4628,0
5606,294,4861,0
5614,618,3574,0
5621,622,3058,1
5622,11,3055,0
5626,564,4059,0
5637,251,3218,1
5644,519,5936,0
5646,197,3712,0
5668,338,4384,1
5679,34,3780,0
5682,876,4433,0
5688,23,5638,1
5706,922,4130,1
5716,406,4101,0
5718,640,5121,0
5719,623,3933,1
5730,997,4293,0
5737,928,3052,1
5744,256,5660,0
5746,930,4638,1
5750,292,3903,0
5752,360,3746,1
5758,904,3877,1
5760,129,4864,0
5763,375,5023,0
5768,725,5551,1
5777,5,5815,0
5781,17,4092,0
5799,725,3603,1
5801,920,4693,0
5806,49,4124,1
5817,394,5568,0
5821,828,5652,0
5825,34,5618,0
5827,428,5061,1
5848,49,5997,0
5860,495,4299,0
5891,601,3558,0
5893,925,5405,0
5902,436,3242,0
5919,0,4846,0
5922,530,5501,0
5930,356,4128,0
5936,205,5635,1
5938,929,5202,0
5940,892,5931,0
5941,428,5110,0
5948,837,5185,0
5949,971,4181,0
5959,422,3414,1
5961,739,3240,0
5964,159,5928,0
5971,422,3631,0
5977,183,4629,0
5978,369,5136,0
6002,358,3426,1
6004,633,5750,1
6008,433,3848,1
6027,779,5385,1
6031,321,3599,0
6036,88,4418,0
6038,226,4459,1
6039,459,5184,0
6041,400,3124,0
6044,321,4430,1
6056,533,4307,1
6065,368,3989,1
6068,92,4694,0
6071,724,3313,1
6073,734,3090,0
6076,230,5680,0
6077,765,3543,1
6080,715,3396,1
6081,491,3276,0
6082,584,5824,0
6084,863,3751,1
6099,274,3133,0
6100,539,5579,0
6103,869,4807,1
6104,275,3088,1
6109,882,5778,0
6112,260,3591,1
6115,597,5613,1
6123,130,5986,0
6136,345,4117,0
6138,276,4735,1
6142,734,4968,0
6143,795,5587,1
6159,619,5711,0
6166,402,4094,0
6184,892,4125,0
6190,867,3930,1
6223,522,5435,0
6227,66,3710,1
6237,8,5507,0
6249,21,4056,0
6256,574,3768,1
6258,709,4114,0
6262,454,4970,0
6266,659,5547,0
6267,662,5958,0
6272,511,5726,0
6276,968,4329,1
6289,518,4547,0
6309,382,4665,0
6312,320,3333,1
6320,76,5831,0
6321,20,5698,0
6325,809,4103,0
6333,738,5841,1
6337,112,3155,0
6349,208,4964,0
6352,333,5295,0
6355,601,5887,0
6391,417,3386,1
6398,575,5767,1
6400,62,5839,1
6401,354,4644,0
6405,533,5107,0
6415,71,4548,1
6416,547,5682,0
6417,241,3808,1
6423,406,3569,1
6425,921,3631,0
6439,687,3120,0
6441,414,4388,0
6446,893,5966,1
6449,284,3170,0
6456,377,4786,0
6467,78,3631,1
6471,403,4502,0
6479,669,3506,1
6487,755,3126,0
6490,879,4747,0
6494,905,5152,0
6497,49,4287,0
6500,898,3040,1
6506,942,5002,1
6512,902,3578,1
6516,366,3223,0
6519,174,5762,0
6522,205,5633,1
6523,428,4638,0
6539,407,4023,1
6541,646,5129,0
6544,82,5937,0
6548,849,5861,0
6550,230,5433,1
6553,597,4347,1
6554,917,3738,0
6555,390,5854,0
6558,575,4141,0
6567,249,3766,1
6574,20,5290,0
6588,840,4615,0
6595,533,5595,0
6606,587,5813,1
6610,428,4949,0
6611,879,4304,0
6612,351,5024,0
6616,961,4496,0
6619,82,4602,1
6623,648,5106,0
6631,929,3245,1
6634,439,3375,0
6652,962,5417,0
6655,869,4303,0
6659,233,4876,0
6660,930,5039,1
6664,830,4439,0
6667,49,4630,0
6690,607,5783,0
6691,141,4753,0
6692,669,3259,1
6694,739,3470,0
6701,403,4375,0
6705,878,5905,0
6708,904,5318,1
6712,751,3635,0
6723,616,5713,0
6725,876,3656,1
6743,34,3777,1
6747,574,3754,1
6750,248,4686,0
6751,226,4656,0
6759,333,3989,1
6762,847,4945,0
6775,34,5743,0
6785,325,4988,0
6790,39,4101,0
6792,4,4035,1
6803,312,4709,1
6809,724,5231,0
6814,34,3735,1
6825,207,4255,1
6833,664,3925,0
6836,481,4745,0
6841,66,3194,0
6842,866,3830,1
6856,274,4148,0
6863,724,3516,0
6865,828,4166,0
6870,149,5012,0
6872,577,5940,0
6886,407,3572,0
6888,477,5571,0
6889,533,3119,0
6894,49,5518,0
6897,311,3974,0
6920,557,4394,0
6922,84,4970,0
6929,66,4689,1
6936,65,5646,1
6937,112,4040,1
6940,405,5726,0
6941,728,3401,0
6944,211,3749,1
6952,567,5106,1
6960,897,4552,0
6962,400,4121,0
6963,276,5865,0
6965,586,5887,0
6973,647,3531,0
6978,194,3472,0
6980,208,5781,0
6984,709,5005,0
6996,704,4592,0
7001,511,3673,1
7005,725,4596,0
7010,584,3988,0
7014,580,5009,1
7018,39,4636,0
7019,716,5308,0
7025,873,3726,1
7031,354,4690,0
7038,964,5286,0
7041,205,4698,0
7045,693,4454,0
7046,68,3303,0
7049,772,4730,1
7056,997,4054,0
7062,111,5919,0
7069,439,4131,0
7071,795,5591,0
7074,663,4182,1
7081,307,4223,1
7085,836,4560,1
7092,354,4991,1
7097,721,5687,1
7099,544,3564,0
7102,854,5260,0
7104,501,3211,0
7115,154,4202,1
7122,861,3045,1
7127,169,3220,1
7128,406,4693,0
7133,101,3445,1
7140,263,5107,0
7156,464,4484,1
7157,530,3157,0
7163,70,3019,0
7168,556,4897,0
7176,689,5085,0
7177,616,4024,0
7178,343,3796,0
7180,894,4164,0
7182,962,4419,0
7185,588,3214,1
7190,885,3694,1
7199,276,5014,0
7213,173,3164,0
7214,738,4360,1
7215,657,5449,0
7223,183,5299,0
7229,354,3455,0
7232,590,3710,0
7235,90,5444,0
7238,893,5892,0
7241,130,5681,0
7254,624,4118,0
7260,425,4857,0
7265,477,4175,0
7273,313,3355,0
7276,388,3487,0
7282,97,3808,1
7286,356,5892,0
7324,683,3786,1
7329,440,5305,0
7332,970,5441,0
7336,324,4351,0
7342,597,3165,1
7347,841,4629,0
7348,714,4018,1
7349,190,4217,0
7353,20,5624,1
7363,840,4895,0
7371,972,3065,1
7373,965,3187,0
7381,869,3160,1
7382,22,5923,0
7403,431,4383,0
7417,20,5058,0
7426,924,3838,0
7427,667,4502,0
7431,972,5784,0
7439,205,4077,0
7440,689,5568,0
7448,918,4009,0
7463,597,4962,1
7464,66,3659,0
7467,112,4444,1
7468,736,4851,0
7469,787,4400,1
7474,724,4592,0
7481,974,4787,0
7496,751,5713,1
7504,960,3520,1
7506,325,3856,0
7507,667,4192,0
7510,930,4705,0
7511,865,5558,1
7512,21,5891,1
7514,21,5888,1
7522,190,3896,1
7538,741,3228,0
7540,695,5998,1
7552,504,3840,0
7558,962,4606,1
7560,333,4546,1
7561,531,4932,1
7563,809,5134,1
7567,557,4457,0
7569,715,5207,0
7584,194,4915,0
7592,207,5295,0
7595,513,3827,0
7602,504,4675,1
7607,51,3205,1
7608,921,4928,1
7612,533,3424,0
7621,668,5145,0
7629,189,4330,0
7631,791,4853,1
7635,40,5898,0
7637,428,5665,1
7645,876,4230,0
7647,115,4491,1
7651,118,3815,0
7654,112,4515,0
7658,162,4725,1
7682,457,4137,1
7690,577,5962,0
7691,904,5892,0
7695,540,3407,0
7708,409,4561,1
7712,207,4104,0
7716,574,3425,0
7724,144,4975,0
7760,128,3687,0
7777,433,5906,1
7790,75,3141,1
7795,559,4593,0
7801,841,5199,0
7807,539,4005,0
7809,171,4849,1
7816,43,3187,1
7826,51,3914,1
7842,95,3132,0
7846,320,5933,0
7847,37,4719,0
7849,94,5349,0
7857,788,5031,0
7863,684,3275,1
7866,479,4478,0
7881,563,5323,0
7886,942,4364,0
7901,574,3714,1
7911,546,3619,0
7914,391,5153,0
7929,52,4593,1
7930,363,4621,0
7931,71,4298,0
7935,633,5316,1
7937,417,3627,1
7942,55,5272,0
7944,382,4264,1
7954,207,5322,1
7958,586,4323,0
7966,750,3181,1
7981,419,5604,0
7982,776,4355,0
7984,333,5800,0
7995,624,4225,0
7999,755,5814,1
8004,633,4814,0
8008,279,4659,0
8012,49,3331,1
