id,uid,iid,rate
1303,112,2485,0
1311,587,2043,0
1312,619,1214,0
1318,354,815,1
1325,765,2888,1
1326,187,1476,0
1335,160,1962,1
1336,194,2621,1
1342,884,545,0
1347,840,1529,0
1351,830,368,0
1356,807,1517,0
1363,321,1460,0
1366,993,1675,1
1384,759,773,0
1390,511,698,0
1392,112,1682,0
1393,683,2835,0
1397,375,2916,0
1410,499,2666,1
1417,410,945,0
1418,510,653,0
1424,190,2286,0
1440,305,1859,1
1466,951,1023,0
1472,861,1807,0
1478,663,2735,0
1483,879,1075,0
1485,729,2109,0
1486,834,2963,1
1487,530,67,0
1500,660,1053,1
1515,436,400,0
1521,564,1049,1
1522,699,2989,0
1527,363,2497,0
1546,51,2959,0
1548,825,2047,0
1554,876,189,1
1563,874,1516,0
1565,574,2720,0
1573,987,615,1
1576,210,2283,0
1583,728,1319,1
1584,826,881,0
1587,317,521,1
1598,356,2429,0
1599,460,793,0
1601,180,2000,0
1602,40,442,1
1604,124,425,0
1622,169,1864,1
1632,82,1424,0
1633,678,2508,1
1637,68,1740,1
1647,226,2345,1
1650,273,1815,1
1652,671,1609,0
1653,354,335,1
1655,604,585,0
1660,189,2691,1
1676,326,1324,0
1677,666,2030,1
1687,458,2407,0
1699,729,994,1
1702,570,1455,0
1708,509,700,1
1710,586,1866,0
1722,363,795,0
1728,363,1477,0
1729,993,1530,1
1743,4,761,1
1748,67,938,0
1754,394,503,0
1757,942,1395,1
1759,577,1385,0
1765,759,399,0
1769,131,108,0
1773,448,1372,1
1781,90,743,0
1782,993,2059,0
1785,169,1870,1
1788,559,880,0
1820,43,2323,1
1824,857,163,0
1826,961,1237,0
1833,812,1453,0
1871,574,1219,1
1872,668,1063,1
1895,699,2664,0
1904,116,949,0
1916,873,2862,0
1917,154,1490,0
1934,124,1636,0
1935,136,2012,0
1937,108,1657,0
1946,863,1901,0
1949,101,2765,1
1954,309,276,0
1966,507,728,0
1973,888,2696,0
1980,95,265,1
1987,595,477,0
1991,459,1863,0
1992,909,1752,0
2006,724,1993,0
2013,641,548,0
2018,411,2146,0
2022,169,1856,1
2026,748,1509,0
2030,377,2389,0
2041,671,2417,1
2045,729,1878,0
2052,459,1962,1
2054,332,1493,0
2055,82,726,1
2057,249,1993,1
2058,610,1356,0
2061,139,16,0
2066,156,604,1
2068,63,2391,1
2079,536,1203,1
2083,354,240,1
2084,701,2164,1
2087,789,795,0
2101,448,758,0
2107,813,1102,1
2116,160,2463,0
2122,791,2573,1
2129,542,2300,1
2130,795,1697,0
2132,326,1847,0
2135,175,1284,0
2138,510,1403,1
2155,974,1956,1
2162,615,2785,1
2164,845,548,0
2173,667,1112,1
2177,407,1563,0
2180,503,1635,0
2182,617,167,0
2185,176,2,0
2195,66,938,0
2215,406,146,0
2216,260,1865,1
2222,603,1091,1
2242,51,1846,0
2250,855,735,0
2254,187,2538,0
2274,804,1948,1
2275,226,1256,0
2276,857,1307,0
2277,183,1990,0
2294,709,645,0
2295,248,2906,0
2297,332,485,0
2305,676,1248,0
2308,894,2954,0
2310,404,1191,0
2313,408,791,1
2327,648,2390,0
2333,1000,2739,0
2336,31,978,0
2339,974,273,1
2343,586,1851,0
2346,321,2503,0
2348,247,2192,0
2350,762,2667,0
2362,876,1339,0
2365,131,2250,1
2380,808,1592,0
2381,496,1177,0
2384,958,1041,0
2390,564,75,0
2393,757,2226,0
2396,666,426,1
2400,725,231,0
2403,993,757,1
2404,431,1332,1
2413,401,35,0
2415,835,1560,0
2422,795,297,1
2426,406,1020,0
2434,724,1338,1
2435,282,2914,1
2443,564,180,0
2455,706,1747,1
2472,320,2028,0
2473,993,712,1
2474,283,631,0
2475,932,453,1
2477,388,2441,0
2482,116,1595,1
2487,21,619,0
2488,548,112,1
2493,857,2872,0
2494,143,2794,1
2495,830,2408,1
2500,452,2942,1
2501,183,1820,0
2505,510,1225,1
2514,309,2824,0
2520,565,1017,0
2524,248,1042,1
2534,236,286,0
2535,396,2263,1
2547,577,67,1
2550,320,1363,0
2551,105,383,0
2555,663,1477,0
2559,767,1880,0
2560,248,2531,1
2564,443,2779,0
2571,548,1737,0
2573,522,2993,0
2582,851,657,0
2583,221,115,1
2588,375,2336,1
2596,890,2960,1
2601,517,445,0
2602,540,59,1
2608,725,2350,0
2624,732,2608,1
2629,388,39,1
2636,355,1175,1
2643,377,2542,0
2645,289,472,0
2647,506,1261,0
2652,870,1892,1
2656,22,1707,1
2659,676,1116,0
2663,980,36,0
2665,93,2831,0
2666,971,936,1
2676,426,2022,1
2678,866,207,0
2681,663,2296,0
2682,187,1666,1
2684,670,1193,0
2685,116,1002,1
2702,248,2128,0
2705,216,1326,0
2712,335,1871,0
2714,577,2207,1
2715,657,1020,1
2735,882,2841,0
2748,300,2181,0
2753,861,1681,0
2770,51,1768,0
2780,312,2539,0
2781,519,2967,1
2782,367,1644,0
2785,426,167,0
2790,595,2105,0
2793,548,213,1
2794,536,2971,0
2796,74,2109,0
2799,360,1369,0
2803,396,1671,0
2804,95,2852,0
2806,425,1139,0
2816,340,518,0
2818,906,1376,1
2823,993,129,1
2825,375,2042,0
2835,191,1609,0
2836,378,921,0
2837,863,2137,0
2849,90,1617,1
2850,466,1559,0
2862,154,1871,0
2866,66,1682,0
2868,949,2957,1
2869,556,806,0
2870,100,1247,1
2875,557,610,0
2879,917,2798,1
2883,844,2124,1
2886,660,1698,0
2889,185,1737,0
2900,455,1737,1
2916,51,931,0
2923,530,252,1
2927,371,2520,1
2933,782,656,0
2934,126,1465,0
2935,403,2193,1
2954,154,1196,0
2955,597,297,0
2959,557,1540,0
2965,258,1556,1
2972,12,2198,1
2984,282,2953,0
2987,385,2610,0
2992,353,2599,0
2994,732,738,0
2999,697,1281,0
3003,961,2036,0
3004,279,1452,0
3009,993,2680,0
3010,70,833,0
3011,597,2322,0
3017,997,428,1
3021,826,2256,1
3024,474,460,0
3030,724,14,1
3037,867,5,1
3038,979,2029,0
3060,210,2496,0
3066,803,2984,0
3077,825,262,1
3082,371,2273,0
3085,20,582,0
3087,541,169,1
3090,564,2085,0
3120,410,507,0
3121,283,2075,1
3124,533,652,0
3127,570,357,0
3128,332,2287,0
3130,130,1588,1
3141,433,2863,0
3143,739,44,1
3148,264,2592,0
3149,616,1550,0
3150,354,1568,0
3151,82,2618,0
3187,139,682,0
3188,50,2587,0
3197,760,428,0
3208,622,2792,0
3214,533,378,0
3222,724,2055,1
3226,81,1544,0
3227,997,2036,0
3238,332,582,0
3242,709,473,0
3243,557,553,0
3247,857,2555,0
3256,745,2708,0
3260,808,114,1
3270,853,2637,0
3271,102,1379,0
3278,88,2986,1
3283,903,1096,0
3284,136,845,1
3286,248,2695,0
3290,11,728,0
3303,815,1259,0
3304,102,1875,1
3312,433,447,1
3322,874,2060,0
3323,684,2863,1
3334,849,1079,1
3358,857,99,1
3372,759,1192,0
3373,337,2340,0
3375,674,1948,1
3388,213,1903,1
3391,826,2388,1
3394,326,761,1
3399,5,689,1
3406,87,1830,1
3415,623,2681,1
3418,627,2669,0
3423,320,2951,0
3426,548,716,0
3439,560,2351,0
3443,857,1383,0
3450,94,2244,0
3451,789,2677,1
3455,249,222,0
3459,509,1526,0
3463,520,2297,0
3468,229,830,1
3469,928,234,1
3476,226,481,1
3479,258,1529,0
3484,993,1847,0
3488,716,895,0
3491,565,2553,0
3492,904,2413,0
3494,479,2473,0
3495,830,501,0
3498,82,2355,0
3499,369,417,0
3502,433,1092,1
3510,696,2008,1
3511,597,1686,1
3515,379,1834,0
3518,725,546,1
3523,857,1365,1
3525,46,1631,1
3526,154,1114,0
3527,959,1874,0
3533,88,331,0
3543,489,2867,1
3551,699,26,0
3557,547,1079,0
3562,662,1034,1
3569,227,561,1
3575,943,2231,0
3581,82,834,0
3611,226,28,1
3616,648,1606,0
3617,498,1604,1
3618,859,1225,0
3633,367,1913,1
3640,326,1310,1
3652,573,1970,0
3661,354,1166,0
3668,787,97,0
3679,94,373,0
3683,733,198,0
3701,540,1539,1
3706,511,2038,0
3714,905,2546,0
3720,591,1687,0
3721,621,1430,0
3724,942,776,1
3734,116,1772,1
3737,710,152,0
3738,180,1244,1
3741,303,2947,0
3752,648,2135,0
3753,564,569,0
3759,901,1524,1
3762,618,2141,0
3772,128,1199,1
3781,443,2854,0
3783,433,2936,1
3784,801,2780,0
3786,212,2757,0
3788,685,565,0
3793,685,2115,0
3796,248,2452,1
3801,100,397,0
3803,844,553,1
3805,724,1181,1
3809,88,680,1
3814,316,2995,0
3826,268,2389,1
3832,356,2856,1
3834,657,2907,0
3840,751,1835,0
3842,863,554,0
3848,49,261,0
3852,906,1789,0
3853,897,10,0
3854,114,2873,0
3867,724,1629,0
3872,199,2285,0
3877,105,1693,0
3880,94,750,1
3897,286,2459,1
3901,340,814,0
3906,656,2686,0
3908,854,1691,1
3916,993,716,0
3918,363,936,1
3920,876,188,1
3925,212,2368,1
3935,408,2096,0
3937,683,846,1
3943,744,2417,0
3950,533,2917,1
3959,430,281,1
3962,11,2470,0
3964,321,477,1
3969,826,2218,1
3977,584,2386,1
3992,993,947,0
3993,457,2949,1
3995,717,2387,0
4003,605,2553,1
4004,169,682,0
4010,759,1935,0
4013,795,1194,0
4014,722,1511,0
4026,723,2845,0
4031,407,2532,0
4033,87,1190,0
4046,724,510,0
4056,53,2718,0
4063,22,2077,1
4067,556,1533,1
4072,764,2851,0
4085,431,2608,0
4087,99,397,0
4089,311,1641,0
4100,967,1717,0
4113,570,1499,1
4115,66,2330,0
4116,388,1213,1
4117,184,382,0
4129,482,1648,0
4130,748,1620,0
4140,515,2210,0
4147,70,921,1
4149,51,2729,0
4154,512,1210,0
4157,739,1033,0
4164,281,2976,0
4174,66,597,1
4175,839,2844,0
4181,13,1107,0
4187,577,2018,1
4194,640,1145,0
4196,251,2216,1
4199,577,22,1
4215,333,2063,0
4218,780,1213,1
4227,260,1595,0
4235,974,1644,0
4241,382,2605,1
4243,838,2473,0
4254,733,615,1
4259,252,1747,0
4263,722,2290,0
4272,257,2165,0
4293,949,2268,0
4309,566,1856,1
4311,509,469,1
4326,41,611,0
4329,124,808,0
4330,759,837,1
4356,579,1900,0
4372,564,630,0
4374,167,2564,0
4383,190,2416,0
4385,501,636,0
4396,809,2860,1
4402,44,1533,0
4404,876,778,0
4409,497,688,0
4412,154,945,0
4417,833,1659,0
4420,454,2513,1
4421,959,1861,1
4428,1000,1400,1
4436,840,1665,1
4440,451,2886,1
4451,35,917,1
4458,668,391,0
4465,316,308,0
4471,448,1739,0
4481,993,1684,1
4488,310,1065,0
4492,345,2199,0
4497,825,2350,1
4498,67,410,0
4507,154,1060,0
4509,90,1704,0
4528,975,2212,0
4531,84,2395,0
4532,982,758,0
4540,422,921,1
4555,568,952,0
4567,942,2785,0
4579,354,2086,0
4580,927,1976,0
4584,956,2509,1
4600,383,1273,0
4605,378,1894,0
4612,564,2656,0
4614,736,1287,0
4617,169,87,1
4622,30,1459,0
4625,691,1375,0
4629,329,668,0
4630,725,916,0
4638,891,62,0
4645,668,1902,0
4650,844,1928,1
4655,597,261,0
4660,506,1777,1
4676,407,785,0
4678,546,1209,1
4683,536,65,1
4686,90,1904,0
4692,728,2611,1
4695,570,1408,0
4696,942,1790,0
4701,97,17,1
4719,663,1632,1
4722,70,884,1
4726,586,571,0
4732,562,1314,0
4734,275,2764,0
4735,736,1084,0
4740,326,2202,0
4746,556,1590,1
4749,908,1272,1
4751,848,164,0
4756,824,2807,0
4757,710,2424,0
4760,160,2940,0
4764,867,213,0
4765,10,1382,0
4766,498,2333,0
4767,717,151,0
4771,724,528,0
4773,993,2798,0
4774,811,1107,1
4776,87,1477,0
4784,431,1736,0
4790,681,14,1
4792,629,972,1
4794,20,2473,0
4810,857,1425,1
4815,577,2037,0
4818,437,321,0
4834,226,1814,0
4845,333,1726,1
4855,836,864,0
4858,665,2878,0
4859,308,1959,0
4861,75,1810,0
4869,978,2721,1
4871,433,1536,0
4875,515,739,0
4888,428,2067,1
4890,168,667,1
4891,848,1908,1
4892,167,823,0
4895,993,1809,0
4896,87,1826,1
4900,169,1630,0
4907,831,295,0
4930,603,1921,1
4932,972,1759,1
4935,671,458,0
4960,577,1941,1
4979,684,691,0
4980,725,674,0
4984,811,2401,0
4997,700,1245,0
4999,616,2391,1
5014,533,686,1
5020,419,2496,0
5025,974,481,0
5031,564,1349,0
5033,530,2505,0
5035,130,1467,0
5043,269,2971,0
5044,971,2816,0
5046,308,2153,0
5047,793,216,0
5060,66,1622,0
5065,684,1145,0
5070,895,918,1
5080,559,1781,0
5081,840,1340,0
5082,519,747,0
5083,584,588,0
5086,724,1980,0
5088,546,2038,0
5089,320,2313,1
5092,354,1906,1
5095,433,2462,1
5099,616,1077,0
5100,798,1043,1
5101,428,314,0
5103,40,762,0
5104,360,2948,0
5105,74,2582,1
5118,375,610,0
5128,725,2990,0
5141,406,365,0
5144,645,2148,1
5146,478,2747,1
5153,169,2278,0
5154,826,2380,0
5163,639,473,0
5166,66,1132,1
5179,127,2667,1
5180,898,28,1
5183,328,689,0
5185,835,526,1
5186,592,376,1
5190,363,2331,0
5196,50,206,0
5198,857,737,0
5205,648,1037,0
5208,87,2994,0
5212,408,290,0
5214,724,1649,0
5217,526,1537,0
5221,215,1568,1
5224,59,590,0
5265,269,1621,0
5284,258,350,0
5286,876,2452,0
5292,509,1419,1
5293,464,447,1
5300,993,2705,0
5302,457,953,1
5304,76,537,0
5310,562,1442,0
5317,630,2713,0
5318,807,2445,0
5330,44,476,0
5338,258,1456,0
5339,724,2797,0
5343,52,1679,0
5350,169,761,0
5366,495,1213,1
5371,409,1064,0
5377,16,2168,0
5380,546,2031,0
5383,420,2616,0
5387,318,2571,0
5390,556,81,0
5402,50,2180,0
5413,167,394,0
5422,269,2615,0
5424,922,1390,1
5430,75,791,0
5441,522,2022,0
5445,285,1837,1
5447,1,1140,0
5450,384,2583,0
5453,260,477,0
5459,55,2090,0
5469,258,2204,0
5473,974,2257,1
5476,724,1632,1
5477,228,50,1
5480,91,2377,0
5483,645,2110,1
5484,636,2447,0
5485,345,2944,0
5487,423,2515,0
5499,90,917,1
5509,993,75,0
5513,500,1616,1
5514,340,2504,0
5517,477,1231,0
5521,284,1258,0
5540,993,1974,0
5545,10,2526,0
5547,588,2773,1
5549,728,322,1
5555,60,2798,0
5556,776,428,0
5557,332,1925,0
5566,530,2757,0
5574,825,2547,1
5588,326,1887,0
5590,726,2329,0
5595,578,1814,0
5603,663,1598,0
5605,946,672,1
5611,101,1476,0
5614,650,2943,0
5615,66,555,0
5616,138,920,0
5626,102,1909,0
5627,383,483,1
5636,648,2,1
5639,90,1908,0
5644,824,568,0
5646,448,665,0
5648,430,393,0
5649,269,781,0
5654,383,1035,1
5656,403,2205,0
5663,491,189,0
5666,82,2250,1
5669,325,1426,0
5676,657,69,1
5681,431,2697,0
5686,700,68,0
5688,844,1012,0
5689,112,1326,1
5695,645,1949,0
5700,82,1039,0
5702,221,57,1
5704,819,1699,1
5723,989,1761,0
5726,183,1340,1
5730,503,474,1
5739,724,1520,1
5741,577,620,0
5746,260,278,0
5751,388,1569,0
5755,564,161,0
5764,87,1840,1
5776,328,1278,0
5782,951,1671,1
5791,87,1956,1
5801,728,869,1
5810,598,1079,1
5814,30,641,0
5815,154,2935,0
5831,246,2980,1
5853,598,1961,0
5859,354,906,0
5870,70,1042,0
5871,408,2144,0
5882,526,1769,0
5890,356,1706,0
5893,558,2822,1
5899,360,2116,0
5900,908,667,0
5902,347,2539,0
5905,91,1439,0
5923,907,47,1
5924,12,33,0
5925,226,2656,0
5932,407,1400,0
5935,414,1560,0
5943,139,864,1
5950,169,722,1
5966,258,2874,0
5968,75,1499,0
5972,247,2531,0
5985,162,1119,0
5989,577,2725,1
5995,942,2416,0
6002,976,2032,0
6007,25,1967,1
6010,648,15,1
6020,260,928,1
6023,979,1367,1
6034,428,1261,0
6038,152,1968,0
6043,724,1450,0
6044,739,1112,1
6057,993,2502,0
6058,77,474,0
6059,168,2103,0
6072,942,680,1
6077,993,2241,0
6084,82,592,0
6093,993,2682,0
6097,857,340,0
6098,321,1547,0
6101,478,2715,1
6107,498,1853,0
6108,82,565,1
6110,156,2194,0
6115,92,1700,1
6117,20,227,0
6120,894,1643,1
6133,82,1216,0
6138,678,2433,1
6145,377,27,1
6147,419,2609,0
6148,622,1948,0
6149,11,2107,0
6150,656,1226,0
6168,456,2792,0
6176,506,2542,1
6194,101,1675,0
6196,415,1411,0
6208,841,2664,0
6209,993,2000,0
6215,213,2968,0
6220,668,1740,0
6230,942,1908,1
6234,540,2307,0
6235,464,459,0
6236,603,1197,0
6237,174,1722,1
6245,577,2362,1
6248,461,625,1
6252,528,1324,1
6257,82,626,1
6269,407,2335,0
6276,228,1632,1
6280,747,1582,0
6285,275,489,0
6292,287,1663,0
6295,691,1013,0
6301,895,2848,1
6311,355,2211,1
6315,84,1730,1
6317,959,1033,0
6322,586,2757,1
6328,476,1050,0
6332,262,28,1
6333,22,384,0
6342,406,1739,1
6344,72,477,1
6354,59,298,0
6356,350,2000,0
6357,645,2682,0
6359,354,2108,0
6360,97,1394,1
6378,927,2371,0
6384,533,2491,0
6390,564,1139,0
6402,730,1932,0
6403,169,2735,0
6404,11,240,1
6412,536,173,0
6416,922,2102,1
6421,332,2480,1
6446,283,2295,0
6449,924,2653,0
6455,701,1347,0
6459,518,2800,0
6461,315,338,1
6468,564,1386,1
6474,993,1192,0
6478,44,83,0
6492,906,2030,1
6501,248,560,0
6511,354,1949,0
6518,25,1452,0
6532,343,491,0
6539,959,102,1
6554,852,2738,0
6564,541,161,1
6565,530,199,0
6569,226,787,0
6570,798,1902,0
6583,909,451,0
6599,162,1412,0
6601,833,2240,1
6603,187,1568,1
6604,216,1163,0
6612,795,605,0
6614,521,634,0
6618,813,937,0
6622,363,582,1
6623,115,2711,1
6632,904,1654,0
6648,866,903,0
6649,993,2865,0
6657,795,2217,0
6662,530,293,0
6664,927,719,0
6666,759,2482,0
6667,669,418,1
6671,577,1862,0
6672,719,1192,0
6677,406,2109,0
6680,880,2408,0
6681,623,556,0
6694,897,2305,0
6702,176,2240,1
6714,300,940,0
6725,659,1260,0
6728,700,1460,1
6746,413,2579,0
6748,768,2822,0
6753,169,2491,0
6759,139,828,1
6760,102,1325,0
6761,495,1889,0
6768,431,160,0
6769,959,363,0
6776,16,885,1
6788,212,398,0
6793,48,2534,0
6800,114,2943,0
6820,660,814,1
6826,569,2789,1
6842,970,1476,0
6849,162,865,0
6853,979,1990,0
6855,239,1699,1
6858,333,1501,1
6861,723,2488,1
6864,96,2102,1
6869,375,1415,0
6872,554,1136,0
6885,438,36,0
6891,380,1991,0
6892,847,2124,0
6898,841,98,0
6899,767,1032,0
6901,422,1350,0
6911,30,2048,1
6922,477,1043,0
6923,116,477,1
6925,429,807,1
6939,974,1992,1
6943,946,2331,0
6949,993,1800,0
6950,616,2075,0
6955,363,2106,1
6960,603,1759,0
6966,97,723,0
6969,212,403,0
6979,653,866,0
6996,25,826,1
7000,738,2718,1
7006,321,1355,0
7007,340,1097,1
7013,869,1995,0
7024,478,1023,0
7028,540,1631,1
7030,82,2915,0
7044,391,2386,0
7051,993,2107,0
7052,710,1212,1
7061,661,2262,1
7062,993,1670,1
7064,388,1702,0
7069,499,1221,0
7070,183,821,0
7082,817,672,1
7083,975,2116,0
7094,388,403,0
7109,27,1549,0
7111,850,2289,0
7112,347,1960,1
7115,234,592,0
7121,407,767,1
7128,774,249,1
7129,169,450,0
7130,312,2741,1
7132,0,2931,1
7133,356,1492,0
7156,180,2670,0
7159,306,998,0
7161,857,2147,0
7169,515,2755,0
7184,396,2439,1
7191,622,974,0
7213,648,3,1
7223,993,303,0
7224,834,1270,0
7225,826,2243,1
7228,993,932,0
7232,245,1568,1
7234,92,1181,0
7239,901,1020,0
7245,570,2367,0
7250,49,720,0
7251,662,2015,0
7258,974,378,1
7260,847,2270,1
7262,863,483,1
7266,377,2116,0
7269,514,2898,1
7272,573,1250,0
7275,661,926,0
7285,619,755,1
7290,541,1977,1
7294,519,1482,1
7297,388,2167,0
7300,569,423,0
7323,795,219,1
7324,407,2817,0
7332,464,1085,1
7333,436,1979,0
7355,443,1155,0
7356,585,1213,1
7357,41,914,1
7367,90,1015,1
7369,461,35,0
7370,974,209,0
7371,189,562,0
7374,570,1605,1
7378,795,2746,1
7387,868,1644,0
7393,333,2479,0
7394,776,1951,1
7410,492,2615,1
7413,564,1400,1
7420,570,951,0
7423,798,690,0
7425,116,1101,0
7426,993,1693,1
7436,427,485,0
7442,380,1746,0
7452,625,1118,0
7457,3,1638,0
7462,684,2869,1
7464,298,107,0
7477,379,686,1
7484,741,854,0
7485,247,767,1
7493,405,2830,0
7499,650,1120,0
7501,185,1501,0
7503,509,2881,0
7509,53,1447,0
7512,405,1702,0
7517,43,174,0
7523,51,2170,0
7535,248,238,0
7539,956,2886,0
7544,781,1161,1
7547,116,1206,0
7548,144,1872,0
7557,139,565,0
7561,667,1176,0
7573,43,2642,0
7576,894,2769,0
7580,138,802,1
7581,270,581,0
7582,633,1208,1
7587,728,323,1
7589,740,1898,1
7594,169,367,1
7596,42,1864,0
7597,154,607,0
7605,993,254,1
7606,390,1475,1
7615,536,2067,0
7619,436,1770,0
7622,262,908,0
7628,564,2344,0
7633,204,1658,1
7637,717,1671,0
7643,441,1278,0
7650,415,306,0
7655,795,2190,0
7660,850,92,1
7662,902,806,0
7671,814,1632,0
7687,567,2667,0
7696,425,1064,0
7697,428,1097,0
7706,112,950,0
7707,591,2608,0
7709,22,2417,0
7710,90,722,0
7712,661,1278,0
7718,112,2295,0
7722,286,1346,1
7723,887,2501,0
7726,521,637,0
7729,48,1213,1
7732,251,1289,0
7738,891,2782,0
7740,459,1152,1
7742,375,2798,1
7743,433,648,0
7744,755,1251,0
7758,135,32,0
7764,586,22,0
7768,986,1385,0
7769,993,1659,1
7778,795,2715,1
7784,628,2292,1
7788,49,2709,1
7794,724,757,0
7796,160,1403,1
7815,326,1427,0
7818,723,2843,0
7825,940,1294,0
7832,54,738,1
7854,830,380,1
7857,811,2959,0
7860,706,2048,0
7866,436,2569,0
7868,841,55,0
7871,310,91,0
7878,956,791,1
7893,723,805,0
7911,989,2431,0
7931,470,518,0
7938,163,1995,1
7962,360,328,0
7963,436,750,1
7964,833,1064,1
7966,168,715,1
7975,426,391,0
7986,696,1440,0
7999,680,2239,0
8002,589,1761,1
8004,844,2324,1
8009,681,35,1
8016,894,1182,0
8020,961,2304,1
8021,847,1379,1
8022,408,2320,0
8023,810,476,0
8027,401,49,0
8043,82,2576,0
8053,476,1322,0
8057,659,2933,0
8063,223,1198,1
8069,260,590,0
8070,173,2540,1
8071,383,845,0
8073,356,2497,0
8074,428,346,0
8079,603,2204,0
8080,116,834,0
8086,211,745,0
8105,857,929,0
8109,89,1372,1
8110,284,1149,1
8113,279,2455,0
8116,501,1983,1
8117,844,2943,0
8120,37,859,1
8131,82,631,0
8155,312,519,0
8160,141,1641,0
8161,298,2240,0
8162,58,579,1
8170,661,995,0
8174,222,829,0
8179,680,2228,0
8184,971,2472,1
8212,471,2318,0
8215,436,2531,1
8236,610,693,0
8241,974,230,1
8245,718,2836,1
8247,703,568,0
8251,694,738,1
8261,839,2628,1
8272,104,1961,0
8275,916,1190,1
8285,300,664,0
8293,356,2243,0
8294,699,2155,0
8297,987,2350,1
8307,55,1216,0
8310,340,1090,1
8329,557,129,0
8335,194,113,1
8342,916,2621,0
8349,564,513,0
8354,180,2198,1
8356,363,1255,0
8357,759,2656,0
8359,857,1036,0
8363,559,1638,0
8381,160,787,0
8383,109,2525,1
8396,329,1724,1
