id,x3,x4,x5
346,-0.558987,-0.152049,-0.75742
317,1.062512,0.483572,0.140173
499,1.545938,0.615079,0.670714
478,-0.725988,0.124117,-0.33884
47,-0.213029,2.026595,1.032677
456,-0.620162,0.360831,-0.325481
211,-0.587641,-0.191501,-0.421538
490,-0.452984,-0.296707,-0.469885
113,-0.889826,-0.103829,-0.314031
359,-0.77521,0.040829,-0.95017
344,-0.640202,0.597545,-0.908185
532,-0.188419,-0.261639,-0.622558
261,0.593149,-0.366845,-0.672177
4,1.220724,0.220556,-0.313395
226,-0.85291,0.075898,-0.884012
464,-0.339247,-0.182734,-0.367466
277,0.624792,-0.353694,-0.879559
257,0.084761,1.93454,1.247056
260,1.693603,0.869327,0.255951
301,-0.578851,-1.199727,-0.244691
537,-0.690654,1.94769,0.450609
403,-0.526817,-0.664929,-0.371919
233,1.742824,-0.441366,0.138901
487,1.51078,0.834259,0.75214
141,0.619518,-0.042459,-0.195073
68,-0.977194,0.693984,1.159269
363,0.225746,0.062747,-0.549402
379,-0.654793,3.771263,4.348873
51,-0.393567,-1.028767,-0.611108
195,-0.492186,-0.993698,-0.659455
239,0.927153,0.181104,0.758501
161,1.080091,-0.875341,-0.335023
169,-0.152733,-0.472051,-0.57612
212,2.845036,-0.796437,-0.653093
120,-0.650574,0.983301,-0.097107
367,-0.449996,0.194255,-0.237058
171,0.198674,0.338913,-0.634009
348,-0.711573,0.90878,-0.905004
409,-0.47531,-0.366845,-0.47561
112,-0.301628,-1.879621,1.049853
524,-0.886134,0.417818,-0.19062
62,0.138729,1.386591,2.356484
393,2.110228,0.781656,2.01933
75,0.601939,0.772888,-0.316575
124,-0.436812,-1.309316,-0.007411
231,-0.752884,-1.768278,-0.706529
285,-0.55635,-1.25233,-1.196102
448,-0.088042,-1.028767,0.067653
460,1.349052,1.211247,-0.062755
218,1.983658,0.128501,0.440431
467,-0.87963,0.281926,-0.819126
525,-1.063508,1.390974,-0.195709
80,-0.624908,1.022753,-0.551311
472,0.045735,-1.133973,0.157985
549,-0.659188,-0.524654,-0.578665
527,-0.554943,-0.138898,-0.298127
168,1.370147,0.229323,0.818934
351,0.061029,0.992068,1.59248
57,0.184435,0.194255,1.111558
560,-0.305671,-0.362461,-0.177261
424,-0.878399,0.325762,-0.75742
355,-0.585707,-0.998082,-0.343929
42,1.354326,-0.33616,3.117943
217,-0.838319,-1.62625,-0.728794
286,-0.587992,-0.91041,0.17198
135,-0.399017,0.417818,-0.64864
521,3.096417,0.080281,1.046672
278,-0.248715,-1.199727,-1.132615
504,-1.020263,2.535091,0.571476
97,-0.904416,-0.033692,-1.014866
84,-0.54967,0.233707,-0.343293
553,-1.027998,-0.967396,-1.089612
469,-0.619635,2.000293,0.213329
87,1.305104,-0.327392,0.421983
22,0.176348,0.290694,2.170095
19,-0.297761,0.509873,-0.489605
265,4.485168,0.338913,0.064472
38,-0.319559,-1.68762,-1.291078
479,0.103922,0.233707,1.220974
17,0.763667,2.039746,1.075298
189,-0.586937,-0.998082,-0.56785
178,-0.477771,-2.240829,-1.399158
164,2.676276,-0.419448,0.661808
451,0.950006,0.895629,-0.443803
290,-0.199142,-1.426358,-0.044944
67,-0.72757,-0.147665,-1.03554
110,-0.902834,0.62823,-0.494694
556,-0.937465,-0.257255,-0.854113
150,-0.463884,-0.11698,-0.914547
321,1.364873,-1.182192,-0.639734
526,-0.282643,1.316453,0.36982
18,2.667486,0.825491,0.386359
446,0.978132,0.338913,0.775677
432,1.051965,1.496181,0.254042
523,-0.314109,0.444119,0.014854
418,-0.551428,-0.042459,-0.595204
272,2.642876,-0.22657,1.388279
153,-0.7731,0.075898,-1.0468
509,0.050658,1.789881,1.542225
288,-0.778726,-1.296166,-0.445075
258,0.607213,0.790423,1.672634
228,-0.451051,-0.423831,0.579746
476,-0.091558,-0.748217,0.563842
423,-0.30198,-0.774519,0.397174
64,0.013566,2.311528,0.965882
137,-0.735833,-0.586024,-0.569123
343,1.159197,-0.463284,0.58229
302,1.433432,0.102199,0.539669
561,-0.77521,-1.740223,-1.267986
8,-0.248363,1.662757,1.81831
502,-0.57762,1.123576,-0.5036
28,0.682803,1.390974,2.269333
457,-0.435405,-0.152049,-0.941264
136,-0.586937,-0.230954,-0.963529
365,1.581096,0.014527,-0.106013
384,-0.451578,-0.69123,0.090554
81,-0.467048,0.930698,1.430264
306,-0.428374,-0.857807,-0.761237
282,1.313894,0.851793,0.767407
475,-0.483045,0.010144,0.042844
118,0.688077,2.329063,1.515507
55,-0.658133,-0.327392,-1.062767
557,-0.966822,-1.098904,-1.162132
284,-0.500975,-1.451345,-0.143545
256,1.837752,-0.187118,1.772508
426,-0.773804,0.014527,0.288394
387,-0.237816,-2.083458,-0.833121
497,-0.480408,-0.209036,-0.023315
298,-0.107027,-1.662195,-0.238966
157,0.266178,-1.956334,-0.529682
249,-0.683447,0.28631,-0.611108
342,-0.774507,0.413434,-0.211612
508,0.083706,0.132884,-0.751695
267,-0.385129,-1.396988,-0.516959
338,-0.87295,0.343297,-0.725613
360,-0.518379,-1.728826,-1.342223
12,0.793551,-1.256713,0.865372
210,1.363115,-0.638627,0.240047
533,1.343778,-0.993698,-0.005503
167,0.666982,-0.682463,-0.269501
79,-0.454391,-0.152049,-0.255506
369,2.366883,-0.130131,0.853922
437,-0.229554,-0.564106,-0.821034
485,-0.527344,-0.651778,0.965882
408,0.823436,0.693984,0.758501
308,-0.319735,-1.847183,-1.24623
414,0.089332,-0.770135,-0.989865
41,-0.644421,2.565776,0.098824
276,-0.742864,-0.283557,-1.150045
146,-0.507831,0.268776,0.985603
405,-0.71755,0.172337,-0.571667
35,0.612486,1.049055,0.822115
13,-0.007178,-0.844656,-0.393548
166,-0.820212,0.492339,-0.817853
173,-0.850976,-0.472051,-1.093302
531,-0.580082,0.992068,0.268037
388,-0.756928,-0.97178,0.169436
205,0.191466,0.733436,0.5015
6,1.27522,0.51864,0.021215
144,-0.772397,-1.085753,-0.839482
540,-0.743216,0.093432,-0.270137
30,1.387726,0.733436,1.090566
435,-0.019835,1.268234,0.652266
31,0.014269,1.37344,2.056226
203,0.478885,3.955374,1.696171
59,-1.064738,1.794265,-0.829304
95,1.528359,-0.586024,0.633818
37,-0.588344,-1.549975,-1.323648
331,-0.432944,-0.156432,0.451882
237,1.528359,-0.419448,-0.147362
10,0.473611,-0.625477,-0.630828
389,0.760151,-0.318625,-0.08184
324,-0.522949,-0.296707,-0.391004
179,-0.544747,-0.708765,-1.271103
220,-0.30655,-0.05561,-0.043671
50,-0.640026,-1.046301,-1.069447
401,-0.511699,0.220556,-0.615561
368,3.977131,0.172337,-0.581845
29,0.608971,-0.301091,0.171344
78,1.305104,1.382207,2.303684
204,-0.356299,0.448503,-0.104741
214,-0.121794,1.03152,0.96461
127,1.155681,-1.326851,-0.177261
46,-1.122222,-0.11698,-0.754239
554,-0.5008,-0.423831,-0.586935
449,2.006511,0.194255,0.355188
564,2.015301,0.378365,-0.273318
297,-0.574808,-0.818354,-1.110223
491,0.579086,-1.4794,-0.982868
492,0.958795,-0.064377,-0.137184
181,2.124291,0.733436,3.207003
427,-0.68749,-0.090679,-0.538588
471,-0.550197,-1.239179,-0.998771
515,-0.706651,0.698367,-0.616197
445,-0.644597,-0.05561,-0.458434
506,-0.642136,0.343297,-0.144817
93,-0.318504,0.067131,-0.5036
453,-0.22973,0.102199,-0.677266
357,-0.327294,-0.748217,-0.976252
544,-0.33749,-0.261639,-0.321664
26,0.028684,0.882478,2.608395
356,-0.50871,0.084665,0.073378
227,-0.127243,-0.822738,0.689798
377,-0.351553,-0.945479,-0.690625
234,-0.957505,0.790423,-1.012194
341,-0.92639,-0.39753,0.555572
129,1.245335,-0.213419,0.838655
289,-0.740579,-0.901643,-0.999916
539,-1.154919,1.193713,0.331651
145,-0.652156,0.439736,-0.016317
138,0.159648,0.382749,-0.240875
410,-0.631588,0.56686,-0.585662
56,2.222734,1.316453,0.616006
216,-0.614185,0.356447,0.320201
281,-0.60979,-1.261097,-1.076762
16,0.452516,0.615079,-0.427264
444,0.723235,-0.266022,0.078468
547,-0.91971,0.601928,-0.188711
270,-0.344521,-2.047074,-1.297121
44,-0.245902,0.786039,0.866009
34,0.66874,0.536175,2.074674
371,-0.108082,-0.866574,-0.512506
310,-0.698741,-0.441366,-0.925997
538,-1.112026,-0.296707,-1.08694
72,1.407063,1.145493,3.086136
73,-0.11986,0.382749,0.635726
279,-0.370187,-0.607942,-0.520776
196,-0.129529,1.811799,0.368547
74,-0.473728,-0.647394,-0.445075
23,3.048953,0.338913,0.036482
334,-0.591156,-0.445749,-1.041647
400,0.74433,2.407967,2.146558
431,-0.641257,0.553709,0.05493
254,1.918616,0.759738,0.393357
48,-0.523828,0.746587,-0.245964
130,-0.589574,0.452886,0.02694
555,-0.919359,0.264392,-0.529682
520,-0.973854,2.307145,-0.283496
122,2.096165,1.632072,1.082296
496,-0.433999,0.917547,0.826568
225,-0.012979,-0.11698,-0.647368
326,-0.22973,-0.187118,-0.912002
106,-0.630885,1.597003,0.074651
381,-0.762026,-1.002465,-0.356652
415,-0.628776,0.448503,-0.226243
71,-1.048038,-0.511503,-0.067845
558,-0.258559,-1.304933,0.399718
21,-0.994422,0.001377,-0.887193
316,-0.646003,-1.414523,-1.278291
463,-0.677646,0.080281,-0.46734
454,-0.434351,-0.432599,-0.652457
413,-0.023702,-1.08137,0.510406
330,0.332978,0.487955,1.231153
468,0.978132,-0.511503,1.426448
322,-0.49412,0.978917,-0.198253
307,-1.046104,-1.479838,-1.284653
373,1.87291,1.044671,0.325926
304,-0.686963,-0.787669,-0.479427
529,-0.581312,0.864944,-0.579301
40,-0.162929,-1.006849,-0.317847
115,-0.523125,0.772888,-0.091382
2,1.456285,0.527407,1.082932
39,-0.24643,1.255083,1.070209
