id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
275,-0.635423,-0.449042,-0.649530,-0.623681,1.860245,-0.611014,-0.370489,0.647967,0.742534,-0.573791,0.851874,1.952500,0.571731,0.187079,2.379770,-0.591766,-0.637401,1.184757,0.755252,-0.299917
219,1.534446,3.067156,1.484123,1.615766,-0.865392,0.164101,0.322671,0.450127,-1.400570,-1.370484,1.205577,0.188958,0.918747,1.530503,-0.500680,0.053758,-0.174198,-0.164827,-0.874465,-0.582092
236,2.579618,1.787269,2.534473,2.887080,-0.090400,1.210223,1.333347,1.928896,0.355534,0.041449,2.356193,-0.459670,2.168700,2.540382,-0.204335,0.176156,0.433571,0.870070,-0.562083,-0.280626
336,-0.323007,-1.177414,-0.324951,-0.399850,-0.123848,-0.088901,-0.645568,-0.720662,-0.582759,1.358404,-0.807640,-1.044433,-0.962418,-0.570440,-0.603351,-0.135708,-0.025323,-0.726884,-0.502754,0.720983
20,-0.297446,-0.833008,-0.261106,-0.383638,0.792763,0.429422,-0.541362,-0.459627,0.567289,0.753087,-0.793925,-0.851206,-0.734160,-0.564720,-0.981366,-0.363178,-0.494494,-0.860707,-0.455534,-0.518168
193,-0.507616,1.761672,-0.445638,-0.504797,0.500985,0.586719,0.247342,-0.085098,0.479666,0.931705,0.000462,1.074358,-0.110916,-0.129746,0.685701,0.724991,0.190198,0.229342,-0.213376,0.710014
200,-0.538858,0.062913,-0.553145,-0.551441,-0.035603,-0.444810,-0.589196,-0.202461,0.611100,-0.378161,-0.186856,0.198029,-0.276256,-0.288158,0.157680,-0.429687,-0.592971,-0.064257,-0.667421,-0.172825
83,1.412320,1.629029,1.529432,1.356952,1.789079,1.416794,1.317025,2.527316,-0.648476,1.338557,0.410829,3.071950,1.452886,0.588830,0.168014,1.957356,-0.349930,1.076077,1.212928,2.494604
376,-1.010321,0.216499,-0.898730,-0.900412,-0.400681,1.168530,1.747661,0.270601,1.374147,3.076540,-1.059924,0.025667,-0.249030,-0.728456,0.486027,2.847676,4.032102,2.821453,-0.529391,3.179239
295,-0.101476,-1.400813,-0.161014,-0.205313,-0.311725,-0.798444,-0.981414,-0.767349,-0.801815,-0.521339,-0.671573,-0.947547,-0.686637,-0.497174,-0.897696,-0.968294,-0.915854,-0.805718,0.120800,-0.753819
77,1.114105,-0.730617,1.162839,0.998595,0.721598,2.089571,0.999384,1.523931,1.242713,0.557457,2.076840,-1.208994,1.705351,2.078346,0.299686,1.839429,0.486953,1.444293,0.649913,1.232757
441,0.892574,1.426574,0.841556,0.779031,-0.928729,0.124303,0.396746,0.217723,-1.258183,-1.237230,0.378346,0.838493,0.206398,0.396975,0.356021,0.983760,0.581119,0.912245,-0.557239,-0.021146
109,-0.791630,0.458514,-0.802757,-0.734885,-0.624141,-0.731356,-0.470426,-0.771992,-1.185164,0.353322,-0.616352,-0.418666,-0.628223,-0.526437,0.690702,-0.553761,-0.247475,-0.869628,-0.588720,-0.498499
319,-0.482055,-0.532817,-0.550673,-0.505082,-1.479550,-1.322832,-0.946385,-0.823580,-1.239928,-1.018918,-0.098791,1.783766,-0.187646,-0.201911,0.105345,-0.820913,-0.727290,-0.096699,1.669394,-0.315425
349,-0.618382,-1.007538,-0.607104,-0.648993,1.383436,0.308132,-0.967854,-0.800881,2.363553,0.427038,-0.159426,-0.302729,-0.203487,-0.301139,-0.413676,-0.073111,-0.798345,-0.207002,0.823055,-0.257553
89,0.145616,-0.942380,0.156563,-0.008501,1.198406,0.560187,0.136356,0.560267,1.111279,0.093901,0.383760,-0.870256,0.469260,0.053308,-0.511014,1.041885,0.413345,0.719215,0.451344,0.395687
419,-0.842753,0.493420,-0.865778,-0.780960,0.387120,-0.844497,-1.002443,-0.984276,-0.717843,-0.192455,-0.428312,0.836678,-0.444567,-0.469672,-0.044328,-0.896252,-0.826330,-0.914398,0.774624,-0.656230
562,0.310345,2.636649,0.470844,0.176365,0.600616,1.977758,2.086645,1.170295,1.155090,1.236490,-0.523235,-0.021506,-0.249525,-0.389146,-0.805359,1.283328,1.382525,0.694884,0.100217,0.887792
370,0.631281,0.930909,0.701509,0.527612,0.075415,0.859620,1.158832,1.001086,1.326685,-0.087553,0.093940,-0.353531,0.052444,0.113593,-0.468679,0.765232,0.955794,0.772745,1.383649,0.109729
546,-1.081325,-0.684076,-1.098091,-0.938523,-0.143774,-1.030979,-0.987817,-1.120082,0.267911,-0.111652,-0.702973,-0.453320,-0.747526,-0.602123,0.015008,-1.018930,-0.721952,-1.022105,-0.598406,-0.449704
49,-0.181000,0.700529,-0.208383,-0.267030,-0.629123,-0.518531,-0.518386,-0.388951,-0.009560,-0.796355,-0.618518,0.247017,-0.559909,-0.443050,-0.862028,-0.651568,-0.362861,0.007115,-0.500333,-0.695568
412,-1.343470,0.556251,-1.327108,-1.098077,-1.186348,-0.830283,-0.645945,-1.129548,-1.962815,0.629755,-1.034299,-0.063236,-0.837621,-0.737829,-0.508680,0.070525,0.180914,-1.081636,-0.124989,0.298098
417,0.389869,0.416627,0.450249,0.421527,1.113008,0.999861,0.795994,0.925768,0.998100,0.828220,3.482267,-0.006991,3.246381,2.995817,0.385689,0.749583,0.432244,1.556217,-0.043867,0.764104
440,-0.896716,-0.486275,-0.833650,-0.805988,-0.513123,0.131884,0.072451,-0.329883,-1.177862,0.510676,-0.533340,0.288747,-0.029731,-0.488154,0.508028,1.168195,1.074496,0.954419,-0.651681,0.446751
482,-0.186680,-1.216974,-0.191495,-0.308839,0.764297,0.211480,-0.388442,0.096492,-0.119089,0.509259,-0.889208,-1.167627,-0.873263,-0.604983,-0.863695,-0.612445,-0.615186,-0.487462,-0.431318,-0.381241
291,0.236501,-0.044132,0.208462,0.092180,-0.458325,-0.115812,-0.369108,-0.018808,0.246006,-0.606396,-0.423981,-0.487793,-0.344076,-0.340302,-0.569683,-0.241898,-0.548209,0.011981,-0.644416,-0.370650
198,1.435041,0.744743,1.463528,1.402458,-0.792091,0.728855,0.283751,0.484949,-0.162900,-1.064282,0.110182,-0.261000,0.478665,0.305448,-0.505680,0.642834,-0.160272,0.067133,-0.773970,-0.150508
542,0.174018,1.426574,0.112489,0.038995,-0.968582,-0.610256,-0.599491,-0.481036,0.103619,-0.850224,-0.368399,0.305076,-0.341105,-0.284418,-0.755357,-0.768936,-0.411933,0.144993,-0.223063,-0.442139
320,-1.101206,-0.723636,-1.048251,-0.940514,0.693131,0.128093,-0.270425,-0.239088,-0.250523,1.416525,-0.135245,0.461109,-0.628223,-0.388486,1.149720,0.959727,0.270107,0.591070,0.804894,1.437770
94,0.264902,0.125743,0.343154,0.144227,0.536567,0.965749,1.019472,1.011920,0.158383,0.006009,0.258520,-0.458037,0.415796,0.149676,0.736370,0.652335,0.556252,1.089053,-0.673475,-0.103983
116,-1.470424,-0.821373,-1.368711,-1.165198,-0.123848,0.378253,0.048094,-0.666494,-1.849636,1.252083,-0.331946,-0.431729,0.204913,-0.514776,3.769827,2.354171,2.013834,1.830352,0.399281,0.683158
429,-0.399691,-0.376903,-0.452640,-0.436823,-1.238299,-1.120430,-0.938852,-0.788500,-1.287391,-1.043018,-0.396190,-0.604636,-0.374767,-0.376165,0.098678,-0.767818,-0.879016,-1.001343,-0.138308,-0.989091
518,-0.354249,-0.248914,-0.309710,-0.460145,1.810429,1.170425,-0.509095,0.106035,-0.374655,1.379668,0.135085,-0.086823,0.153430,-0.131286,-0.589350,-0.122294,-0.591645,0.104441,-0.288445,-0.187576
323,1.764497,0.516691,1.809525,1.732374,1.468835,1.575986,2.105477,2.617595,2.765157,0.553204,0.595621,-0.351717,0.567276,0.631953,-0.518681,-0.065287,0.000208,0.307203,0.864222,-0.170177
248,-0.987600,1.380033,-0.986877,-0.875668,0.014925,-0.606466,-0.816190,-0.845247,0.311723,0.069801,-0.561131,0.501025,-0.677726,-0.521376,0.049342,-0.845505,-0.699073,-0.900448,0.125643,-0.444787
280,1.429361,1.701168,1.409980,1.374017,0.401353,0.776234,1.296937,1.230911,0.329977,-0.084717,0.833467,-0.391632,0.720240,0.644934,0.117012,-0.055227,0.264801,0.183924,-0.749754,-0.131973
391,-1.531771,-0.570050,-1.511641,-1.196199,0.536567,-0.569700,-1.114873,-1.261820,0.633006,1.159939,0.403250,1.564230,0.148975,-0.252735,2.926459,-0.325173,-1.057501,-1.913447,-0.229117,1.112474
462,0.077453,1.791923,0.011573,-0.024997,-1.879499,-0.987580,-0.678462,-0.813778,-0.381957,-1.200372,-0.626819,-0.554560,-0.563869,-0.436010,-0.561682,-0.485576,-0.403976,-0.880172,-0.775181,-0.719776
406,0.571638,-1.030809,0.507915,0.412710,-0.100363,-0.366351,-0.424349,-0.093868,-0.279730,-0.573791,-0.600833,-1.051691,-0.562879,-0.407187,-1.027701,-0.727578,-0.450396,-0.494600,-0.671053,-0.822282
416,-1.341198,0.560905,-1.333287,-1.091251,0.572150,-0.810194,-0.857873,-0.937589,0.779043,0.455390,0.090331,3.013891,-0.052998,-0.333702,2.566444,-0.488371,-0.604244,-0.506441,1.198399,0.300746
411,-0.876835,-0.572377,-0.867014,-0.801153,0.806996,-0.498443,-0.732448,-0.622129,-0.356400,0.085395,-0.752419,0.308704,-0.754456,-0.589582,-0.627685,-0.901115,-0.707363,-0.699633,-0.407102,-0.604031
474,-0.922277,-0.853952,-0.888021,-0.841823,0.308838,0.048497,-0.472686,-0.856596,0.180289,0.789944,-0.927466,-1.231674,-0.774752,-0.676334,-0.855694,0.304702,-0.143362,-0.828103,-1.019759,0.331763
96,-0.553058,-0.337343,-0.584037,-0.579597,0.579267,-0.640010,-0.802254,-0.503219,0.322675,0.503588,-0.141019,0.533683,-0.225763,-0.349763,-0.536015,-0.765024,-0.682495,0.550517,0.200712,-0.146347
232,-0.825712,3.378983,-0.872369,-0.762473,-1.320851,-1.300090,-1.052512,-1.095861,0.121873,-0.640418,-0.654249,0.780434,-0.681686,-0.547338,-0.894029,-1.043186,-0.950636,-1.358853,-0.167367,-0.476939
354,-0.848433,-1.214647,-0.853833,-0.768730,-1.680948,-0.828198,-0.549271,-0.882390,-0.444023,-0.278929,0.061457,-0.739624,0.229665,-0.252955,-0.500013,0.469017,0.436223,0.472657,1.268624,0.391905
240,-0.138398,-0.858606,-0.189023,-0.226360,-0.151602,-0.720933,-0.524161,-0.299446,-0.345447,-0.878576,-0.292245,-1.008146,-0.430706,-0.289258,-0.190334,-0.726460,-0.457359,-0.124275,-0.189161,-0.756845
378,-0.132717,-0.963324,-0.152364,-0.211286,-0.973563,-0.546958,-0.581412,-0.624450,-0.071627,-0.542604,-0.956340,-1.224961,-0.873758,-0.637765,-0.609684,0.243782,-0.247475,-0.558023,-0.286024,0.405900
177,0.662522,0.190901,0.713866,0.506281,0.138753,0.971434,1.136233,1.025075,-0.064325,0.061296,-0.366234,0.121827,-0.190121,-0.192451,-0.137999,0.864156,0.723363,1.027414,-0.450690,0.298477
33,1.460602,1.670916,1.480004,1.442275,-0.167259,1.280343,0.965486,0.696717,0.151081,-0.026596,0.543648,-1.107935,0.327681,0.612372,-0.675354,0.430453,0.102000,-0.349260,-0.618989,0.038240
251,-0.746188,-0.195392,-0.769805,-0.703884,-0.207111,-0.842033,-0.783673,-0.728142,0.081713,-0.490152,-0.045014,-0.678480,-0.090125,-0.293659,-0.220335,-0.828738,-0.644696,-0.425174,0.287889,-0.882802
224,-0.243483,-0.528162,-0.305591,-0.308554,-0.847600,-1.030979,-0.668669,-0.628319,-1.152306,-0.858729,-0.405935,-0.591754,-0.406944,-0.344483,-0.336340,-0.806941,-0.308484,-0.444315,-0.692847,-0.491312
186,1.187949,-0.165140,1.096935,1.098139,-0.745834,-0.372605,-0.089257,0.237843,-0.695938,-1.211713,-0.532258,-1.344707,-0.519316,-0.251195,-1.391716,-0.910840,-0.589324,-0.823561,-1.192902,-1.024268
85,1.230551,-0.179102,1.199910,1.194838,0.169354,0.018175,0.561216,1.006761,1.169694,-0.365403,1.063013,0.468367,0.948449,0.885853,-0.190001,-0.502343,-0.127115,0.389930,0.382330,-0.015094
422,-0.714947,-0.760869,-0.680010,-0.701609,0.885278,0.236117,-0.223847,-0.101864,0.271562,0.057043,-0.575929,-0.876244,-0.593571,-0.537878,-0.385675,-0.303376,-0.185139,0.201767,-0.249700,-0.685733
104,-1.033042,0.000082,-1.011592,-0.906669,0.251194,-0.351758,-0.738851,-0.952034,1.480024,0.285277,-0.181081,0.575413,-0.279227,-0.378585,0.184681,-0.183773,-0.102578,-0.516173,0.793997,-0.130082
461,3.775318,1.624375,3.910226,5.250529,0.856812,1.790138,3.448859,3.094784,0.910477,-0.931027,7.730307,0.161743,7.813534,11.041842,0.203015,1.579542,1.613298,2.300760,-0.432529,0.288642
142,-0.766069,-0.460677,-0.754153,-0.730619,0.913744,-0.179679,-0.859881,-0.781794,-0.608315,0.400103,-0.436253,1.253978,-0.459913,-0.417088,-0.125665,-0.454278,-0.673542,-0.369211,0.275781,-0.101713
380,-0.811511,-1.472952,-0.774748,-0.763895,1.945643,0.128093,-0.123030,0.169746,0.753487,0.899100,-0.537671,-0.419210,-0.523277,-0.534577,-0.135332,-0.430804,-0.360872,-0.025327,0.065104,-0.027954
123,0.105854,-1.954655,0.095189,-0.040355,0.977793,0.105352,-0.004762,0.228557,0.162034,0.173287,-0.405213,-0.652898,-0.464368,-0.355263,-1.074370,-0.710811,-0.101915,0.033069,-0.174631,-0.373298
428,-0.851273,-0.621245,-0.885549,-0.778684,-1.056827,-1.250816,-0.942995,-0.908442,-1.097542,-0.186785,-0.951648,-0.453139,-0.939597,-0.673980,-0.386009,-1.073925,-0.745891,-0.909532,-0.054764,-0.536324
396,-0.175320,-0.093001,-0.159366,-0.275278,0.678898,0.196319,-0.037656,0.126155,-0.020513,-0.284600,-0.691424,0.208915,-0.669806,-0.463072,-0.533015,-0.330203,0.038007,0.303959,-0.895048,-0.503416
66,-1.324157,0.400337,-1.312280,-1.096371,0.572150,-0.504318,-0.842179,-0.873878,-0.345447,0.877836,-0.613826,1.440855,-0.597036,-0.575060,1.159721,-0.443100,-0.489189,-0.399545,0.272148,0.167223
170,-0.513297,-1.605595,-0.540376,-0.542624,0.458285,-0.654413,-0.614306,-0.307442,0.538081,-0.460382,-0.610577,-1.000163,-0.592086,-0.503995,0.334687,-0.764465,-0.499468,0.099574,-0.157680,-0.585118
481,-0.064554,-0.011554,-0.133416,-0.147862,-1.170692,-0.968060,-0.738851,-0.727884,-0.849277,-0.972138,-0.265537,-0.526982,-0.401004,-0.262416,-1.112371,-0.819237,-0.550198,-0.895582,-1.201377,-0.596844
313,-0.734828,-1.994215,-0.751269,-0.699049,-0.739429,-0.846202,-0.943246,-1.032073,0.078062,-0.254830,-0.988823,-1.554264,-0.870788,-0.679833,-0.972366,-0.675042,-0.724936,-1.156415,-0.026916,-0.697081
53,1.162387,-0.137215,1.166958,1.075386,1.312271,0.836879,1.109868,1.472343,1.023657,0.042867,1.546647,0.682459,0.995477,1.286504,-1.047369,0.230928,-0.123467,-0.417550,0.750408,0.503489
296,-0.913757,-1.614903,-0.940332,-0.828172,-0.795650,-1.082717,-0.959693,-0.908700,-1.323900,-0.352645,-0.829657,-0.344459,-0.791583,-0.643486,-1.187708,-0.741550,-0.702057,-0.389812,1.073688,-0.138782
114,-1.534044,-0.805083,-1.488162,-1.205869,1.326504,-0.423205,-0.596101,-0.765543,-0.593711,1.918357,-0.861418,-1.143859,-0.748516,-0.690217,0.406690,-0.187126,0.023087,-0.226467,-0.419210,0.004197
243,-0.107156,1.042608,-0.141243,-0.184551,-1.133686,-0.687389,-0.525166,-0.657209,-0.140994,-1.206042,0.106573,-0.290029,-0.018345,-0.008956,-0.896696,0.066613,0.060223,-0.279996,0.658389,-0.267766
140,-1.246621,-1.703331,-1.265735,-1.042048,-0.274719,-1.200026,-1.114873,-1.261820,0.333628,0.201639,-0.744840,-1.307876,-0.815840,-0.617744,-0.333673,-1.107850,-1.057501,-1.913447,0.269727,-0.217458
152,-1.248609,-0.919110,-1.161112,-1.008772,0.771413,1.052926,4.042709,0.764814,2.688487,4.275833,1.513443,2.625622,0.597473,0.209301,1.309727,3.933610,12.072680,6.649601,1.806213,9.851593
268,-0.357089,-0.716655,-0.394974,-0.405822,-0.150179,-0.798824,-0.625229,-0.845247,0.724279,-0.724057,-0.615991,0.003895,-0.653470,-0.486174,-0.507680,-0.206687,-0.199065,-0.886660,0.652335,-0.619539
91,0.352947,0.807574,0.339035,0.208504,-0.310301,-0.014043,0.293795,0.668344,-0.345447,-0.259083,-0.333029,-0.681383,-0.391599,-0.239754,0.947045,-0.058021,0.444844,0.946309,0.504619,-0.625213
255,-0.047513,-0.521181,-0.022203,-0.149284,0.942210,0.446478,0.114133,0.091333,0.351883,-0.212302,0.071563,-0.738535,-0.150024,-0.101144,-0.230002,0.073319,-0.023333,0.263406,0.009408,-0.416040
559,-0.743348,1.079841,-0.718729,-0.714976,-0.266890,-0.042470,0.281240,-0.202977,-1.546608,0.411444,-0.600472,3.061064,-0.460408,-0.514116,0.386356,0.242665,0.845049,0.141749,-0.685583,0.356727
