id,y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
107,1,E,D,C,A,A,C,B,B,E,D,D,B,E,D,A,B,B,E,C,D
108,1,C,E,A,A,E,D,C,B,A,D,A,C,D,B,E,E,C,B,C,B
109,0,C,B,C,E,B,D,A,C,A,C,E,D,D,A,E,E,D,A,A,E
110,1,E,E,B,D,B,B,E,D,B,E,A,C,C,A,E,A,C,C,A,C
111,0,D,C,C,D,C,A,D,C,D,A,A,B,A,B,E,C,E,A,A,A
112,0,D,A,C,D,C,D,C,A,C,B,C,C,D,A,B,A,C,B,A,D
113,1,C,A,D,D,E,B,B,C,D,E,D,B,A,B,A,C,E,D,C,A
114,1,E,E,B,A,E,B,D,E,E,C,D,E,A,D,E,B,E,D,E,B
115,0,A,E,B,B,B,C,D,C,A,E,D,B,A,C,A,E,E,D,D,A
116,0,E,A,E,B,E,C,D,E,B,D,E,E,D,D,B,E,C,A,B,B
117,0,A,D,B,A,B,E,C,D,C,C,A,B,E,A,D,C,C,A,D,A
118,1,E,D,D,B,B,C,E,A,E,D,A,B,A,C,C,D,C,B,B,E
119,1,A,D,D,E,C,B,A,D,B,C,C,E,D,A,A,C,C,B,A,C
120,1,D,B,B,E,B,A,E,E,B,E,E,B,A,A,B,A,B,E,C,E
121,0,D,A,B,C,D,E,E,D,A,E,B,D,A,E,C,E,A,A,C,C
122,1,C,D,E,E,E,D,B,E,E,E,B,D,D,A,E,A,A,A,E,C
123,0,D,D,B,E,A,C,A,A,E,E,A,C,A,D,D,D,D,A,B,C
124,0,B,A,E,B,B,D,B,D,D,B,A,C,C,A,A,E,D,E,C,C
125,0,B,A,C,A,C,C,B,E,E,E,A,A,E,E,C,A,E,E,E,E
126,1,E,A,D,E,E,C,C,A,A,C,E,B,E,A,D,D,C,C,D,A
127,0,D,C,D,A,A,B,A,A,B,E,A,D,B,E,E,A,A,B,B,C
128,0,E,B,C,E,B,D,D,D,D,E,A,B,C,C,C,B,C,C,A,A
129,1,B,D,E,B,B,A,C,A,C,D,D,E,D,D,B,E,E,A,D,A
130,0,B,A,C,D,A,D,B,B,A,D,E,C,A,D,C,C,D,E,D,A
131,1,B,E,A,A,D,B,D,D,A,C,C,A,A,E,E,A,C,E,D,B
132,0,D,D,D,C,E,A,A,B,B,E,D,E,C,A,C,C,A,E,A,E
133,1,B,D,D,B,E,D,B,E,A,A,B,D,C,D,B,C,D,D,E,A
134,0,A,A,B,B,E,C,E,D,B,E,D,E,E,A,E,E,D,B,C,A
135,1,D,A,C,B,B,B,B,B,E,D,D,D,A,E,E,E,B,A,A,A
136,1,B,D,E,C,B,E,A,C,D,B,C,B,B,A,E,C,D,E,B,D
137,0,D,C,D,A,D,E,D,E,A,A,C,E,E,C,A,A,E,C,B,C
138,0,B,D,B,C,C,D,C,B,D,A,D,E,B,E,D,A,C,E,C,A
139,1,B,A,E,D,C,D,A,C,E,D,E,A,E,B,A,D,C,B,E,B
140,1,C,B,A,D,E,C,A,D,D,E,B,C,E,E,B,A,B,E,C,E
141,1,C,E,B,D,A,D,A,B,B,A,C,E,E,C,E,D,B,D,C,C
142,0,A,B,E,C,A,B,B,A,A,A,C,D,B,C,D,A,D,C,B,D
143,1,A,D,A,E,E,C,D,E,B,C,A,A,C,E,A,E,A,E,B,D
144,1,E,B,D,B,C,C,C,E,C,E,D,C,B,A,B,B,A,C,D,D
145,0,A,D,B,E,E,C,D,E,C,C,B,B,E,C,A,C,E,E,A,B
146,0,A,D,B,A,B,A,A,B,C,C,D,C,C,C,A,E,E,A,A,E
147,1,A,A,D,C,E,C,D,A,C,A,D,D,A,B,C,B,B,D,E,E
148,0,A,D,E,D,A,C,D,B,A,D,A,D,A,B,E,A,B,B,B,D
149,1,B,D,C,A,D,B,D,D,A,D,D,D,E,A,A,B,A,C,A,B
150,1,C,C,E,D,C,A,A,B,B,E,B,E,B,D,B,B,D,A,B,A
151,0,B,E,E,E,D,D,A,A,D,C,D,C,E,D,A,A,C,A,C,A
152,0,C,B,D,D,A,A,A,A,A,E,B,C,B,C,A,A,D,D,B,D
153,0,D,B,E,D,D,D,D,E,A,B,A,E,E,B,A,D,D,B,C,D
154,0,C,A,C,B,E,D,C,C,B,E,B,D,B,E,A,D,A,C,D,C
155,1,C,E,B,D,C,A,C,A,B,C,C,C,D,A,A,D,E,E,C,A
156,0,C,C,B,C,A,B,C,A,E,B,E,A,B,D,E,B,D,A,C,C
157,0,C,D,C,A,E,A,C,C,A,E,D,D,E,A,C,E,B,C,A,E
158,0,D,A,E,C,D,E,E,C,A,D,C,D,E,E,B,B,D,E,A,D
159,0,C,D,E,E,A,B,D,A,E,D,B,B,A,B,A,E,D,A,A,D
160,1,C,E,D,A,A,D,A,E,C,D,B,B,B,E,B,D,B,D,C,A
161,0,E,B,E,D,E,B,A,E,A,E,B,E,D,C,A,D,A,A,E,C
162,0,B,C,B,C,A,A,E,E,E,D,C,A,A,D,D,B,D,B,C,D
163,0,C,D,D,E,C,E,A,D,A,B,E,C,E,B,D,C,E,B,D,D
164,1,B,C,D,C,C,B,E,C,B,A,A,A,B,C,C,A,D,E,B,C
165,1,E,C,C,E,B,D,E,C,B,B,D,D,C,E,B,A,E,E,C,A
166,1,D,B,D,D,E,E,A,E,D,B,C,D,C,C,C,A,E,A,B,D
167,1,C,B,B,E,B,A,B,E,D,C,E,C,C,E,D,E,B,A,D,E
168,1,A,B,C,C,C,E,D,C,A,B,C,B,C,A,B,B,C,B,C,A
169,1,C,A,C,B,D,B,D,E,E,E,E,C,B,D,D,B,D,B,D,B
170,0,B,C,D,C,B,B,E,E,C,E,C,A,C,A,C,D,A,E,C,B
171,1,C,E,D,C,E,C,C,B,A,B,B,A,D,D,C,B,E,D,D,D
172,1,A,A,D,C,A,A,E,D,C,B,E,C,A,E,D,A,E,B,A,C
173,1,D,A,E,D,D,C,A,B,A,A,B,E,D,C,A,C,A,D,E,C
174,1,E,D,E,D,C,A,A,A,C,D,A,A,D,E,B,D,B,B,E,B
175,1,B,B,E,D,E,C,C,D,B,E,D,E,D,E,E,A,A,D,C,D
176,0,B,A,D,B,C,A,C,D,C,D,A,C,B,B,A,A,B,D,A,A
177,0,C,A,A,D,B,B,E,D,C,B,A,D,A,E,A,D,E,A,B,E
178,1,A,A,A,B,E,E,C,C,A,E,C,C,C,C,A,E,D,B,C,E
179,0,A,D,A,B,C,E,D,E,D,B,B,B,C,C,A,D,C,C,B,E
180,0,D,B,D,D,D,C,B,A,C,A,E,A,C,C,B,E,A,C,A,D
181,0,B,C,A,D,C,B,A,C,A,D,E,E,D,E,C,B,B,C,A,C
182,1,B,A,C,E,A,A,E,A,D,E,B,D,A,C,B,A,B,D,E,B
183,0,C,D,B,D,C,C,A,B,B,E,D,D,D,E,B,A,E,A,E,B
184,1,A,C,B,C,E,C,B,B,E,A,C,E,A,C,B,D,B,A,A,A
185,0,E,C,B,C,A,B,B,C,A,A,C,C,A,D,B,D,C,B,E,A
186,1,D,C,B,A,A,C,A,A,A,C,D,A,E,B,B,C,C,C,B,A
187,0,C,E,A,E,C,E,E,C,A,E,B,D,D,B,D,E,E,B,D,E
188,1,A,D,A,C,C,E,E,B,D,A,B,E,A,B,E,C,D,E,A,B
189,1,C,A,A,E,B,A,E,E,B,D,D,B,C,D,D,B,C,E,D,C
190,1,B,B,B,B,D,B,A,D,E,E,B,C,E,A,B,E,B,C,D,A
191,1,D,D,A,A,A,A,C,A,D,B,C,B,D,E,A,E,D,C,D,A
192,0,D,E,D,C,E,A,A,E,C,D,D,E,A,C,A,D,D,C,E,A
193,1,E,D,C,D,A,C,E,D,A,A,A,B,B,C,B,E,A,A,A,C
194,0,A,B,D,A,C,D,B,E,D,C,E,D,A,A,A,E,A,C,E,A
195,1,C,A,A,C,E,D,D,A,A,E,D,E,B,E,E,E,E,D,C,E
196,0,D,B,B,E,A,C,B,D,E,E,D,C,D,E,B,B,C,D,E,A
197,1,C,C,D,D,A,A,E,E,A,E,C,B,A,B,D,A,D,B,A,A
198,0,E,C,A,D,B,C,E,A,D,E,C,C,D,D,A,B,A,D,C,D
199,1,B,E,B,C,E,E,B,B,E,D,C,E,C,C,A,B,A,C,B,A
200,0,E,C,E,B,A,A,E,E,A,C,C,A,D,C,E,D,E,B,C,E
201,0,A,B,A,C,E,A,E,B,A,C,C,B,C,D,B,B,E,E,A,D
202,0,C,B,C,D,B,E,C,A,C,D,C,D,C,C,B,A,E,A,D,C
203,0,D,B,C,E,A,D,B,B,D,C,C,B,B,D,E,C,B,B,A,C
204,1,A,E,D,E,A,A,A,A,D,C,D,A,D,A,A,D,C,B,E,C
205,0,D,D,C,A,A,D,B,B,D,B,D,E,A,A,C,E,A,A,A,D
206,0,B,D,B,E,E,E,D,B,D,E,B,D,D,A,E,C,A,B,B,E
207,1,D,C,E,E,B,D,D,C,B,C,D,B,E,B,D,B,C,B,A,E
208,0,D,D,A,E,B,D,D,A,C,D,D,C,A,E,E,C,E,E,D,C
209,0,D,B,D,A,D,C,B,D,B,E,E,D,B,D,A,B,C,D,B,D
210,1,A,B,D,D,E,C,A,C,B,D,A,A,C,B,A,D,A,B,A,D
211,0,D,D,D,D,B,D,D,A,C,B,C,C,B,C,E,E,E,C,B,D
212,1,C,B,C,D,D,D,C,C,C,E,D,D,A,E,D,E,C,B,A,C
213,1,A,C,A,A,A,A,D,B,A,D,A,E,E,E,E,B,A,A,A,D
214,0,D,E,D,D,C,A,C,D,C,D,E,E,D,A,A,E,B,D,E,C
215,0,C,C,B,D,B,C,E,A,A,E,B,C,B,B,B,C,D,C,E,B
216,1,D,D,C,E,E,A,C,E,C,B,A,D,A,C,D,A,D,C,B,A
217,0,A,D,D,C,A,A,D,C,E,A,D,A,B,C,C,A,B,A,A,C
218,0,A,E,E,A,C,C,A,A,B,D,A,A,C,A,C,E,A,E,A,E
219,0,B,D,B,A,A,E,B,B,E,A,E,B,A,D,C,A,B,D,E,E
220,1,C,E,E,D,E,B,D,E,A,C,C,C,E,E,D,A,B,D,A,B
221,1,A,B,B,A,C,D,B,A,A,D,D,C,C,C,A,C,A,E,C,D
222,0,C,C,C,A,C,B,A,E,B,B,A,A,E,C,A,A,A,D,B,C
223,1,D,B,B,D,A,E,E,C,C,E,D,A,D,E,E,A,A,E,A,B
224,0,C,B,D,E,C,C,D,A,A,E,E,C,B,D,C,C,C,E,C,A
225,0,A,E,A,A,B,B,A,B,C,E,B,B,C,B,D,A,E,D,A,E
226,0,B,A,A,B,B,E,A,A,B,D,D,D,A,A,D,B,D,B,A,D
227,1,D,C,A,C,E,C,D,A,E,A,B,E,C,D,A,A,A,B,B,E
228,0,C,A,C,A,B,A,D,E,E,C,C,D,D,C,C,E,A,B,A,E
229,1,E,C,D,D,E,A,B,E,D,E,D,A,C,D,D,C,E,C,B,C
230,0,E,C,A,E,A,E,A,B,A,A,E,C,A,D,C,D,D,A,A,B
231,1,D,C,E,C,D,B,E,D,D,A,D,D,D,A,E,B,E,B,B,C
232,1,B,E,A,B,A,E,D,B,A,C,D,A,C,A,D,E,D,D,A,D
233,0,D,D,B,A,A,A,A,A,B,B,E,A,C,E,C,E,B,C,E,E
234,1,A,C,A,A,E,B,D,A,D,E,B,C,C,A,C,B,B,A,B,C
235,0,D,B,A,A,A,A,C,D,A,C,B,A,A,B,A,B,B,A,B,C
236,1,A,C,A,C,A,C,A,E,D,A,A,A,C,B,D,D,A,C,C,D
237,1,B,C,A,A,A,A,B,D,B,A,A,B,A,D,B,D,E,B,E,E
238,1,A,C,E,C,C,E,D,B,A,B,E,B,B,C,C,B,A,D,D,C
239,1,E,B,A,A,E,D,B,C,E,B,B,A,E,D,A,D,D,B,E,E
240,0,C,C,C,E,E,A,B,D,E,E,B,B,A,B,E,C,E,E,E,E
241,1,B,D,B,E,C,A,A,A,A,E,C,C,E,A,A,D,D,D,C,E
242,0,B,C,C,A,A,A,E,D,C,B,B,D,B,E,B,A,B,C,E,E
243,1,A,E,C,E,E,A,B,E,E,D,B,E,E,A,C,E,A,B,D,D
244,0,C,E,A,E,B,B,E,A,B,D,B,D,B,D,D,C,C,E,D,B
245,1,E,D,A,D,E,D,B,D,A,D,B,E,D,C,E,C,D,C,E,C
246,1,A,D,C,E,B,B,A,A,A,A,C,D,E,B,E,E,A,C,A,D
247,0,A,D,E,D,D,E,B,E,B,B,E,E,C,D,C,B,B,E,C,C
248,1,B,A,A,B,A,C,C,C,D,E,A,A,D,D,B,A,D,C,D,A
249,1,C,C,B,D,C,A,E,E,A,D,E,B,B,C,E,D,A,D,A,D
250,0,A,D,A,D,C,A,C,D,D,B,B,D,B,D,C,D,E,B,C,D
251,1,E,E,C,B,A,C,B,E,A,C,B,E,B,A,B,D,C,A,A,C
252,1,E,C,E,A,E,C,E,D,E,D,E,B,C,C,E,B,E,A,C,B
253,1,C,A,D,A,C,C,D,E,B,B,E,A,B,D,A,C,B,B,D,A
254,0,B,D,D,B,B,A,E,D,E,B,A,A,D,D,B,A,A,C,C,D
255,0,A,D,B,E,D,A,D,D,D,E,C,B,D,B,D,C,E,E,E,B
256,1,B,C,D,A,B,C,C,A,A,E,A,D,C,A,C,B,D,E,E,D
257,0,E,E,B,A,A,E,E,B,C,D,D,C,B,B,A,B,C,C,D,C
258,0,E,C,B,A,A,C,E,C,C,D,D,D,C,E,E,C,A,C,E,A
259,1,B,A,A,D,B,E,D,A,A,E,D,E,A,A,B,E,A,E,C,C
260,1,E,C,C,C,D,D,D,C,A,B,E,D,A,D,A,D,D,B,E,C
261,1,D,C,C,B,C,A,E,C,D,B,A,B,B,D,C,B,D,A,C,B
262,0,D,C,C,A,C,A,D,A,B,C,B,D,E,C,C,B,A,C,E,E
263,1,C,A,C,D,C,A,C,B,E,B,D,B,D,A,D,D,C,B,C,A
264,0,C,A,D,D,E,D,B,D,A,A,B,D,B,B,A,D,A,D,C,E
265,1,B,B,A,B,B,C,C,D,C,B,A,C,D,D,B,B,D,C,D,A
266,0,C,C,C,A,D,D,D,E,C,B,C,B,B,C,D,C,E,B,C,C
267,0,D,B,B,C,C,D,A,E,A,E,B,D,B,D,A,D,C,C,B,D
268,0,B,A,B,D,E,A,B,A,C,C,D,D,A,A,C,C,A,B,B,E
269,1,E,A,A,D,A,C,A,A,D,A,A,B,B,E,E,D,D,D,B,B
270,0,B,B,B,A,D,C,E,C,E,A,C,A,D,D,A,B,B,E,C,A
271,0,E,E,D,C,B,A,B,D,D,A,E,E,A,A,C,B,A,A,D,B
272,1,E,C,D,E,C,C,E,B,C,C,A,E,E,C,A,A,C,A,D,A
273,1,D,E,C,D,B,B,C,C,C,C,D,D,A,A,E,D,C,E,B,D
274,0,D,B,D,A,A,A,D,A,E,E,E,D,B,A,D,B,D,B,D,D
275,0,C,D,C,A,A,C,A,B,C,D,E,D,C,D,C,B,A,A,A,D
276,0,E,A,E,C,B,B,D,B,A,C,C,C,B,E,D,A,A,C,C,C
277,1,B,A,D,A,C,E,A,A,E,A,A,B,D,A,C,E,B,D,B,D
278,1,D,A,D,D,E,E,B,D,E,A,B,A,C,C,D,C,E,C,D,E
279,0,D,C,A,A,E,A,A,D,C,C,D,D,C,E,C,D,C,D,E,D
280,0,C,C,A,C,A,A,D,A,B,A,B,D,C,B,A,E,D,B,B,B
281,0,B,A,D,E,C,C,C,A,B,D,E,D,A,C,B,B,C,E,B,E
282,0,C,B,A,E,D,D,E,D,B,A,D,C,E,C,E,E,E,E,C,C
283,1,D,C,E,C,D,B,D,E,C,A,C,D,D,C,E,B,B,C,D,E
284,0,A,C,E,B,D,B,B,B,C,A,E,A,C,C,E,D,A,C,D,A
285,0,D,B,E,D,A,B,D,C,A,A,C,A,D,A,A,A,D,C,A,B
286,1,A,E,E,D,C,E,D,B,B,A,E,C,A,D,D,B,A,D,D,A
287,0,B,E,C,E,B,A,B,C,E,D,A,A,A,C,E,D,B,E,E,D
288,0,D,E,D,E,C,C,E,C,A,D,B,D,A,A,C,E,A,E,D,A
289,0,B,B,A,B,C,A,D,A,B,B,B,C,B,B,B,C,D,C,E,A
290,1,D,E,A,C,B,D,A,C,B,D,D,B,D,A,D,D,E,E,D,B
291,1,B,A,B,A,A,E,C,E,C,E,C,C,A,D,E,E,B,D,E,E
292,1,C,D,A,E,A,A,D,B,D,C,D,D,D,A,A,A,C,B,E,A
293,0,D,A,E,C,E,A,B,B,C,C,C,C,B,B,C,E,C,E,A,D
294,1,D,A,E,A,A,A,A,D,D,D,D,E,E,C,D,D,B,A,D,D
295,1,A,E,C,E,A,A,E,A,A,D,B,D,A,E,B,E,D,A,B,A
296,0,E,B,B,C,B,A,D,B,B,E,E,A,A,A,C,D,A,D,C,D
297,1,A,B,B,C,D,E,B,A,C,B,B,C,A,B,D,E,B,B,E,A
298,1,C,A,D,A,C,A,B,C,D,E,C,D,D,E,B,B,B,A,B,C
299,0,B,C,C,E,C,C,E,B,B,D,C,D,B,E,D,C,E,B,C,E
300,1,D,C,D,E,B,C,E,E,D,C,C,C,D,A,E,A,D,E,D,B
301,1,C,D,E,E,C,D,C,B,C,C,C,D,D,D,B,B,E,A,D,C
302,1,B,E,C,D,C,E,E,D,B,A,D,E,C,E,E,B,B,B,B,A
303,0,A,A,A,E,E,D,C,A,A,B,E,E,E,E,A,B,A,E,D,E
304,1,C,D,C,E,D,A,B,D,B,A,E,C,A,B,B,C,A,E,C,A
305,1,B,D,D,E,A,E,D,B,C,A,C,C,D,B,C,B,C,C,D,B
306,0,C,E,B,A,E,E,D,A,A,D,D,C,A,C,C,A,B,E,E,A
307,0,D,E,E,A,D,C,B,D,C,B,B,E,A,D,B,C,B,A,C,E
308,1,B,B,C,E,B,D,D,B,B,B,B,A,C,E,A,D,A,C,E,B
309,0,C,D,E,D,C,E,B,C,D,C,A,B,D,E,D,B,E,C,A,D
310,0,C,E,B,B,D,B,E,D,B,D,E,C,E,A,C,C,A,B,A,E
311,1,C,D,B,E,E,D,A,C,E,D,D,C,B,D,A,E,C,E,E,C
312,1,A,B,E,C,B,B,E,D,D,A,A,A,E,B,A,E,B,A,E,A
313,0,A,C,B,A,E,A,A,A,E,E,B,D,A,B,A,E,E,D,B,D
314,0,D,A,D,C,D,B,D,A,A,C,C,C,E,C,B,D,D,E,C,D
