id,y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
28,1,0.478261,0.615385,0.611111,-0.135371,-0.604396,-0.660377,0.385621,-0.714286,0.333333,0.4,0.0421053,0.227818,0.345912,-0.657895,-0.909091,0.365854,-0.266667,0.2
29,2,0.26087,-0.0769231,0.25,-0.222707,-0.626374,-0.849057,0.0457516,-0.6,-0.166667,-0.2,-0.0842105,-0.0743405,-0.320755,-0.552632,-0.454545,-0.658537,0.266667,-0.2
30,1,-0.695652,-0.615385,-0.361111,-0.781659,-0.824176,-0.811321,-0.555556,0.142857,-0.666667,-0.657143,-0.6,-0.688249,-0.383648,-0.368421,-0.181818,-0.0243902,-0.733333,-0.733333
31,3,-0.304348,-0.230769,0.25,-0.510917,-0.626374,-0.660377,-0.437908,-0.0285714,-0.666667,-0.0571429,-0.547368,-0.58753,-0.18239,-0.657895,-0.545455,-0.560976,-0.4,0
32,1,-0.347826,-0.307692,0.0277778,-0.58952,-0.758242,-0.773585,-0.633987,0.2,-0.833333,-0.314286,-0.631579,-0.738609,-0.383648,-0.868421,-0.0909091,-0.463415,0.466667,0.6
33,0,-0.130435,-0.846154,-0.277778,-0.563319,-0.736264,-0.849057,-0.607843,0.142857,-0.833333,-0.714286,-0.663158,-0.71223,-0.861635,-0.868421,-0.545455,-0.365854,0.4,0.4
35,0,-0.391304,-0.615385,0.25,-0.362445,-0.692308,-0.773585,-0.320261,-0.2,-0.5,-0.685714,-0.410526,-0.477218,-0.735849,-0.894737,-0.909091,0.219512,0.466667,0.6
36,3,0.173913,0,0.388889,-0.406114,-0.56044,-0.735849,-0.411765,-0.0285714,-0.5,-0.0857143,-0.578947,-0.570743,-0.0566038,-0.789474,0.545455,-0.658537,0.0666667,0.266667
37,2,-0.608696,-0.153846,-0.111111,-0.877729,-0.89011,-0.811321,-0.477124,0.0285714,-0.666667,-0.171429,-0.536842,-0.625899,-0.144654,-0.394737,-0.818182,-0.902439,-0.733333,-0.733333
38,3,-0.26087,0.153846,0.277778,0.764192,0.736264,0.773585,-0.464052,0.0285714,-0.666667,0.0857143,0.494737,-0.611511,0.144654,0.552632,-1,-0.268293,-0.4,-0.133333
41,0,-0.0434783,0.153846,0.777778,-0.0393013,-0.56044,-0.735849,0.215686,-0.657143,0,-0.0571429,0.0210526,0.0647482,0.169811,-0.605263,-0.545455,-0.560976,-0.333333,-0.2
42,3,-0.347826,-0.692308,-0.694444,-0.991266,-0.89011,-0.886792,-0.908497,0.771429,-1,-0.714286,-0.947368,-0.944844,-0.798742,-0.289474,-0.272727,-0.219512,-0.8,-0.866667
44,1,-0.130435,-0.692308,0,-0.310044,-0.648352,-0.773585,-0.320261,-0.2,-0.5,-0.542857,-0.357895,-0.470024,-0.622642,-0.789474,-0.636364,-0.658537,0.0666667,0.0666667
45,1,1,0.615385,0.833333,0.0131004,-0.604396,-0.622642,0.320261,-0.714286,0.166667,0.4,-0.0210526,0.177458,0.54717,-0.815789,0.818182,-0.95122,0.0666667,0.4
46,3,-0.130435,0,0.166667,-0.641921,-0.758242,-0.660377,-0.385621,-0.0285714,-0.5,0.2,-0.473684,-0.551559,0.00628931,-0.526316,-0.818182,-0.804878,-0.533333,-0.133333
51,1,-0.782609,-0.615385,-0.361111,-0.90393,-0.912088,-0.849057,-0.607843,0.2,-0.666667,-0.657143,-0.663158,-0.724221,-0.534591,-0.526316,-0.818182,-0.804878,-0.666667,-0.733333
52,1,-0.173913,-0.615385,-0.138889,-0.388646,-0.582418,-0.811321,-0.45098,-0.0285714,-0.666667,-0.571429,-0.463158,-0.589928,-0.735849,-0.710526,-0.636364,0.170732,-0.133333,-0.0666667
61,0,0.304348,0.307692,0.611111,-0.0567686,-0.648352,-0.735849,0.0588235,-0.542857,-0.166667,0.228571,-0.115789,-0.0815348,-0.0440252,-0.868421,-0.545455,-0.756098,0.466667,0.533333
63,3,0,-0.461538,-0.166667,-0.860262,-0.934066,-0.773585,-0.673203,0.371429,-0.833333,-0.342857,-0.663158,-0.796163,-0.622642,-0.447368,-0.0909091,-0.365854,-0.533333,-0.866667
65,2,-0.130435,-0.0769231,0.277778,-0.152838,-0.516484,-0.811321,-0.0588235,-0.485714,-0.166667,-0.228571,-0.231579,-0.18705,-0.0691824,-0.657895,-1,-0.804878,0.2,0.0666667
69,3,-0.434783,-0.153846,0.0555556,-0.475983,-0.538462,-0.735849,-0.607843,0.142857,-0.833333,-0.171429,-0.6,-0.709832,-0.220126,-0.710526,-0.909091,-0.463415,-0.0666667,0.333333
70,2,0.0869565,0.230769,0.222222,0.00436681,-0.406593,-0.811321,0.0196078,-0.542857,-0.166667,0.0285714,-0.178947,-0.103118,0.257862,-0.605263,-0.636364,-0.658537,0.266667,-0.0666667
71,0,0,0.692308,0.611111,-0.502183,-0.846154,-0.698113,0.346405,-0.714286,0.166667,0.628571,0.0105263,0.196643,0.408805,-0.552632,-0.727273,-0.707317,-0.4,-0.2
72,0,0.0434783,1,0.888889,0.0742358,-0.494505,-0.660377,0.464052,-0.771429,0.333333,0.942857,0,0.314149,0.371069,-0.710526,-0.0909091,0.219512,-0.333333,0.133333
73,0,-0.173913,-0.538462,0.416667,-0.240175,-0.67033,-0.773585,-0.163399,-0.371429,-0.333333,-0.457143,-0.305263,-0.323741,-0.471698,-0.789474,-0.727273,0.121951,0.0666667,0.266667
76,0,0.217391,0.538462,0.75,-0.135371,-0.648352,-0.735849,0.0849673,-0.542857,-0.166667,0.257143,-0.157895,-0.0719424,0.27044,-0.763158,-0.545455,-0.756098,0,0.133333
77,1,-0.217391,-0.538462,0.194444,-0.423581,-0.714286,-0.773585,-0.215686,-0.314286,-0.333333,-0.542857,-0.294737,-0.374101,-0.459119,-0.657895,-1,-0.512195,-0.2,-0.133333
78,1,-0.434783,-0.461538,-0.388889,-0.68559,-0.67033,-0.811321,-0.503268,0.0857143,-0.666667,-0.571429,-0.631579,-0.64988,-0.194969,-0.394737,-0.818182,-0.853659,-0.733333,-0.733333
79,2,0.347826,0.461538,0.5,-0.0917031,-0.582418,-0.886792,0.254902,-0.714286,0.166667,0.228571,0.0210526,0.155875,0.371069,-0.552632,0,-0.804878,0.133333,-0.333333
81,2,-0.391304,0,-0.138889,-0.519651,-0.582418,-0.849057,-0.490196,0.0285714,-0.666667,-0.2,-0.526316,-0.618705,0.00628931,-0.631579,-0.818182,-1,-0.333333,-0.4
83,3,-0.0869565,-0.769231,-0.222222,-0.799127,-0.846154,-0.811321,-0.803922,0.485714,-0.833333,-0.6,-0.736842,-0.860911,-0.91195,-0.815789,-0.909091,-0.902439,0.266667,0
86,2,0.608696,0.923077,0.833333,-0.336245,-0.912088,-0.849057,0.947712,-1,0.833333,0.514286,0.557895,0.952038,0.861635,-0.368421,-0.181818,-0.365854,-0.666667,-0.933333
90,0,-0.695652,-0.692308,-0.527778,-0.895197,-0.824176,-0.849057,-0.830065,0.6,-0.833333,-0.8,-0.873684,-0.892086,-0.710692,-0.421053,-0.272727,-0.756098,-0.866667,-0.8
94,3,-0.0869565,0.153846,0.305556,-0.49345,-0.626374,-0.698113,-0.411765,-0.0285714,-0.5,0.228571,-0.484211,-0.570743,-0.0314465,-0.578947,-0.636364,-0.268293,-0.466667,-0.0666667
96,0,0.0434783,0.307692,0.888889,-0.0655022,-0.604396,-0.698113,0.333333,-0.714286,0.166667,0.0857143,0.0736842,0.196643,0.371069,-0.657895,-0.363636,0.414634,-0.2,0.0666667
97,1,-0.304348,-0.307692,0.111111,-0.58952,-0.67033,-0.849057,-0.581699,0.142857,-0.666667,-0.4,-0.621053,-0.702638,-0.232704,-0.605263,0.545455,-0.365854,-0.4,-0.466667
98,2,-0.434783,-0.230769,-0.222222,-0.580786,-0.67033,-0.811321,-0.503268,0.0285714,-0.666667,-0.314286,-0.484211,-0.633094,-0.308176,-0.578947,-0.636364,-0.560976,-0.2,-0.266667
103,3,-0.0869565,-0.307692,-0.222222,-0.598253,-0.626374,-0.811321,-0.79085,0.485714,-0.833333,-0.285714,-0.747368,-0.851319,-0.371069,-0.736842,0.272727,-0.756098,0.0666667,0
107,0,0.130435,0,0.805556,-0.0829694,-0.626374,-0.660377,0.111111,-0.542857,0,-0.0285714,-0.136842,-0.0623501,-0.371069,-0.842105,-1,0.609756,0.2,0.6
108,0,-0.478261,-0.538462,0.0277778,-0.58952,-0.736264,-0.773585,-0.503268,0.0857143,-0.666667,-0.542857,-0.515789,-0.647482,-0.698113,-0.631579,-1,-0.219512,-0.466667,-0.2
109,2,-0.695652,-0.153846,-0.222222,-0.729258,-0.736264,-0.773585,-0.503268,0.0857143,-0.666667,-0.228571,-0.578947,-0.652278,-0.194969,-0.447368,-0.363636,-0.414634,-0.733333,-0.733333
110,2,0.130435,0.153846,0.0833333,-0.170306,-0.538462,-0.849057,-0.0457516,-0.485714,-0.166667,0,-0.242105,-0.184652,-0.220126,-0.605263,-0.545455,-0.609756,0.266667,-0.0666667
111,3,-0.304348,-0.461538,0.0277778,-0.519651,-0.604396,-0.735849,-0.581699,0.142857,-0.666667,-0.342857,-0.6,-0.688249,-0.572327,-0.710526,-1,-0.756098,-0.0666667,0.266667
112,3,-0.0869565,0.153846,0.194444,-0.49345,-0.626374,-0.698113,-0.424837,-0.0285714,-0.666667,0,-0.505263,-0.585132,-0.0188679,-0.605263,-0.636364,-0.317073,-0.4,0
113,0,-0.826087,-0.615385,-0.0277778,-0.650655,-0.736264,-0.849057,-0.542484,0.142857,-0.666667,-0.6,-0.610526,-0.685851,-0.660377,-0.447368,0.454545,-0.0243902,-0.666667,-0.6
117,0,0.173913,-0.0769231,0.666667,-0.0829694,-0.604396,-0.773585,0.163399,-0.657143,0,-0.171429,0.0631579,0.0239808,0.00628931,-0.657895,-0.545455,-0.756098,-0.133333,-0.0666667
119,2,-0.478261,-0.230769,-0.333333,-0.790393,-0.802198,-0.773585,-0.503268,0.142857,-0.666667,-0.257143,-0.6,-0.664269,-0.194969,-0.394737,-0.181818,-0.317073,-0.733333,-0.8
121,1,-0.304348,-0.692308,-0.611111,-0.868996,-0.868132,-0.886792,-0.712418,0.371429,-0.833333,-0.742857,-0.778947,-0.803357,-0.534591,-0.473684,0.454545,-0.317073,-0.466667,-0.733333
123,3,-0.173913,-0.461538,0.166667,-0.484716,-0.648352,-0.735849,-0.555556,0.0857143,-0.666667,-0.371429,-0.631579,-0.676259,-0.647799,-0.868421,-0.181818,-1,0.533333,0.666667
124,1,-0.26087,-0.769231,-0.527778,-0.772926,-0.78022,-0.849057,-0.882353,0.714286,-1,-0.742857,-0.926316,-0.923261,-0.710692,-0.763158,1,0.121951,-0.0666667,-0.0666667
126,3,-0.26087,0,0.111111,-0.659389,-0.67033,-0.660377,-0.385621,-0.0285714,-0.5,0.0857143,-0.589474,-0.563549,-0.0314465,-0.605263,0.545455,-0.658537,-0.4,-0.2
127,2,-0.304348,-0.307692,-0.166667,-0.615721,-0.67033,-0.811321,-0.542484,0.0857143,-0.666667,-0.285714,-0.515789,-0.666667,-0.446541,-0.552632,-0.818182,-0.707317,-0.333333,-0.466667
131,1,0.173913,0,0.777778,-0.30131,-0.714286,-0.735849,0.111111,-0.542857,0,-0.171429,-0.0315789,-0.0551559,0.119497,-0.631579,0.181818,-0.365854,-0.133333,0.0666667
136,3,-0.304348,0.0769231,0.194444,0.90393,0.89011,0.735849,-0.398693,-0.0285714,-0.5,0.285714,0.0421053,-0.568345,-0.157233,0,-1,-0.317073,-0.466667,-0.133333
137,3,-0.434783,0.153846,-0.0277778,-0.720524,-0.758242,-0.698113,-0.359477,-0.0285714,-0.5,0.285714,-0.578947,-0.551559,-0.0440252,-0.578947,-0.727273,-0.95122,-0.533333,-0.266667
143,0,0.434783,0.230769,0.861111,-0.213974,-0.78022,-0.660377,0.333333,-0.714286,0.166667,0.228571,-0.0105263,0.165468,-0.207547,-0.789474,-1,0.902439,0.0666667,0.666667
145,0,-0.0434783,-0.0769231,0.111111,-0.283843,-0.67033,-0.811321,-0.320261,-0.2,-0.5,-0.228571,-0.389474,-0.467626,-0.132075,-0.842105,0,-0.121951,0.533333,0.533333
147,3,0.173913,0,0.25,-0.475983,-0.626374,-0.660377,-0.333333,-0.0857143,-0.5,0.285714,-0.515789,-0.513189,-0.232704,-0.684211,0.636364,-1,-0.133333,0
148,2,-0.217391,-0.461538,0,-0.414847,-0.56044,-0.811321,-0.51634,0.0285714,-0.666667,-0.514286,-0.589474,-0.645084,-0.559748,-0.763158,-0.636364,-0.170732,0.0666667,0.266667
153,0,-0.130435,-0.846154,-0.111111,-0.406114,-0.67033,-0.811321,-0.51634,0.0285714,-0.666667,-0.828571,-0.589474,-0.640288,-0.798742,-0.921053,-0.545455,0.463415,0.8,0.933333
154,1,0.434783,0.230769,0.833333,-0.0655022,-0.626374,-0.735849,0.254902,-0.657143,0.166667,0.142857,-0.0105263,0.105516,-0.0566038,-0.763158,-0.909091,0.170732,-0.0666667,0.4
157,0,-0.478261,-0.769231,0.0555556,-0.606987,-0.824176,-0.811321,-0.542484,0.0857143,-0.666667,-0.714286,-0.6,-0.671463,-0.685535,-0.868421,-0.0909091,0.170732,0.4,0.466667
161,0,-0.608696,-0.615385,-0.638889,-0.816594,-0.736264,-0.886792,-0.72549,0.428571,-0.833333,-0.714286,-0.768421,-0.820144,-0.534591,-0.263158,-1,-1,-0.933333,-0.866667
163,1,0.0869565,-0.538462,0.138889,-0.240175,-0.626374,-0.735849,-0.294118,-0.2,-0.5,-0.428571,-0.431579,-0.446043,-0.72327,-0.921053,-0.272727,-0.0731707,0.4,0.6
165,0,0.0869565,0.615385,0.777778,-0.283843,-0.736264,-0.698113,0.320261,-0.657143,0.166667,0.542857,-0.0210526,0.153477,0.358491,-0.631579,-0.909091,0.268293,-0.333333,-0.0666667
171,0,0.521739,0.384615,0.75,-0.187773,-0.714286,-0.660377,0.294118,-0.714286,0.166667,0.2,-0.0315789,0.143885,-0.0188679,-0.789474,-0.363636,-0.853659,-0.0666667,0.266667
173,3,-0.0869565,-0.0769231,0.138889,-0.458515,-0.56044,-0.735849,-0.568627,0.142857,-0.666667,-0.171429,-0.642105,-0.690647,-0.119497,-0.815789,0,-0.317073,0.2,0.4
177,0,-0.521739,-0.538462,0.388889,-0.336245,-0.714286,-0.811321,-0.150327,-0.371429,-0.333333,-0.628571,-0.168421,-0.316547,-0.54717,-0.684211,-0.636364,0.853659,-0.0666667,0.133333
179,2,-0.130435,-0.692308,-0.0833333,-0.388646,-0.538462,-0.811321,-0.490196,-0.0285714,-0.666667,-0.628571,-0.526316,-0.609113,-0.672956,-0.763158,-0.909091,0.0731707,0.333333,0.6
182,0,-0.782609,-0.769231,-0.444444,-0.895197,-0.802198,-0.849057,-0.856209,0.657143,-1,-0.828571,-0.884211,-0.911271,-0.849057,-0.5,-0.727273,-0.219512,-0.866667,-0.733333
183,2,-0.217391,-0.307692,-0.277778,-0.432314,-0.582418,-0.811321,-0.568627,0.0285714,-0.666667,-0.371429,-0.589474,-0.661871,-0.371069,-0.789474,-0.636364,-1,0.666667,0.733333
186,2,0.173913,-0.384615,-0.0277778,-0.117904,-0.472527,-0.886792,-0.163399,-0.428571,-0.333333,-0.428571,-0.221053,-0.292566,-0.471698,-0.657895,-0.363636,-0.0731707,0.4,0.0666667
188,0,0.0869565,-0.0769231,0,-0.458515,-0.714286,-0.811321,-0.411765,-0.0857143,-0.5,-0.142857,-0.431579,-0.551559,-0.0314465,-0.736842,0.181818,-0.512195,-0.0666667,0
189,0,0.217391,0.384615,0.805556,-0.0567686,-0.538462,-0.698113,0.267974,-0.657143,0.166667,0.257143,-0.0315789,0.1247,0.446541,-0.631579,-0.545455,0.121951,-0.333333,-0.0666667
190,0,-0.26087,-0.769231,0.0555556,-0.344978,-0.626374,-0.773585,-0.411765,-0.0857143,-0.666667,-0.771429,-0.452632,-0.561151,-0.584906,-0.815789,-0.909091,-0.0243902,0.0666667,0.133333
191,0,0.0434783,0.153846,0.5,-0.179039,-0.648352,-0.735849,-0.0980392,-0.428571,-0.333333,0.0571429,-0.263158,-0.256595,0.00628931,-0.868421,0.818182,-0.463415,0.533333,0.466667
192,3,-0.391304,-0.461538,0.138889,-0.49345,-0.538462,-0.698113,-0.555556,0.142857,-0.666667,-0.4,-0.610526,-0.681055,-0.396226,-0.710526,-1,-0.365854,-0.133333,0.2
193,1,-0.130435,-0.230769,0,-0.606987,-0.78022,-0.811321,-0.51634,0.0285714,-0.666667,-0.285714,-0.557895,-0.63789,-0.157233,-0.736842,0.272727,-1,-0.133333,-0.133333
195,1,-0.173913,-0.692308,0.277778,-0.449782,-0.714286,-0.811321,-0.398693,-0.0857143,-0.5,-0.628571,-0.463158,-0.546763,-0.559748,-0.763158,-0.181818,0.0243902,-0.0666667,0
196,2,-0.434783,-0.230769,-0.277778,-0.772926,-0.802198,-0.811321,-0.477124,0.0285714,-0.666667,-0.314286,-0.505263,-0.625899,-0.194969,-0.421053,-0.454545,-0.317073,-0.666667,-0.733333
197,1,0.478261,0.769231,0.777778,0.10917,-0.472527,-0.660377,0.398693,-0.714286,0.333333,0.542857,0.0105263,0.2494,0.358491,-0.684211,0.727273,-0.463415,-0.133333,0
198,2,-0.608696,-0.153846,-0.111111,-0.598253,-0.626374,-0.811321,-0.45098,0.0285714,-0.666667,-0.257143,-0.463158,-0.601918,-0.144654,-0.447368,-1,-0.219512,-0.533333,-0.6
200,2,-0.608696,-0.153846,-0.111111,-0.720524,-0.692308,-0.811321,-0.542484,0.142857,-0.666667,-0.285714,-0.547368,-0.681055,-0.0691824,-0.421053,-0.454545,-0.170732,-0.666667,-0.733333
204,0,0.304348,0.692308,0.666667,-0.213974,-0.67033,-0.660377,0.30719,-0.714286,0.166667,0.628571,-0.0842105,0.155875,0.383648,-0.631579,-0.0909091,-0.317073,-0.266667,-0.133333
205,3,-0.304348,-0.461538,-0.5,-0.71179,-0.758242,-0.811321,-0.869281,0.6,-1,-0.371429,-0.831579,-0.901679,-0.484277,-0.894737,-0.363636,-0.804878,0.533333,0.666667
206,3,-0.391304,0.0769231,0.138889,-0.606987,-0.67033,-0.735849,-0.542484,0.0857143,-0.666667,-0.0285714,-0.568421,-0.661871,-0.0943396,-0.657895,-1,-0.707317,-0.2,0.133333
208,2,-0.478261,-0.307692,-0.333333,-0.851528,-0.824176,-0.811321,-0.51634,0.142857,-0.666667,-0.2,-0.610526,-0.666667,-0.207547,-0.315789,-0.909091,-0.707317,-0.8,-0.933333
210,0,0.217391,0.769231,0.666667,-0.441048,-0.824176,-0.660377,0.333333,-0.714286,0.166667,0.628571,-0.0631579,0.191847,0.446541,-0.605263,-0.818182,-0.853659,-0.4,-0.266667
212,3,-0.434783,-0.692308,-0.194444,-0.598253,-0.648352,-0.773585,-0.660131,0.257143,-0.833333,-0.542857,-0.652632,-0.760192,-0.811321,-0.684211,-0.909091,-0.707317,-0.133333,-0.0666667
215,0,-0.304348,-0.769231,-0.111111,-0.676856,-0.802198,-0.811321,-0.660131,0.257143,-0.833333,-0.771429,-0.652632,-0.755396,-0.735849,-0.657895,-0.909091,-0.95122,-0.266667,-0.266667
216,0,-0.26087,-0.538462,0.277778,-0.432314,-0.67033,-0.811321,-0.346405,-0.142857,-0.5,-0.628571,-0.326316,-0.510791,-0.522013,-0.605263,-0.909091,0.0731707,-0.4,-0.333333
218,0,0.347826,0.846154,0.75,-0.0218341,-0.516484,-0.660377,0.398693,-0.771429,0.333333,0.657143,0.0315789,0.256595,0.383648,-0.631579,-0.636364,-0.853659,-0.333333,0
222,3,-0.347826,-0.153846,0.25,-0.694323,-0.802198,-0.660377,-0.411765,-0.0285714,-0.5,0.0571429,-0.515789,-0.570743,-0.169811,-0.552632,-0.545455,-0.219512,-0.466667,-0.0666667
223,2,0.173913,0.307692,0.138889,-0.187773,-0.56044,-0.849057,-0.0326797,-0.542857,-0.166667,0.142857,-0.2,-0.167866,0.119497,-0.605263,-0.454545,-0.95122,0.4,0.133333
228,3,-0.0869565,-0.846154,-0.277778,-0.624454,-0.67033,-0.735849,-0.751634,0.371429,-0.833333,-0.742857,-0.694737,-0.822542,-0.924528,-0.815789,-0.272727,-0.658537,0.333333,0.333333
229,1,0.391304,0.615385,0.833333,-0.0305677,-0.538462,-0.698113,0.254902,-0.657143,0.166667,0.371429,-0.0842105,0.0935252,0.371069,-0.736842,0.272727,0.121951,-0.133333,0.2
232,1,-0.478261,-1,-1,-0.90393,-0.78022,-0.962264,-1,1,-1,-0.971429,-1,-1,-0.773585,-0.289474,0.0909091,0.0243902,-0.666667,-0.866667
234,1,0.173913,0.461538,0.777778,-0.257642,-0.736264,-0.698113,0.254902,-0.657143,0.166667,0.285714,-0.0526316,0.0983213,0.106918,-0.710526,-0.909091,0.0731707,-0.266667,0.133333
235,3,-0.130435,-0.307692,-0.333333,-0.528384,-0.538462,-0.735849,-0.712418,0.314286,-0.833333,-0.314286,-0.652632,-0.798561,-0.232704,-0.684211,-0.363636,-0.365854,0.0666667,0.333333
236,3,-0.26087,0.153846,0.0555556,-0.737991,-0.802198,-0.660377,-0.372549,-0.0285714,-0.5,0.4,-0.589474,-0.563549,-0.0440252,-0.552632,-0.909091,-0.317073,-0.6,-0.266667
238,2,-0.478261,-0.0769231,-0.305556,-0.790393,-0.802198,-0.773585,-0.490196,0.0857143,-0.666667,-0.228571,-0.578947,-0.645084,-0.0314465,-0.421053,-0.909091,-0.512195,-0.8,-0.8
240,2,-0.73913,0.0769231,-0.0555556,-0.676856,-0.692308,-0.811321,-0.464052,-0.0285714,-0.666667,-0.114286,-0.526316,-0.604317,0.132075,-0.526316,-0.454545,-0.512195,-0.533333,-0.466667
242,0,-0.130435,-0.0769231,-0.0833333,-0.475983,-0.736264,-0.811321,-0.385621,-0.0857143,-0.5,-0.2,-0.452632,-0.532374,-0.00628931,-0.842105,0,-0.268293,0.266667,0.333333
246,3,-0.130435,-0.384615,-0.0277778,-0.825328,-0.912088,-0.811321,-0.633987,0.314286,-0.833333,-0.342857,-0.642105,-0.760192,-0.496855,-0.526316,-0.545455,-0.268293,-0.466667,-0.733333
248,1,-0.217391,-0.538462,0.194444,-0.371179,-0.736264,-0.811321,-0.254902,-0.257143,-0.5,-0.6,-0.368421,-0.419664,-0.584906,-0.789474,-1,0.170732,0.0666667,0.2
252,0,0.347826,0.923077,0.75,0.100437,-0.516484,-0.660377,0.398693,-0.771429,0.333333,0.657143,0.0631579,0.275779,0.72327,-0.684211,-0.363636,-0.804878,-0.266667,0
254,2,-0.0869565,-0.230769,-0.222222,-0.423581,-0.56044,-0.849057,-0.607843,0.142857,-0.833333,-0.314286,-0.642105,-0.697842,-0.144654,-0.842105,-0.0909091,-0.609756,0.466667,0.466667
255,3,-0.130435,0.0769231,0.25,-0.502183,-0.604396,-0.622642,-0.437908,-0.0285714,-0.666667,0.114286,-0.484211,-0.592326,-0.132075,-0.552632,-0.818182,-0.560976,-0.466667,0
256,1,0.695652,0.307692,0.944444,-0.283843,-0.802198,-0.660377,0.333333,-0.714286,0.166667,0.171429,0.0736842,0.179856,0.18239,-0.684211,0.636364,0.317073,0,0.4
258,0,-0.173913,-0.230769,-0.194444,-0.528384,-0.802198,-0.811321,-0.51634,0.0285714,-0.666667,-0.285714,-0.578947,-0.642686,-0.257862,-0.894737,0.272727,-0.121951,0.466667,0.466667
259,1,0.130435,0.153846,0.777778,-0.196507,-0.648352,-0.698113,0.163399,-0.6,0,-0.0285714,-0.0421053,0.00719424,0.132075,-0.631579,-0.272727,-0.804878,-0.2,0.0666667
261,1,-0.565217,-0.692308,-0.611111,-0.877729,-0.824176,-0.924528,-0.777778,0.485714,-0.833333,-0.742857,-0.831579,-0.853717,-0.610063,-0.421053,-0.636364,-0.365854,-0.733333,-0.8
262,1,-0.217391,-0.538462,0.333333,-0.257642,-0.648352,-0.735849,-0.176471,-0.314286,-0.333333,-0.6,-0.294737,-0.345324,-0.408805,-0.736842,-1,0.121951,0,0.133333
263,3,-0.304348,-0.461538,-0.444444,-0.764192,-0.802198,-0.849057,-0.921569,0.714286,-1,-0.457143,-0.863158,-0.940048,-0.446541,-0.842105,-0.0909091,-0.609756,0.133333,0.2
264,3,-0.304348,-0.846154,-0.166667,-0.703057,-0.758242,-0.811321,-0.816993,0.542857,-1,-0.714286,-0.821053,-0.872902,-0.962264,-0.868421,-0.636364,-0.0731707,0.533333,0.733333
265,1,0.304348,0.230769,0.666667,-0.213974,-0.714286,-0.698113,-0.0457516,-0.485714,-0.166667,0.2,-0.242105,-0.199041,-0.132075,-0.921053,0.181818,-0.609756,0.466667,0.8
267,2,-0.434783,-0.307692,-0.305556,-0.895197,-0.868132,-0.849057,-0.477124,0.0857143,-0.666667,-0.342857,-0.526316,-0.63789,-0.207547,-0.315789,-0.545455,-0.804878,-0.8,-0.866667
