idx,motor_speed,pm,stator_yoke,stator_tooth,stator_winding
250,1.7947512,0.9032139,1.3227718,1.2168168,1.0722657
251,1.4830359,0.46620739,1.8101819,1.3776815,0.983637
252,-0.30527487,-1.3968538,-1.4589165,-1.5517029,-1.5684512
253,-0.7354473,-1.3469661,-0.44238994,-0.29721418,-0.20910642
254,-0.55779606,0.45654374,1.6618142,1.3463703,0.9633567
255,-0.1402428,-1.0126951,-1.0541687,-0.93819696,-0.83267385
256,-1.2224329,-2.0223324,-1.2419908,-1.4217176,-1.3785026
257,0.26557323,-1.5306606,-1.4396358,-1.5329549,-1.6582897
258,-0.11522027,0.06565441,-0.23097071,-0.11660238,0.021300055
259,-0.29257914,0.30109802,1.4550915,1.457092,1.5889955
260,-1.2224315,-1.8799483,-1.3708156,-1.6410748,-1.6602705
261,1.2650971,0.4387179,-0.26061383,0.14675689,0.39760947
262,-1.222429,-0.9004744,-1.5551302,-1.7157961,-1.7048806
263,0.13030277,0.26064456,0.19617137,0.01772358,-0.2551236
264,-1.2224332,-0.7680873,-0.04658833,-0.13134395,-0.22530243
265,-0.4548844,0.60620844,0.4440113,0.43736684,0.38220778
266,1.6182945,1.6640543,1.492187,1.688426,1.8897389
267,0.005950325,-0.10630667,0.53955173,0.22807197,-0.0366935
268,-1.1953642,-1.7456872,-1.4119565,-1.5004967,-1.3866858
269,-0.7597057,0.41852048,1.1255724,0.96283215,0.8282243
270,1.0913863,0.084326826,1.5844253,1.0786397,0.7705618
271,1.6182971,1.9798912,1.3720291,1.4185652,1.2373071
272,1.0504587,-0.1480115,-0.39753547,-0.5296085,-0.7265427
273,0.44291782,0.7265416,0.95324945,0.9509522,0.6885995
274,1.6182963,2.1521046,1.6072582,1.9183074,2.0076952
275,-1.2224287,-0.4857097,-1.2696205,-1.5086702,-1.5344627
276,0.9419409,1.1709781,1.8808416,1.4161284,0.89758056
277,-0.024969785,0.086540826,0.30376723,0.77017623,1.1138786
278,-1.1414545,0.7305439,1.295828,1.6824514,2.0170014
279,0.8527173,0.98476416,2.138209,1.7956246,1.2616183
280,-0.7757375,1.6377535,2.2049253,1.8527514,1.2723963
281,-0.37807858,0.6388572,0.2727443,0.46185738,0.8685825
282,1.4830272,1.8656552,1.3230411,1.4181757,1.261606
283,-0.30527955,-1.1766235,-1.4346205,-1.5231403,-1.5339491
284,-1.2224318,-0.6925912,1.3144885,0.7702012,0.2925657
285,-1.2224281,-0.78825015,-0.39754668,-0.76416165,-0.9771674
286,1.9429593,2.6551194,0.2774865,1.2438813,1.7246239
287,0.8638911,1.4717677,1.4890554,1.2495438,0.8694918
288,-0.1402504,-1.2279238,-1.0719346,-1.0659631,-0.86621535
289,0.94194233,0.16508289,-0.23949169,-0.2951298,-0.47371167
290,-0.95188546,-1.5248355,-1.7462937,-1.9239178,-1.897393
291,1.2987732,-1.487626,-0.73135775,-0.56705093,-0.4276534
292,-1.222432,-0.97090137,-1.4055175,-1.6198351,-1.6505297
293,-0.95188177,-1.9836711,-0.42434534,-0.8031365,-1.006209
294,-1.0151318,-0.14340623,-0.1479037,-0.45360819,-0.7033452
295,-0.9518941,-0.31067026,1.5876507,0.9984957,0.4785486
296,1.9852341,-1.8348837,-1.3974662,-1.1434711,-0.71472675
297,-0.6653347,-2.2510433,-1.3700325,-1.5971047,-1.5579016
298,0.122504815,0.69706637,0.9499036,1.0185263,0.9960958
299,1.888854,0.6887682,-0.39753547,0.29837447,0.6634801
300,-0.9518769,-1.9482155,-1.7472572,-1.9857602,-1.970465
301,0.21437596,1.3021982,1.7114991,1.3059599,0.76537246
302,0.7785195,0.32209828,0.33097222,0.46185917,0.49352014
303,0.1302963,-0.7163282,-0.816017,-0.59020305,-0.3637077
304,-1.2224293,-0.5984875,-0.5877404,-0.90063965,-1.0189949
305,-0.3830928,0.62473434,0.93864465,1.0393819,1.2184522
306,1.0884806,1.0455284,2.062302,1.9098263,1.6365156
307,-0.651096,0.70067084,1.1215864,1.2889278,1.2616394
308,-0.0049746684,0.6141804,-0.7656193,-0.5425688,-0.5065289
309,0.08004516,0.15092638,0.022698717,0.35473707,0.65906936
310,-0.14024755,0.20710795,0.31734365,0.17990075,-0.040150173
311,0.2655723,-0.80268145,-0.9336146,-0.90702355,-0.9837162
312,-1.2224329,-0.79022,-0.73472506,-1.0679032,-1.144139
313,-0.4780722,1.2959958,1.1926312,1.3315326,1.261606
314,-1.222428,-0.78295684,-0.8902884,-0.7619474,-0.5661201
315,-0.4378438,-1.0954672,-0.8161934,-0.61255866,-0.3553731
316,0.85138685,0.9466064,1.9578104,1.7700616,1.6573392
317,-1.2224305,0.26725098,-1.2233105,-1.3907087,-1.4183005
318,1.3037231,0.19526346,1.2940594,0.86578417,0.60925543
319,-1.2224272,0.34940857,1.2910434,0.7702012,0.2967133
320,0.96246415,0.8824005,0.82980543,1.0463514,0.95279676
321,0.46968776,-0.38537866,-0.48613903,-0.38196728,-0.15482889
322,1.6693336,-0.8742087,-0.030453699,-0.13098669,-0.17453735
323,-0.81661266,-2.1295042,-0.73472506,-0.30180734,0.39014894
324,-0.410791,-1.7193528,-1.5761836,-1.7404176,-1.7759519
325,0.28251675,1.7353057,0.4587181,1.1097233,1.4690597
326,-0.03835046,-0.113706596,-1.1281767,-1.067943,-1.0973574
327,-0.681341,1.6133015,2.0029752,1.8400308,1.3707829
328,-1.2224313,0.4556097,-0.73472506,-0.4327682,-0.2853072
329,1.7925923,-2.233476,-1.4094807,-1.6100199,-1.5436894
330,-1.220455,1.3582726,1.291047,1.3735734,1.2611065
331,1.6234465,0.49962246,0.28676817,0.46138617,0.5469322
332,2.0241244,-0.23101111,-0.81391174,-0.46732908,-0.34529656
333,-0.0049712337,-0.3381739,-0.98744875,-0.84498656,-0.78794354
334,0.35618606,1.0720272,0.837674,1.0755817,1.2541966
335,0.7927927,-0.48284104,-0.6223748,-0.5112683,-0.52356076
336,1.8898497,1.6103413,2.1151338,1.8621706,1.5835844
337,0.44915208,0.33141455,0.46589786,0.46185774,0.43314508
338,-0.41078883,-0.6925446,0.051297292,0.45216948,1.0961901
339,0.9952868,-0.9408661,-0.7729563,-0.7619508,-0.59874374
340,-0.95186853,0.53390193,0.34671745,0.46185845,0.62775135
341,-0.0059842067,0.5249566,0.3272966,0.65387136,0.9268293
342,0.69523144,-1.3075336,-1.1535217,-1.0857091,-0.96286094
343,-1.2224314,-2.0047417,-1.0704514,-1.1782194,-1.1391149
344,-0.9501554,0.9985877,1.5027735,0.99864715,0.47883117
345,1.4830279,0.3884312,-0.56344074,-0.16894503,0.019273447
346,1.4830288,0.5661303,0.4061167,0.46185845,0.5439309
347,1.5655205,0.1699923,-0.22165419,-0.17958161,-0.15039667
348,0.8252156,0.7613414,0.554151,0.5768815,0.39981905
349,-1.2224325,0.79723763,0.714067,0.77020764,0.53334653
350,-1.2224287,-0.3486714,0.4585313,-0.13128929,-0.4573648
351,0.9717434,-0.29541564,-0.512291,-0.4510458,-0.40135485
352,-1.2224311,0.09700012,-1.2230878,-1.4076833,-1.4407597
353,-0.9518894,-0.83759755,-1.5684698,-1.6948534,-1.66049
354,-0.6001751,-1.2933644,-1.4225845,-1.5018183,-1.4608874
355,0.6567999,-0.18124834,0.4731979,0.39840373,0.33392993
356,1.5008134,0.12676029,0.020455668,0.2522785,0.46098784
357,0.5537817,1.3877839,0.951221,1.153364,1.1880894
358,1.2694685,0.40266553,0.28730914,0.44110224,0.47890204
359,-0.30013826,1.2671245,1.1203498,1.2275343,1.174939
360,-0.2750573,0.09200086,0.30310556,0.7723383,1.2189572
361,1.5019029,1.1835126,-0.058648903,0.22636718,0.2686478
362,0.40409592,0.1336896,-0.39756912,-0.27618253,-0.17777649
363,-0.4107924,-1.659677,-1.5740864,-1.7301407,-1.7616144
364,-1.2224323,-0.86836666,-0.73472506,-1.0679032,-1.1562551
365,0.77029324,0.33476245,0.6095099,0.691249,0.6175826
366,0.8757292,0.9582414,1.7837527,1.2844242,0.84654623
367,-1.2224334,-1.6568488,-1.3674941,-1.616584,-1.6393706
368,-0.7420536,0.42044044,1.1263545,0.9581772,0.82539433
369,0.014457553,0.48955473,1.2914214,1.6840712,2.025907
370,-0.16774228,0.8431396,1.5589509,1.1852816,0.7025221
371,-0.53789306,-1.3211825,-1.1580406,-1.1403208,-0.9880408
372,-1.22243,-0.8741085,-0.98472637,-1.2331005,-1.322614
373,-0.9152681,-1.2962239,-0.73472506,-0.76194936,-0.5262013
374,1.2124823,-0.6693161,-1.075268,-0.95836395,-0.9768361
375,1.2401681,0.32600787,-0.051189594,0.082298644,0.015438635
376,-1.2224299,0.3788252,1.0666051,0.46185845,0.101153545
377,-0.8571928,-1.7466321,-0.79919904,-0.7619501,-0.5625317
378,0.26557282,-1.1237446,-1.3323525,-1.4003971,-1.5031039
379,1.4830264,0.75495553,-0.525882,-0.084225364,0.13376455
380,1.5500315,0.46672964,0.95038515,0.6986376,0.4387178
381,-0.45092207,0.23977351,0.9512344,0.83670115,0.69948477
382,1.2556605,-0.1555611,-0.11630592,0.09337625,0.29700896
383,-0.4107895,-0.5714266,-0.9155092,-1.0679032,-1.1409256
384,-0.4107891,-1.772925,-1.5834929,-1.7529552,-1.7812126
385,-0.2868847,-0.769405,-0.73472506,-0.42904672,0.0111350715
386,1.2426736,-0.3878562,-0.36512858,-0.30210584,-0.22785617
387,0.67139417,-1.835736,-1.254495,-1.1825666,-1.0317739
388,0.753833,0.5160098,0.31882128,0.28983906,0.09854986
389,0.5631728,1.3791556,0.22371338,1.0433184,1.6263192
390,-0.6461669,-1.9208283,-1.6446697,-1.8205552,-1.8160744
391,1.3231553,1.3780165,1.9753658,1.688789,1.590231
392,1.1108387,0.9775798,0.39862707,0.43154436,0.26896465
393,0.020601045,1.0857782,1.2912655,1.1499068,0.9116146
394,2.0241249,1.4496801,-0.048878234,0.77412564,1.2599422
395,-1.2224292,1.2240741,0.7894081,0.38571993,0.005475209
396,1.3285755,2.0263917,1.8781674,1.9916204,2.0077076
397,-1.2224311,0.6853415,0.7865355,0.62692755,0.40203008
398,-0.45740846,-0.48540074,-0.26455522,-0.3735206,-0.45392016
399,1.0563344,-0.056385353,0.31784248,0.097779,-0.18028173
400,1.0688592,-0.51731795,-0.6878545,-0.30151442,-0.0844332
401,-0.14024927,-0.4712918,-0.39753547,0.15305234,0.7176153
402,-0.88745606,-2.2032137,-1.3099173,-1.6554079,-1.6603996
403,-1.2224302,0.0029043644,1.6291047,1.0366789,0.52036935
404,-0.90669906,1.0216919,1.4055011,1.4971651,1.2666638
405,1.5278865,1.029058,0.9512438,1.1132448,1.0124277
406,0.26557335,-0.88672173,-1.0968077,-1.1070642,-1.2256477
407,-1.222429,-0.9122298,-0.73472506,-1.0679032,-1.1614763
408,-1.0601082,-2.1118698,-1.7552797,-1.9858023,-1.9718252
409,-0.6461683,-1.7290246,-1.6293756,-1.7993745,-1.7940103
