15,0,0:-0.00468931,1:-0.0167953,2:0.020487,3:-0.00379554,4:0.0158281,5:-0.0117664,6:-0.0129298,7:0.0271175,8:-0.0336681,9:-0.0284251,10:0.0447403,11:0.0235297,12:0.0116496,13:0.0125732,14:0.00131931,15:0.0258169,16:-0.0191749,17:-0.0116932,18:-0.0336865,19:0.0066663
16,1,0:0.0492144,1:-0.0221748,2:-0.00184952,3:0.0516264,4:-0.0185077,5:0.0262974,6:0.0149701,7:0.0144951,8:0.0144015,9:0.00217536,10:-0.0280627,11:0.0116264,12:0.00149169,13:-0.0138748,14:0.00115105,15:-0.0129206,16:-0.0038051,17:-0.0291664,18:-0.008881760000000001,19:0.00587444
17,1,0:-0.00659793,1:0.0116815,2:0.00510347,3:-0.0006763339999999999,4:-0.00154244,5:-0.0381729,6:-0.0272894,7:0.00407934,8:0.00839415,9:-0.0296865,10:0.0132782,11:-0.0194815,12:0.0286103,13:-0.0039561,14:-0.00281149,15:0.00686293,16:0.0289743,17:0.0055,18:-0.0239042,19:-0.0119896
18,0,0:0.0423034,1:0.0201897,2:0.0225725,3:0.07001689999999999,4:-0.0242531,5:-0.0012049,6:0.0082603,7:0.00158895,8:-0.0181201,9:0.04874990000000001,10:-0.00884093,11:-0.00553716,12:0.0250125,13:-0.0538183,14:-0.00796738,15:-0.0599881,16:0.0212469,17:0.00707661,18:0.0160767,19:-0.0410608
19,1,0:0.020336,1:-0.0214279,2:0.0180949,3:0.0262122,4:0.0184589,5:-0.007941,6:0.0005219469999999999,7:-0.0291173,8:-0.009730569999999999,9:-0.00748707,10:-0.0440989,11:0.00747906,12:0.0037847,13:0.000501668,14:0.0006405,15:0.0460182,16:0.00221142,17:0.0262692,18:-0.0173658,19:-0.0366181
20,0,0:-0.0114996,1:0.00191134,2:0.0102358,3:-0.0162757,4:0.0140978,5:-0.0382885,6:-0.0204736,7:0.0228526,8:-0.00373931,9:-0.0201191,10:0.0245905,11:-0.00326108,12:0.020938,13:0.0156828,14:-0.0006650569999999999,15:0.0076834,16:0.0158616,17:-0.0060222,18:-0.019969,19:-0.0150288
21,1,0:-0.0136418,1:-0.00296827,2:0.012183,3:-0.01546,4:0.00677158,5:-0.036219,6:-0.0164142,7:0.0127144,8:0.0320527,9:-0.0138178,10:0.00574271,11:-0.0254941,12:0.0302301,13:0.0118202,14:-0.00261802,15:0.0290765,16:0.0151122,17:0.00981628,18:0.00989658,19:0.003562699999999999
22,0,0:-0.0239907,1:-0.00764414,2:-0.00272951,3:-0.00328962,4:0.0247027,5:-0.0398789,6:-0.0236458,7:0.00698006,8:0.0132604,9:-0.0230673,10:0.0261871,11:-0.0172875,12:0.0269058,13:0.00169737,14:0.00177305,15:0.00160397,16:0.0264877,17:0.009741339999999999,18:-0.025107,19:-0.0209028
23,0,0:-0.0107912,1:0.00542072,2:-0.00955218,3:0.00446733,4:0.0198403,5:-0.0388335,6:-0.0239129,7:-0.009656339999999999,8:-0.0035489,9:-0.0314712,10:0.00615288,11:-0.0262511,12:0.0279161,13:0.0136412,14:-0.00766953,15:0.00711323,16:0.0309258,17:0.00675979,18:-0.0206697,19:-0.0129894
24,0,0:0.0399223,1:0.00156296,2:0.00353955,3:-0.0133474,4:-0.00791801,5:0.0160779,6:-0.0145254,7:-0.00365786,8:-0.0216288,9:0.0173537,10:-0.0245983,11:0.0135901,12:-0.0137257,13:-0.06857260000000001,14:-0.0174214,15:0.0171751,16:0.005513399999999999,17:0.0152087,18:0.0297799,19:-0.00342602
25,0,0:0.008198550000000001,1:-0.0373597,2:-0.0221466,3:-0.018573,4:-0.0705235,5:0.0140286,6:-0.00876329,7:-0.00700225,8:0.00898523,9:-0.00100142,10:0.0160826,11:0.00361289,12:0.0297612,13:-0.0266743,14:-0.049724,15:0.0394481,16:0.0102899,17:-0.00576388,18:0.0230511,19:0.0189413
26,0,0:0.021893,1:0.042472,2:-1.06302e-05,3:-0.00499937,4:0.0126673,5:-0.00789696,6:-0.0432776,7:0.06715139999999999,8:-0.0172545,9:-0.034311,10:0.05859119999999999,11:0.0119175,12:-0.008863289999999999,13:-0.0178113,14:0.0133118,15:-0.0142164,16:0.0108087,17:0.0266612,18:-0.00868677,19:-0.00849653
27,1,0:-0.00982508,1:-0.0105403,2:-0.00742757,3:0.0177205,4:0.00414011,5:-0.000903318,6:-0.028923,7:-0.007943169999999999,8:-0.0158506,9:-0.0212452,10:0.0253693,11:-0.000294364,12:0.0118765,13:0.0177183,14:-0.028488,15:-0.0186361,16:-0.0513134,17:0.04498219999999999,18:0.0353218,19:-0.0225658
28,1,0:-0.00624983,1:-0.0119245,2:0.00330109,3:0.000825433,4:0.00955748,5:0.0236509,6:0.00773005,7:-0.00478167,8:0.007926600000000001,9:0.029198,10:-0.00447841,11:0.0210559,12:-0.00995559,13:0.0275163,14:0.0142563,15:-0.0150731,16:0.010732,17:0.0247076,18:0.0132967,19:0.0062115
29,1,0:-0.000126894,1:0.0104377,2:-0.000187337,3:-0.00661521,4:0.000236501,5:0.03393930000000001,6:0.00468199,7:-0.00184338,8:0.022038,9:0.00780326,10:-0.003847,11:0.00681305,12:0.00599668,13:-0.00685527,14:0.0219721,15:0.00571073,16:0.00661579,17:0.0307883,18:-0.000351542,19:0.048543
30,1,0:-0.0559073,1:0.00891519,2:0.0140995,3:-0.0246515,4:0.0287671,5:-0.0179324,6:-0.00609451,7:-0.0290543,8:0.00772087,9:-0.00243548,10:0.0222307,11:-0.0324479,12:0.0259629,13:0.001425,14:-0.0142989,15:0.000918924,16:0.0217749,17:0.0178143,18:-0.0005412149999999999,19:0.00332967
31,0,0:-0.0160535,1:-0.00262561,2:-0.00270196,3:-0.0204737,4:0.00428174,5:-0.0179006,6:-0.022695,7:0.0193555,8:-0.00366941,9:-0.0136907,10:0.0111153,11:-0.00662181,12:0.00215708,13:0.0268792,14:0.0180579,15:0.00228774,16:0.0114523,17:-0.00629605,18:-0.0102579,19:0.0100053
32,0,0:0.0289363,1:-0.00612713,2:0.028763,3:0.0122611,4:-0.00772562,5:0.00699257,6:0.0106213,7:0.0177022,8:0.0361483,9:-0.04105130000000001,10:0.00441943,11:0.010146,12:-0.009820799999999999,13:-0.0372888,14:-0.06653089999999999,15:-0.0171854,16:0.0173452,17:0.0018487,18:0.0227419,19:-0.00595945
33,1,0:-0.0136402,1:0.00289252,2:-0.00944326,3:-0.00906242,4:0.0154824,5:-0.0432588,6:-0.0292425,7:0.00390961,8:-0.00122049,9:-0.0318001,10:0.0118917,11:-0.0150834,12:0.0331686,13:-0.00593642,14:-0.00526874,15:0.0040359,16:0.0209876,17:0.00740662,18:-0.0307259,19:-0.0115718
34,1,0:-0.00582956,1:-0.0131298,2:-0.00151433,3:-0.008276299999999999,4:0.0115803,5:-0.0434925,6:-0.028124,7:-0.0143284,8:-0.0484036,9:-0.0387002,10:-0.0007084460000000001,11:-0.00294367,12:0.0281433,13:-0.00705473,14:0.00530103,15:0.0166157,16:0.00444143,17:0.0133645,18:-0.00603495,19:-0.00686215
35,1,0:0.00249917,1:-0.0245244,2:0.00644218,3:0.0482366,4:0.0142608,5:-0.00782715,6:-0.0187649,7:0.00836512,8:0.0261009,9:-0.00464066,10:0.0356913,11:0.00484835,12:0.041136,13:-0.0154849,14:-0.0348173,15:-0.0118121,16:0.00105281,17:-0.0470742,18:-0.0250393,19:-0.0213205
36,0,0:0.025177,1:0.00849111,2:0.00663729,3:0.00345701,4:-0.0163549,5:0.0338878,6:0.0145582,7:0.00522191,8:-0.0163979,9:0.03123540000000001,10:-0.00995333,11:-0.00963079,12:-0.0292381,13:0.00748104,14:0.0177297,15:0.0200077,16:-0.00285584,17:0.0654223,18:0.0106752,19:0.0160363
37,1,0:0.0112599,1:-0.0208683,2:0.00304965,3:0.0122174,4:-0.0119686,5:0.0110519,6:0.00130461,7:0.0212033,8:0.00455653,9:0.009647899999999999,10:0.00591329,11:-0.0111358,12:0.0266367,13:-0.000820733,14:-0.0132629,15:0.0241557,16:-0.0148808,17:-0.0186242,18:-0.00432705,19:0.0109619
38,1,0:0.0291805,1:-0.0104514,2:0.00859263,3:-0.00177413,4:0.0317205,5:-0.0154871,6:-0.0213643,7:0.00211191,8:-0.0837367,9:-0.0258059,10:-0.0102622,11:0.000855005,12:-0.00379733,13:-0.0326083,14:-0.0244292,15:0.008897200000000001,16:0.0149713,17:-0.0162905,18:0.0295387,19:-0.0221638
39,0,0:-0.0152404,1:0.00580425,2:0.00873444,3:-0.00633313,4:0.00847506,5:-0.0431756,6:-0.0266692,7:-0.00582736,8:0.008292509999999999,9:-0.0274361,10:0.00194568,11:-0.0248608,12:0.0278912,13:0.00493975,14:-0.009374850000000001,15:0.008395100000000001,16:0.031067,17:-0.00121891,18:-0.0143346,19:-0.0177184
40,0,0:-0.0236253,1:-0.0115184,2:0.0401121,3:-0.0605066,4:0.0109277,5:0.00678901,6:0.00708783,7:0.0133729,8:0.0243884,9:0.00149526,10:-0.034341,11:-0.0209219,12:0.00176864,13:-0.0100511,14:0.0105592,15:-0.0283742,16:0.0174412,17:-0.008315899999999999,18:-0.0302029,19:-0.0006742580000000001
41,1,0:0.00378493,1:-0.0132258,2:-0.019544,3:-0.00192502,4:-0.0321658,5:-0.0131371,6:0.0142925,7:-0.0222799,8:0.0125717,9:0.009012030000000001,10:0.0121224,11:-0.0183322,12:0.0140541,13:-0.0123751,14:0.0174731,15:-0.0395788,16:0.0122188,17:-0.00582054,18:-0.00165014,19:-0.0170434
42,1,0:0.00080513,1:-0.000724945,2:0.0120267,3:-0.0193401,4:0.00574865,5:-0.0283405,6:-0.00723812,7:0.00603205,8:0.00653109,9:-0.031941,10:0.01722,11:-0.0210705,12:0.0333844,13:-0.00337328,14:0.0039291,15:-0.00102233,16:0.04016090000000001,17:0.00295336,18:-0.0342017,19:-0.0131916
43,1,0:-0.0269525,1:0.0180457,2:-0.0100433,3:-0.00144307,4:0.00375676,5:-0.0335294,6:-0.0178121,7:0.008124360000000001,8:-0.01365,9:-0.0213731,10:0.012815,11:0.00142084,12:0.0212788,13:0.0219229,14:-0.0204085,15:0.00612666,16:0.0195736,17:0.0180981,18:-0.0292701,19:0.00848283
44,1,0:0.0171731,1:-0.0012007,2:0.0265224,3:-0.00268201,4:0.0230883,5:0.0131909,6:0.00381626,7:-0.0757919,8:0.027409,9:-0.000744402,10:0.00206291,11:0.0182201,12:-0.03265440000000001,13:-0.00525216,14:6.13556e-05,15:-0.0372094,16:0.0328696,17:-0.0143308,18:-0.0397288,19:0.0152905
45,0,0:0.0148129,1:-0.021049,2:-0.04256140000000001,3:-0.0196441,4:-0.00350346,5:-0.00437479,6:-0.0531443,7:0.0480797,8:0.0237895,9:0.0204825,10:-0.0231138,11:0.025024,12:-0.0304782,13:0.0149267,14:0.0171226,15:0.0134269,16:0.0157781,17:0.010577,18:-0.0141686,19:-0.00424977
46,1,0:0.0100387,1:0.0255293,2:-0.00639672,3:0.00487395,4:-0.0235161,5:-0.0015004,6:0.0329657,7:0.0141812,8:0.0334192,9:0.0120005,10:-0.0108935,11:0.000810415,12:-0.0316564,13:-0.0583791,14:-0.00754152,15:0.00671999,16:-0.0402163,17:-0.0734998,18:0.0171242,19:-0.0279982
47,1,0:-0.0260176,1:-0.007968680000000001,2:0.00476147,3:-0.0120676,4:0.0139887,5:-0.0341865,6:-0.018504,7:-0.00443821,8:-0.00118074,9:-0.0291834,10:0.00552449,11:0.00185624,12:0.03278780000000001,13:0.00633192,14:-0.0219514,15:-0.0049846,16:0.0279323,17:0.00236697,18:-0.0174485,19:0.00296752
48,1,0:-0.0306304,1:0.009811479999999999,2:-0.013294,3:0.0192127,4:0.007697199999999999,5:-0.00695969,6:0.00812831,7:-0.00588342,8:-0.0312938,9:-0.00968345,10:0.03526219999999999,11:0.0164408,12:0.022537,13:0.022858,14:-0.0118837,15:0.028363,16:0.018603,17:-0.0262917,18:-0.0131273,19:-0.0423032
49,0,0:-0.0268912,1:0.0595164,2:-0.0126847,3:-0.0190569,4:-0.009439899999999999,5:0.0039677,6:-0.017123,7:-0.0353267,8:0.0228165,9:0.00122658,10:0.00400369,11:0.0230356,12:-0.008116129999999999,13:-0.00710065,14:-0.04427709999999999,15:-0.0263437,16:-0.000511796,17:-0.0150128,18:-0.0132181,19:-0.0129779
50,0,0:-0.0144394,1:0.0102631,2:0.00350607,3:-0.00166706,4:0.0277194,5:-0.0336148,6:-0.0304482,7:-0.008327600000000001,8:6.11872e-05,9:-0.0419419,10:0.00368988,11:-0.0211202,12:0.0157713,13:0.00510952,14:-0.0195907,15:0.009230520000000001,16:0.0220376,17:0.0103504,18:-0.0126474,19:-0.00800148
51,0,0:-0.0135537,1:-0.00391512,2:-0.00609811,3:-0.0220913,4:-0.00284391,5:-0.0144814,6:-0.0113182,7:-0.0472394,8:-0.0105862,9:0.00431684,10:-0.023393,11:0.025099,12:0.00844722,13:-0.0130242,14:0.0117933,15:0.00624693,16:-0.0240424,17:0.0143089,18:-0.0464461,19:-0.0152183
52,0,0:0.0038066,1:0.00936707,2:0.0178105,3:0.0242169,4:0.0231363,5:-0.0314985,6:-0.0249935,7:-0.008106840000000001,8:-0.000108362,9:-0.0117015,10:0.0113192,11:-0.0206577,12:0.021427,13:0.0143903,14:-0.00408312,15:0.0127086,16:0.0291673,17:-0.00324594,18:-0.0398972,19:-0.00684213
53,1,0:-0.0186343,1:-0.00358586,2:0.00367723,3:0.00503481,4:0.00611026,5:-0.0379716,6:-0.0248518,7:-0.007021899999999999,8:0.00708908,9:-0.0393194,10:0.0166972,11:-0.0161399,12:0.0236324,13:-0.00118054,14:-0.00592982,15:0.0169462,16:0.022274,17:0.0113626,18:-0.0234714,19:-0.0193497
54,0,0:-0.0110388,1:-0.0178581,2:-0.0135721,3:-0.016841,4:-0.0288528,5:0.00140019,6:-0.0165098,7:0.0169866,8:0.0350167,9:-0.00189938,10:-0.0482633,11:-0.0252974,12:0.00710184,13:-0.0393744,14:-0.00632911,15:0.0449427,16:0.0142406,17:-0.0104338,18:-0.0110894,19:-0.024227
55,1,0:0.0190089,1:-0.0298993,2:0.0356062,3:0.0110592,4:0.008365340000000001,5:0.02823500000000001,6:0.00299755,7:-0.0277014,8:-0.0235511,9:0.0144752,10:0.044727,11:0.0241742,12:-0.0368106,13:0.00803094,14:0.000790553,15:-0.0155665,16:-0.0272687,17:0.000440011,18:-0.00526911,19:0.0229608
56,1,0:-0.0231783,1:0.0152132,2:-0.0101787,3:-0.03381319999999999,4:0.016102,5:-0.0367083,6:-0.00892781,7:0.0492649,8:-0.0205934,9:-0.0248401,10:0.0297968,11:-0.0327356,12:0.0128155,13:0.0144912,14:0.00202093,15:-0.0138047,16:0.0261054,17:0.0354724,18:-0.00787232,19:0.00485046
57,0,0:0.0211119,1:-0.000211734,2:0.0249304,3:0.0190433,4:-0.0140672,5:-0.0273292,6:-0.0193489,7:-0.03944880000000001,8:0.00147643,9:-0.0179056,10:0.0199731,11:-0.0149496,12:-0.00355365,13:-0.0173247,14:0.0159552,15:0.05078819999999998,16:0.0184931,17:0.00239805,18:-0.008501430000000001,19:0.00924381
58,0,0:0.0626366,1:-0.0115984,2:-0.0112578,3:0.0153986,4:0.0122911,5:-0.0318053,6:-0.029343,7:-0.0127914,8:0.00481566,9:-0.0326433,10:-0.0170987,11:0.014439,12:0.0295087,13:0.00735692,14:0.00673037,15:-0.0148496,16:0.0432831,17:0.00843554,18:-0.0465252,19:-0.004106899999999999
59,0,0:-0.0201445,1:0.0110997,2:-0.0159268,3:0.000424572,4:0.00240471,5:-0.0349557,6:-0.0252539,7:-0.0144496,8:0.00695528,9:-0.03235759999999999,10:-0.0143093,11:-0.0204577,12:0.0444903,13:0.0146922,14:-0.0088345,15:0.00928238,16:0.015899,17:-0.00544878,18:-0.0266578,19:-0.00209184
60,0,0:-0.000813131,1:-0.0114047,2:-0.0163747,3:-0.00140332,4:0.0282825,5:-0.0384898,6:-0.0246764,7:0.008484210000000001,8:0.00975409,9:-0.0373182,10:0.00365734,11:-0.0117617,12:0.0204363,13:0.0194883,14:0.00289906,15:0.0238149,16:0.0375578,17:-0.00345232,18:-0.0234808,19:0.000767093
61,0,0:0.0125249,1:0.0147602,2:-0.0071381,3:0.0124176,4:-0.00152687,5:0.0241033,6:-0.00606247,7:-0.0429319,8:-0.0298718,9:0.016008,10:-0.00265893,11:0.0177569,12:-0.0225948,13:0.040445,14:-0.000351416,15:0.000357163,16:-0.018702,17:-0.0257077,18:0.0169968,19:-0.0026255
62,0,0:-0.00631805,1:0.05103819999999998,2:-0.0138505,3:-0.0202519,4:0.012038,5:-0.00225701,6:-0.00632917,7:0.00378834,8:0.03582390000000001,9:-0.0161216,10:0.06936210000000001,11:-0.06388630000000001,12:0.00216668,13:-0.0171679,14:0.0138632,15:-0.0122979,16:0.0238708,17:-0.07217919999999999,18:-0.04667250000000001,19:0.0297541
63,0,0:0.011839,1:-0.0343021,2:0.0105432,3:-0.00541411,4:0.00765239,5:-0.0301224,6:-0.00337322,7:-0.0144658,8:-0.00615046,9:-0.0179369,10:-0.0061038,11:0.0197287,12:0.016199,13:0.00545275,14:-0.00282264,15:-0.00676225,16:0.0220271,17:0.00204938,18:-0.0219776,19:-0.0289376
64,0,0:0.0144834,1:0.0350601,2:0.0142319,3:-0.0128626,4:0.00314587,5:-0.0359038,6:-0.0448947,7:0.00278143,8:0.0127698,9:-0.0334765,10:-0.0197531,11:-0.0107067,12:0.0268724,13:-0.00426783,14:0.0146308,15:0.0136487,16:0.0287605,17:0.0198972,18:-0.0224497,19:0.00247688
65,0,0:0.00219181,1:-0.00187934,2:0.0398566,3:0.0135166,4:0.0106742,5:-0.0230742,6:-0.0134386,7:-0.0111955,8:0.03362059999999999,9:-0.0362714,10:0.00800815,11:0.00360615,12:0.0317495,13:0.0269532,14:-0.0325121,15:-0.0119998,16:0.0345575,17:0.00667942,18:-0.0248338,19:-0.0228054
66,0,0:-0.00731024,1:0.00149928,2:0.0139077,3:0.0058481,4:0.0131899,5:-0.03360080000000001,6:-0.0266381,7:0.0537023,8:0.0171907,9:-0.00407171,10:0.0125904,11:0.000340529,12:-0.00219613,13:0.0376509,14:-0.0231767,15:0.0122566,16:0.011747,17:0.00709733,18:-0.0158603,19:0.0193348
67,0,0:0.00748705,1:-0.0320949,2:-0.0126287,3:-0.0253563,4:-0.035362,5:-0.00582324,6:0.0502355,7:0.0195111,8:0.0276599,9:-0.0031443,10:0.0174082,11:0.0271934,12:0.0335732,13:-0.0218183,14:-0.0284504,15:-0.0143878,16:-0.0103504,17:0.0153999,18:0.0252571,19:0.0312015
68,1,0:0.000874282,1:0.0535283,2:0.0490016,3:0.0181612,4:0.0116467,5:0.0101421,6:0.0574332,7:-0.00700024,8:0.0235552,9:0.00132546,10:-0.0174297,11:-0.000278098,12:-0.00520416,13:0.025807,14:0.0263704,15:-0.056471,16:-0.0034986,17:-0.0351922,18:-0.0054225,19:-0.0428629
69,0,0:-0.00848936,1:0.0119179,2:0.007867570000000001,3:0.00108712,4:0.00880646,5:-0.0341079,6:-0.0161012,7:0.00290359,8:-0.00400432,9:-0.0167697,10:0.0113895,11:-0.0302929,12:0.0186202,13:0.00130288,14:-0.0158611,15:0.0206991,16:0.0270798,17:0.008237639999999999,18:-0.0323123,19:-0.00494377
70,1,0:0.014232,1:0.0166474,2:0.0106895,3:-0.0337117,4:0.0105047,5:-0.0122165,6:-0.0109172,7:-0.0281459,8:0.010038,9:0.00735159,10:0.00637787,11:0.00262374,12:-0.00292214,13:0.0117984,14:0.00184186,15:-0.008496409999999999,16:0.04556180000000001,17:0.000896176,18:0.007838950000000001,19:-0.0119255
71,1,0:-0.00239597,1:0.00200035,2:-0.0197929,3:-0.00328022,4:0.0169699,5:-0.03723730000000001,6:-0.027258,7:-0.008939590000000001,8:0.00844429,9:-0.0138591,10:0.0171722,11:-0.0216122,12:0.0314455,13:0.00748002,14:0.0170013,15:0.0175534,16:0.0261991,17:0.0169427,18:-0.0255233,19:0.00422285
72,0,0:-0.0132977,1:-0.00212136,2:0.00627203,3:-0.0145942,4:0.0235616,5:-0.0396507,6:-0.0340426,7:-0.00461809,8:0.00820009,9:-0.03508119999999999,10:0.0061544,11:-0.0110846,12:0.0113124,13:0.00145954,14:0.000752693,15:-0.009757790000000001,16:0.0187338,17:0.0180092,18:-0.0123384,19:-0.0117768
73,1,0:0.00758578,1:0.0320039,2:0.00395308,3:-0.0168631,4:-0.0176225,5:0.00562394,6:0.0175785,7:-0.0142794,8:-0.0204667,9:-0.00714459,10:-0.025125,11:-0.00539021,12:-0.0118833,13:0.0189126,14:-0.060763,15:0.0279041,16:-0.0289123,17:-0.009209169999999999,18:-0.0190744,19:-0.0269529
74,0,0:0.00109764,1:-0.00429831,2:-0.00463284,3:-0.0234395,4:-0.00700021,5:-0.0254601,6:-0.03066700000000001,7:0.0149578,8:-0.0141491,9:-0.00143823,10:-0.0123942,11:-0.0103877,12:0.0187922,13:-0.0101737,14:-0.0165605,15:0.00906393,16:0.0230422,17:-0.0161598,18:-0.0209749,19:-0.00289476
75,1,0:0.0111227,1:0.0125651,2:-0.024892,3:-0.0159849,4:-0.0167429,5:0.0157699,6:-0.0143051,7:-0.00187338,8:0.032684,9:0.0162131,10:-0.029095,11:-0.00576657,12:0.0256715,13:-0.0129188,14:-0.00394454,15:-0.015626,16:-0.0138821,17:0.00883161,18:-0.0013904,19:-0.00731933
76,0,0:-0.00903935,1:0.00354719,2:-0.007951399999999999,3:-0.0140555,4:0.0178809,5:-0.0401509,6:-0.0224384,7:0.00316647,8:-0.00140975,9:-0.0249425,10:-9.40695e-05,11:-0.034194,12:0.0320249,13:0.000978888,14:-0.008893440000000001,15:0.020253,16:0.0324091,17:0.00611908,18:-0.0214613,19:-0.0009338769999999999
77,0,0:-0.0226522,1:0.0116545,2:0.00685497,3:-0.00416163,4:0.00319877,5:-0.0355894,6:-0.0316697,7:-0.00571452,8:0.0122227,9:-0.0204193,10:0.00674603,11:-0.0222047,12:0.00640041,13:-0.00170506,14:-0.0262485,15:0.0127907,16:0.0122142,17:0.00335035,18:-0.0174355,19:0.00726395
78,1,0:0.0283171,1:0.00617795,2:-0.00421345,3:0.0252077,4:0.0178587,5:0.02476,6:0.0119425,7:-0.00464948,8:-0.018582,9:0.0317412,10:-0.00525042,11:-0.0104933,12:0.00185578,13:0.00650242,14:0.034271,15:-0.0181191,16:-0.0161128,17:-0.0108126,18:-0.009951450000000001,19:0.0219757
79,1,0:0.008425729999999999,1:-0.015617,2:-0.0466811,3:0.030429,4:-0.000711776,5:0.0192438,6:-0.00286586,7:0.0160041,8:-0.03821040000000001,9:0.0211261,10:0.0139697,11:0.0450551,12:0.00410578,13:-0.0120957,14:-0.0177781,15:-0.0296161,16:-0.00766031,17:-0.0381596,18:0.010972,19:0.0191359
