id,y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
55,2,0.217391,0.769231,0.777778,-0.292576,-0.868132,-0.849057,0.895425,-1,0.833333,0.428571,0.526316,0.851319,0.522013,-0.368421,-0.545455,0.268293,-0.733333,-0.8
56,3,-0.0869565,-0.769231,-0.277778,-0.58952,-0.692308,-0.773585,-0.72549,0.371429,-0.833333,-0.514286,-0.747368,-0.805755,-0.874214,-0.921053,-0.181818,-0.853659,0.666667,0.8
57,1,0.0434783,-0.153846,0.555556,-0.20524,-0.648352,-0.735849,-0.0457516,-0.428571,-0.166667,-0.257143,-0.242105,-0.213429,-0.295597,-0.815789,-0.636364,-0.609756,0,0.2
58,3,-0.304348,0.0769231,0.222222,-0.746725,-0.824176,-0.660377,-0.411765,0.0285714,-0.5,0.2,-0.589474,-0.592326,-0.157233,-0.605263,-0.545455,-0.560976,-0.6,-0.266667
59,0,0.478261,0.538462,0.75,0.0218341,-0.582418,-0.660377,0.267974,-0.657143,0.166667,0.285714,-0.0315789,0.1247,0.295597,-0.815789,-1,-0.95122,0,0.333333
60,3,-0.478261,-0.538462,-0.222222,-0.868996,-0.89011,-0.886792,-0.79085,0.542857,-0.833333,-0.514286,-0.810526,-0.863309,-0.584906,-0.578947,-0.272727,-0.609756,-0.6,-0.6
62,0,-0.826087,-0.615385,-0.361111,-0.729258,-0.736264,-0.886792,-0.764706,0.485714,-0.833333,-0.657143,-0.842105,-0.848921,-0.622642,-0.473684,0.181818,0.0243902,-0.533333,-0.6
64,2,-0.565217,-0.307692,-0.277778,-0.545852,-0.56044,-0.811321,-0.503268,0.0857143,-0.666667,-0.257143,-0.536842,-0.642686,-0.371069,-0.5,-0.636364,-0.902439,-0.6,-0.533333
66,0,-0.304348,-0.384615,-0.0277778,-0.659389,-0.802198,-0.811321,-0.555556,0.142857,-0.666667,-0.457143,-0.578947,-0.681055,-0.408805,-0.552632,0.636364,-0.756098,-0.466667,-0.533333
67,2,-0.652174,-0.230769,-0.222222,-0.816594,-0.78022,-0.773585,-0.51634,0.142857,-0.666667,-0.2,-0.589474,-0.666667,-0.207547,-0.368421,-0.454545,-0.121951,-0.8,-0.8
68,0,0.0869565,0.692308,0.694444,0.00436681,-0.516484,-0.660377,0.477124,-0.771429,0.333333,0.714286,0.0631579,0.352518,0.345912,-0.605263,-0.454545,-0.317073,-0.266667,-0.0666667
74,0,-1,-0.692308,-0.638889,-0.938865,-0.846154,-0.849057,-0.816993,0.657143,-0.833333,-0.714286,-0.947368,-0.896882,-0.522013,-0.394737,-0.909091,-0.268293,-1,-0.8
75,3,-0.304348,-0.307692,0.361111,-0.624454,-0.692308,-0.660377,-0.490196,0.0285714,-0.666667,-0.228571,-0.578947,-0.630695,-0.320755,-0.657895,0,0.121951,-0.266667,0.2
80,2,-0.304348,-0.153846,-0.222222,-0.921397,-0.934066,-0.811321,-0.503268,0.0857143,-0.666667,-0.171429,-0.568421,-0.654676,0.00628931,-0.236842,-0.454545,-0.756098,-0.8,-0.933333
82,2,0.130435,0.384615,0.444444,-0.135371,-0.604396,-0.886792,0.267974,-0.714286,0.166667,0.171429,0.0736842,0.167866,0.320755,-0.5,-0.545455,-0.463415,0,-0.466667
84,0,-0.73913,-0.461538,0.111111,-0.746725,-0.824176,-0.811321,-0.542484,0.2,-0.666667,-0.514286,-0.557895,-0.695444,-0.559748,-0.552632,-0.272727,0.463415,-0.666667,-0.2
85,2,-0.304348,-0.461538,0,-0.266376,-0.362637,-0.811321,-0.503268,0.0285714,-0.666667,-0.485714,-0.536842,-0.621103,-0.509434,-0.657895,-0.727273,-0.609756,0.133333,0.0666667
87,3,-0.304348,-0.384615,0.222222,-0.676856,-0.758242,-0.735849,-0.51634,0.0857143,-0.666667,-0.228571,-0.557895,-0.64988,-0.333333,-0.657895,-0.636364,-0.121951,-0.2,0.266667
88,3,-0.434783,-0.692308,-0.444444,-0.90393,-0.846154,-0.886792,-0.908497,0.714286,-1,-0.6,-0.884211,-0.940048,-0.748428,-0.657895,-0.818182,-0.609756,-0.333333,-0.4
89,2,-0.217391,-0.307692,0.222222,-0.0829694,-0.384615,-0.849057,-0.228758,-0.314286,-0.5,-0.428571,-0.378947,-0.371703,-0.345912,-0.736842,-0.727273,-0.414634,0.333333,0.333333
91,1,0.347826,0.692308,0.861111,0.0305677,-0.538462,-0.660377,0.385621,-0.714286,0.166667,0.571429,0.0736842,0.244604,0.509434,-0.684211,-0.727273,-0.512195,-0.2,0.2
92,0,-0.0869565,-0.615385,0.222222,-0.528384,-0.824176,-0.735849,-0.254902,-0.257143,-0.5,-0.657143,-0.305263,-0.410072,-0.421384,-0.736842,-0.181818,-0.268293,-0.0666667,-0.0666667
93,1,0.347826,0.461538,0.666667,-0.240175,-0.736264,-0.735849,0.111111,-0.6,0,0.142857,-0.0736842,-0.0431655,0.572327,-0.710526,-0.0909091,-0.512195,0,0.133333
95,2,-0.521739,-0.0769231,-0.277778,-0.563319,-0.604396,-0.849057,-0.568627,0.142857,-0.666667,-0.257143,-0.6,-0.693046,-0.144654,-0.631579,-0.818182,-0.853659,-0.466667,-0.533333
99,0,-0.0434783,0,0.805556,0.00436681,-0.538462,-0.735849,0.163399,-0.6,0,-0.142857,-0.0210526,0.00239808,0.157233,-0.736842,-0.545455,0.853659,0,0.4
100,2,-0.391304,-0.153846,-0.305556,-0.825328,-0.802198,-0.849057,-0.51634,0.142857,-0.666667,-0.257143,-0.578947,-0.671463,-0.220126,-0.263158,-0.636364,-0.414634,-0.8,-0.933333
101,2,-0.608696,-0.0769231,-0.277778,0.292576,0.736264,0.886792,-0.529412,0.0857143,-0.666667,-0.257143,0.126316,-0.659472,-0.0440252,0.578947,-0.909091,-0.95122,-0.666667,-0.733333
102,3,-0.0434783,-0.307692,0.25,-0.388646,-0.582418,-0.735849,-0.464052,0.0285714,-0.666667,-0.257143,-0.6,-0.609113,-0.484277,-0.842105,0,-0.756098,0.333333,0.533333
104,3,-0.173913,-0.615385,-0.444444,-0.772926,-0.67033,-0.886792,-0.973856,0.828571,-1,-0.6,-0.947368,-0.976019,-0.647799,-0.657895,0.272727,-0.756098,-0.0666667,-0.133333
105,2,0.26087,-0.0769231,0.194444,-0.179039,-0.604396,-0.886792,0.0718954,-0.6,-0.166667,-0.2,0,-0.059952,-0.27044,-0.473684,-1,0.317073,0.133333,-0.333333
106,1,0.521739,0.538462,0.75,-0.144105,-0.626374,-0.698113,0.411765,-0.771429,0.333333,0.428571,-0.0105263,0.263789,0.320755,-0.631579,0,-0.512195,-0.2,0.2
114,0,-0.347826,-0.846154,-0.722222,-0.851528,-0.758242,-0.886792,-0.973856,0.885714,-1,-0.885714,-0.978947,-0.980815,-0.63522,-0.605263,0.909091,-0.804878,-0.6,-0.6
115,3,-0.130435,-0.230769,0.25,-0.746725,-0.846154,-0.698113,-0.437908,0.0285714,-0.666667,0,-0.536842,-0.59952,-0.295597,-0.578947,0.0909091,-0.365854,-0.466667,0
116,3,-0.0434783,0.0769231,0.333333,-0.49345,-0.626374,-0.660377,-0.385621,-0.0285714,-0.5,0.114286,-0.515789,-0.551559,-0.0440252,-0.684211,0.0909091,-0.365854,-0.133333,0.133333
118,1,0.565217,0.538462,0.916667,0.0218341,-0.516484,-0.622642,0.424837,-0.714286,0.333333,0.457143,0.0105263,0.266187,0.295597,-0.657895,0.181818,0.365854,-0.2,0.333333
120,2,-0.130435,0.230769,0.0833333,-0.336245,-0.604396,-0.811321,-0.202614,-0.371429,-0.333333,0.142857,-0.378947,-0.330935,0.0691824,-0.710526,-0.545455,-0.512195,0.4,0.4
122,3,-0.26087,0.153846,0.0555556,-0.668122,-0.736264,-0.660377,-0.372549,-0.0285714,-0.5,0.2,-0.547368,-0.553957,-0.0440252,-0.552632,-0.0909091,-0.463415,-0.533333,-0.266667
125,3,-0.478261,-0.0769231,-0.138889,-0.598253,-0.648352,-0.773585,-0.594771,0.142857,-0.666667,-0.171429,-0.568421,-0.705036,-0.119497,-0.657895,-0.818182,-0.853659,-0.266667,0
128,2,-0.478261,-0.384615,-0.277778,-0.554585,-0.604396,-0.245283,-0.51634,0.0857143,-0.666667,-0.4,-0.547368,-0.64988,-0.421384,-0.578947,-0.454545,-0.219512,-0.466667,-0.333333
129,3,0.0434783,-0.0769231,0.333333,-0.39738,-0.56044,-0.698113,-0.411765,-0.0285714,-0.5,0.114286,-0.547368,-0.565947,-0.396226,-0.789474,-0.272727,-0.414634,0.0666667,0.266667
130,2,0.173913,0.153846,0.527778,-0.0829694,-0.538462,-0.811321,0.137255,-0.657143,0,-0.0857143,-0.0947368,0.00959233,0.144654,-0.631579,-0.363636,-0.463415,0.0666667,-0.133333
132,1,-0.434783,-0.769231,0.0277778,-0.467249,-0.714286,-0.811321,-0.503268,0.0857143,-0.666667,-0.714286,-0.536842,-0.647482,-0.72327,-0.815789,-1,0.560976,0.333333,0.466667
133,1,0.0434783,-0.307692,0.694444,-0.283843,-0.736264,-0.735849,-0.0326797,-0.428571,-0.166667,-0.428571,-0.178947,-0.215827,-0.257862,-0.789474,-0.363636,1,0.2,0.666667
134,3,0.0869565,-0.538462,-0.222222,-0.851528,-0.956044,-0.811321,-0.712418,0.428571,-0.833333,-0.314286,-0.642105,-0.815348,-0.685535,-0.578947,-0.636364,-0.95122,-0.333333,-0.666667
135,0,0.26087,0.615385,0.666667,-0.484716,-0.868132,-0.698113,0.320261,-0.714286,0.166667,0.571429,-0.0631579,0.16307,0.157233,-0.552632,0.0909091,0.317073,-0.266667,-0.0666667
138,3,-0.391304,-0.307692,-0.333333,-0.598253,-0.626374,-0.698113,-0.72549,0.371429,-0.833333,-0.314286,-0.715789,-0.808153,-0.371069,-0.789474,-0.363636,-0.95122,0.133333,0.333333
139,1,-0.347826,-0.692308,-0.361111,-0.772926,-0.758242,-0.886792,-0.830065,0.6,-0.833333,-0.657143,-0.884211,-0.889688,-0.54717,-0.605263,0.272727,-0.0243902,-0.466667,-0.533333
140,3,-0.217391,-0.307692,0.111111,-0.49345,-0.582418,-0.773585,-0.529412,0.0285714,-0.666667,-0.228571,-0.568421,-0.647482,-0.522013,-0.710526,-0.727273,-0.756098,-0.133333,0.2
141,1,-0.26087,-0.692308,0.111111,-0.414847,-0.758242,-0.735849,-0.411765,-0.0857143,-0.5,-0.6,-0.557895,-0.546763,-0.924528,-0.973684,-0.727273,-0.121951,0.666667,0.866667
142,2,-0.652174,-0.307692,-0.361111,-0.816594,-0.824176,-0.773585,-0.51634,0.142857,-0.666667,-0.228571,-0.621053,-0.673861,-0.207547,-0.289474,-0.363636,-0.658537,-0.8,-0.933333
144,2,-0.695652,-0.230769,-0.222222,-0.860262,-0.846154,-0.773585,-0.503268,0.0857143,-0.666667,-0.228571,-0.568421,-0.652278,-0.157233,-0.315789,-0.636364,-0.609756,-0.8,-0.866667
146,0,0.304348,0.615385,0.861111,-0.00436681,-0.626374,-0.622642,0.437908,-0.771429,0.333333,0.6,-0.0421053,0.304556,0.132075,-0.789474,-1,-0.121951,-0.133333,0.266667
149,1,-0.26087,-0.230769,-0.111111,-0.406114,-0.736264,-0.773585,-0.45098,-0.0857143,-0.666667,-0.257143,-0.536842,-0.577938,-0.383648,-0.947368,0.363636,-0.560976,0.8,0.866667
150,3,-0.130435,-0.769231,-0.333333,-0.467249,-0.516484,-0.773585,-0.686275,0.314286,-0.833333,-0.485714,-0.673684,-0.772182,-0.773585,-0.789474,-0.818182,0.414634,0.133333,0.533333
151,1,0.347826,0.307692,0.555556,-0.0655022,-0.604396,-0.698113,-0.0196078,-0.485714,-0.166667,0.0857143,-0.189474,-0.177458,0.081761,-0.842105,-0.727273,-0.658537,0.266667,0.666667
152,2,-0.0869565,-0.153846,0.222222,-0.0218341,-0.406593,-0.849057,-0.0588235,-0.485714,-0.166667,-0.228571,-0.178947,-0.182254,-0.433962,-0.631579,-0.636364,0.0731707,0.333333,0.0666667
155,3,-0.304348,-0.461538,0.0833333,-0.563319,-0.626374,-0.735849,-0.581699,0.142857,-0.666667,-0.4,-0.6,-0.695444,-0.496855,-0.684211,-0.272727,-0.658537,-0.2,0.0666667
156,2,0.608696,0.769231,0.75,0.0393013,-0.626374,-0.886792,0.803922,-1,0.666667,0.457143,0.578947,0.784173,0.63522,-0.315789,-0.636364,-0.707317,-0.466667,-0.866667
158,3,-0.130435,-0.307692,-0.166667,-0.764192,-0.802198,-0.811321,-0.803922,0.542857,-0.833333,-0.228571,-0.726316,-0.865707,-0.459119,-0.605263,-0.545455,-0.804878,-0.133333,-0.4
159,1,-0.391304,-0.538462,-0.0555556,-0.580786,-0.758242,-0.849057,-0.490196,0.0285714,-0.666667,-0.485714,-0.536842,-0.633094,-0.610063,-0.710526,-0.909091,0.609756,-0.266667,0
160,0,-0.217391,-0.0769231,-0.0277778,-0.563319,-0.78022,-0.849057,-0.503268,0.0285714,-0.666667,-0.2,-0.578947,-0.63789,-0.106918,-0.815789,0.454545,-0.902439,0.133333,0.133333
162,0,0.478261,0.461538,0.694444,-0.00436681,-0.626374,-0.660377,0.176471,-0.6,0,0.314286,-0.0631579,0.0215827,0.0440252,-0.842105,0.545455,-0.902439,0.4,0.666667
164,1,-0.478261,-0.461538,-0.111111,-0.694323,-0.736264,-0.886792,-0.738562,0.371429,-0.833333,-0.514286,-0.694737,-0.817746,-0.484277,-0.763158,-0.727273,-0.560976,0,-0.0666667
166,0,0.304348,0.615385,0.416667,-0.344978,-0.78022,-0.660377,0.411765,-0.714286,0.333333,0.485714,-0.0526316,0.254197,0.119497,-0.657895,-0.909091,0.560976,-0.333333,0.133333
167,1,-0.173913,-0.769231,0.0555556,-0.467249,-0.78022,-0.773585,-0.464052,-0.0285714,-0.666667,-0.714286,-0.589474,-0.604317,-0.811321,-0.973684,-0.636364,-0.0731707,0.8,1
168,1,0.608696,0.384615,0.777778,-0.240175,-0.78022,-0.622642,0.320261,-0.714286,0.166667,0.257143,0.0105263,0.17506,0.0188679,-0.763158,0.636364,-0.902439,0,0.2
169,2,-0.608696,-0.0769231,-0.222222,-0.694323,-0.626374,-0.849057,-0.542484,0.142857,-0.666667,-0.285714,-0.589474,-0.673861,-0.0566038,-0.447368,-1,-0.95122,-0.666667,-0.8
170,3,0.0869565,-0.615385,-0.166667,-0.816594,-0.89011,-0.773585,-0.764706,0.542857,-0.833333,-0.4,-0.715789,-0.858513,-0.710692,-0.605263,-1,-0.365854,-0.333333,-0.733333
172,2,0.434783,0.615385,0.75,-0.502183,-1,-0.924528,0.764706,-0.942857,0.666667,0.371429,0.431579,0.697842,0.672956,-0.315789,-0.636364,-0.463415,-0.666667,-0.866667
174,2,0,0.230769,0.611111,-0.275109,-0.736264,-0.849057,0.320261,-0.714286,0.166667,-0.0285714,0.0315789,0.189448,0.27044,-0.526316,-0.272727,0.365854,-0.2,-0.466667
175,3,-0.130435,0.153846,0.222222,-0.598253,-0.648352,-0.660377,-0.424837,0.0285714,-0.5,0.342857,-0.568421,-0.592326,-0.00628931,-0.631579,-0.272727,-0.268293,-0.4,-0.0666667
176,2,-0.347826,-0.461538,0.0555556,-0.283843,-0.428571,-0.849057,-0.398693,-0.142857,-0.5,-0.542857,-0.421053,-0.532374,-0.509434,-0.631579,-0.909091,-0.463415,0.133333,0.0666667
178,2,-0.304348,-0.153846,-0.111111,-0.510917,-0.582418,-0.811321,-0.581699,0.142857,-0.666667,-0.171429,-0.621053,-0.693046,-0.245283,-0.736842,0,-0.95122,0,0.133333
180,3,-0.304348,-0.153846,-0.166667,-0.71179,-0.758242,-0.849057,-0.686275,0.314286,-0.833333,-0.2,-0.6,-0.786571,-0.283019,-0.5,-0.0909091,-0.853659,-0.333333,-0.6
181,1,0.26087,0.615385,0.833333,0.0218341,-0.538462,-0.660377,0.24183,-0.657143,0.166667,0.314286,0.0315789,0.088729,0.622642,-0.684211,-1,0.268293,-0.133333,0.266667
184,1,-0.521739,-0.846154,-0.638889,-0.842795,-0.78022,-0.924528,-0.947712,0.885714,-1,-0.857143,-0.947368,-0.971223,-0.761006,-0.552632,-0.0909091,0.317073,-0.533333,-0.4
185,1,0.304348,0,0.833333,-0.0829694,-0.582418,-0.698113,0.189542,-0.6,0,-0.114286,-0.0842105,0.0263789,0.27044,-0.710526,-0.181818,-0.512195,0,0.2
187,2,-0.217391,-0.307692,0.138889,-0.222707,-0.516484,-0.886792,-0.254902,-0.314286,-0.5,-0.457143,-0.431579,-0.40048,-0.408805,-0.763158,-0.727273,0.121951,0.466667,0.533333
194,2,0.478261,0.692308,0.611111,-0.170306,-0.736264,-0.811321,0.673203,-0.942857,0.5,0.428571,0.347368,0.635492,0.710692,-0.447368,-0.727273,-0.95122,-0.333333,-0.8
199,2,-0.652174,0,-0.138889,-0.772926,-0.802198,-0.811321,-0.464052,0.0285714,-0.666667,-0.114286,-0.557895,-0.621103,0.0314465,-0.421053,-0.727273,-0.317073,-0.733333,-0.666667
201,3,-0.130435,0.0769231,0.25,-0.484716,-0.582418,-0.660377,-0.424837,0.0285714,-0.5,0.142857,-0.557895,-0.589928,-0.132075,-0.605263,-0.363636,-0.268293,-0.533333,-0.0666667
202,1,-0.26087,-0.769231,-0.0555556,-0.414847,-0.714286,-0.773585,-0.411765,-0.0857143,-0.666667,-0.714286,-0.505263,-0.561151,-0.823899,-0.947368,-0.454545,0.0243902,0.4,0.533333
203,0,0.652174,0.615385,0.75,-0.414847,-0.934066,-0.660377,0.424837,-0.771429,0.333333,0.542857,0.0210526,0.302158,0.157233,-0.736842,0.363636,-0.707317,-0.0666667,0.133333
207,0,-0.173913,0,0.0833333,-0.371179,-0.626374,-0.773585,-0.346405,-0.142857,-0.5,-0.114286,-0.442105,-0.491607,-0.132075,-0.789474,-0.818182,-0.512195,0,0.133333
209,2,-0.434783,0,-0.166667,-0.606987,-0.604396,-0.773585,-0.51634,0.0857143,-0.666667,-0.2,-0.578947,-0.647482,-0.0440252,-0.526316,-0.454545,-0.707317,-0.533333,-0.533333
211,0,-0.0869565,-0.538462,0.361111,-0.213974,-0.67033,-0.735849,-0.215686,-0.314286,-0.333333,-0.514286,-0.357895,-0.376499,-0.849057,-0.894737,-0.636364,0.121951,0.666667,0.866667
213,2,-0.26087,-0.384615,-0.138889,-0.432314,-0.538462,-0.811321,-0.503268,0.0285714,-0.666667,-0.428571,-0.526316,-0.635492,-0.396226,-0.684211,-0.727273,-0.121951,0.0666667,0.0666667
214,2,0.347826,0.230769,0.361111,-0.441048,-0.846154,-0.924528,0.30719,-0.714286,0.166667,0,0.136842,0.194245,0.119497,-0.5,-0.909091,0.121951,-0.0666667,-0.466667
217,1,-0.521739,-0.153846,0.0277778,-0.598253,-0.736264,-0.886792,-0.477124,0.0285714,-0.666667,-0.285714,-0.526316,-0.616307,-0.144654,-0.526316,-0.272727,-0.902439,-0.533333,-0.6
219,2,-0.565217,-0.153846,-0.222222,-0.650655,-0.692308,-0.773585,-0.542484,0.0857143,-0.666667,-0.285714,-0.578947,-0.661871,-0.106918,-0.605263,-0.909091,-0.95122,-0.4,-0.333333
220,3,-0.478261,-0.538462,-0.527778,-0.80786,-0.802198,-0.849057,-0.973856,0.828571,-1,-0.514286,-0.957895,-0.973621,-0.54717,-0.868421,0.545455,-0.658537,0.4,0.4
221,0,0.130435,0.692308,0.694444,-0.10917,-0.67033,-0.584906,0.437908,-0.771429,0.333333,0.771429,0,0.290168,0.308176,-0.684211,-0.818182,-0.853659,-0.333333,0
224,2,-0.652174,-0.153846,-0.111111,-0.694323,-0.714286,-0.849057,-0.464052,0.0285714,-0.666667,-0.2,-0.473684,-0.609113,-0.132075,-0.421053,-0.909091,-0.268293,-0.6,-0.666667
225,1,-0.434783,-0.384615,-0.277778,-0.746725,-0.802198,-0.849057,-0.686275,0.314286,-0.833333,-0.485714,-0.736842,-0.784173,-0.333333,-0.605263,-0.545455,-0.317073,-0.533333,-0.466667
226,3,-0.130435,-0.384615,0.0833333,-0.519651,-0.648352,-0.773585,-0.581699,0.142857,-0.666667,-0.0857143,-0.631579,-0.70024,-0.685535,-0.789474,-0.636364,-0.560976,0.266667,0.466667
227,1,0.478261,0.615385,0.611111,-0.0742358,-0.582418,-0.660377,0.385621,-0.714286,0.166667,0.457143,-0.0421053,0.247002,0.345912,-0.684211,0.272727,-1,-0.2,0.0666667
230,1,-0.434783,-0.384615,-0.333333,-0.615721,-0.692308,-0.886792,-0.503268,0.0857143,-0.666667,-0.428571,-0.631579,-0.642686,-0.194969,-0.447368,-0.545455,-0.609756,-0.6,-0.733333
231,3,-0.478261,-0.846154,-0.805556,-0.947598,-0.824176,-0.962264,-0.934641,0.771429,-1,-0.885714,-0.936842,-0.954436,-0.622642,-0.210526,-0.545455,-0.560976,-0.733333,-0.8
233,2,-0.652174,-0.153846,-0.222222,-0.860262,-0.868132,-0.849057,-0.490196,0.0857143,-0.666667,-0.171429,-0.578947,-0.642686,-0.132075,-0.289474,-0.636364,-0.756098,-0.8,-0.866667
237,2,0,-0.692308,-0.0555556,-0.170306,-0.406593,-0.886792,-0.30719,-0.257143,-0.5,-0.714286,-0.389474,-0.436451,-0.660377,-0.657895,-0.909091,-0.853659,0.333333,0.266667
239,0,0.173913,0.692308,0.694444,-0.257642,-0.78022,-0.698113,0.437908,-0.771429,0.333333,0.685714,0,0.311751,0.283019,-0.684211,-0.363636,-0.170732,-0.2,0.0666667
241,0,-0.304348,-0.769231,0.0277778,-0.406114,-0.67033,-0.773585,-0.411765,-0.0857143,-0.666667,-0.8,-0.536842,-0.561151,-0.786164,-0.894737,-0.545455,0.0731707,0.466667,0.6
243,2,-0.478261,-0.307692,-0.472222,-0.755459,-0.758242,-0.811321,-0.51634,0.142857,-0.666667,-0.257143,-0.621053,-0.673861,-0.207547,-0.368421,-0.272727,-0.804878,-0.8,-0.933333
244,1,0.217391,0.692308,0.888889,0.0829694,-0.516484,-0.622642,0.346405,-0.714286,0.166667,0.428571,0.0421053,0.199041,0.320755,-0.684211,-0.818182,-0.219512,-0.2,0.2
245,3,-0.478261,0.0769231,-0.0277778,-0.851528,-0.868132,-0.735849,-0.411765,0.0285714,-0.5,0.342857,-0.6,-0.582734,-0.157233,-0.526316,-0.909091,-0.658537,-0.6,-0.333333
247,2,-0.0434783,-0.769231,-0.0833333,-0.240175,-0.428571,-0.849057,-0.424837,-0.142857,-0.666667,-0.771429,-0.431579,-0.544365,-0.811321,-0.684211,-0.818182,-0.0731707,0.533333,0.533333
