165,0,5,4,5
166,0,3,4,4
167,0,2,1,5
168,0,1,5,4
169,0,2,5,5
170,0,1,0,0
171,0,2,4,5
172,0,2,3,5
173,0,4,5,4
174,0,1,3,4
175,0,5,0,2
176,0,5,3,0
177,0,4,4,5
178,0,0,1,5
179,0,4,1,4
180,0,3,5,2
181,0,2,3,2
182,0,3,5,3
183,0,4,5,5
184,0,3,0,0
185,0,4,4,1
186,0,5,0,0
187,0,4,4,2
188,0,3,4,5
189,0,1,0,4
190,0,0,3,2
191,0,5,0,0
192,0,4,1,0
193,0,2,1,1
194,0,1,1,0
195,0,5,3,5
196,0,1,2,0
197,0,2,5,2
198,0,5,4,1
199,0,4,5,5
200,0,1,4,2
201,0,1,0,2
202,0,5,3,5
203,0,2,2,5
204,0,2,1,1
205,0,4,5,4
206,0,3,2,1
207,0,3,1,1
208,0,1,0,5
209,0,2,3,2
210,0,2,5,1
211,0,3,1,3
212,0,3,3,5
213,0,3,4,0
214,0,3,1,5
215,3,1,4,3
216,0,3,1,3
217,0,3,3,1
218,0,4,0,5
219,1,0,2,3
220,0,3,1,3
221,0,5,4,2
222,0,4,3,1
223,0,5,2,1
224,0,0,1,1
225,0,0,5,2
226,0,0,4,0
227,0,3,1,4
228,0,4,1,0
229,0,0,0,1
230,0,3,3,2
231,0,4,3,0
232,0,0,4,5
233,0,4,3,5
234,0,5,3,5
235,0,4,4,1
236,0,1,0,1
237,0,2,1,4
238,0,2,2,0
239,0,5,0,2
240,0,1,1,3
241,0,2,4,1
242,0,5,3,3
243,0,4,3,4
244,0,0,1,0
245,0,2,0,1
246,0,3,1,5
247,0,2,4,5
248,0,0,1,5
249,0,3,3,0
250,0,4,2,2
251,0,0,0,3
252,0,0,4,3
253,1,0,0,4
254,0,5,5,5
255,0,4,1,5
256,0,1,4,0
257,0,5,3,0
258,0,1,1,2
259,0,1,4,4
260,0,3,4,2
261,0,3,5,3
262,0,1,3,5
263,0,1,5,3
264,0,0,5,2
265,0,1,5,5
266,0,2,0,0
267,0,3,5,1
268,0,2,3,4
269,0,5,5,1
270,0,4,1,0
271,0,2,2,0
272,0,2,4,1
273,0,1,4,5
274,0,5,5,4
275,0,2,5,1
276,0,3,0,4
277,0,0,2,4
278,0,4,2,2
279,0,0,3,4
280,0,3,0,0
281,0,5,0,5
282,0,0,0,4
283,0,4,4,2
284,0,2,0,0
285,0,4,3,2
286,0,2,1,3
287,0,5,1,1
288,0,4,4,1
289,0,0,4,2
290,0,0,3,1
291,0,3,1,1
292,0,5,4,2
293,0,3,3,2
294,0,0,0,2
295,0,3,0,3
296,0,4,0,2
297,0,5,0,2
298,0,4,3,3
299,3,0,2,2
