id,node1,node2,value
103,20,20,0.1666666716337204
104,20,25,0.1666666716337204
105,20,267,0.1666666716337204
106,20,334,0.1666666716337204
107,20,640,0.1666666716337204
108,20,732,0.1666666716337204
109,21,21,0.20000000298023224
110,21,294,0.20000000298023224
111,21,438,0.20000000298023224
112,21,567,0.20000000298023224
113,21,1378,0.20000000298023224
114,22,22,0.1666666716337204
115,22,129,0.1666666716337204
116,22,163,0.1666666716337204
117,22,191,0.1666666716337204
118,22,1790,0.1666666716337204
119,22,2257,0.1666666716337204
120,23,23,0.3333333432674408
121,23,41,0.3333333432674408
122,23,759,0.3333333432674408
123,24,24,0.3333333432674408
124,24,39,0.3333333432674408
125,24,269,0.3333333432674408
126,25,20,0.1666666716337204
127,25,25,0.1666666716337204
128,25,456,0.1666666716337204
129,25,778,0.1666666716337204
130,25,1181,0.1666666716337204
131,25,1897,0.1666666716337204
132,26,26,0.25
133,26,747,0.25
134,26,1129,0.25
135,26,2612,0.25
136,27,27,0.3333333432674408
137,27,84,0.3333333432674408
138,27,532,0.3333333432674408
139,28,28,0.20000000298023224
140,28,586,0.20000000298023224
141,28,611,0.20000000298023224
142,28,1606,0.20000000298023224
143,28,1718,0.20000000298023224
144,29,29,0.20000000298023224
145,29,319,0.20000000298023224
146,29,382,0.20000000298023224
147,29,426,0.20000000298023224
148,29,429,0.20000000298023224
149,30,30,0.1666666716337204
150,30,231,0.1666666716337204
151,30,285,0.1666666716337204
152,30,679,0.1666666716337204
153,30,1148,0.1666666716337204
154,30,2276,0.1666666716337204
155,31,14,0.25
156,31,31,0.25
157,31,250,0.25
158,31,1116,0.25
159,32,32,0.5
160,32,679,0.5
161,33,33,0.25
162,33,250,0.25
163,33,1591,0.25
164,33,1701,0.25
165,34,34,0.1666666716337204
166,34,35,0.1666666716337204
167,34,66,0.1666666716337204
168,34,559,0.1666666716337204
169,34,565,0.1666666716337204
170,34,566,0.1666666716337204
171,35,34,0.5
172,35,35,0.5
173,36,36,0.10000000149011612
174,36,257,0.10000000149011612
175,36,745,0.10000000149011612
176,36,1066,0.10000000149011612
177,36,1591,0.10000000149011612
178,36,1701,0.10000000149011612
179,36,1933,0.10000000149011612
180,36,1974,0.10000000149011612
181,36,2072,0.10000000149011612
182,36,2390,0.10000000149011612
183,37,37,0.5
184,37,563,0.5
185,38,38,0.1666666716337204
186,38,219,0.1666666716337204
187,38,273,0.1666666716337204
188,38,372,0.1666666716337204
189,38,563,0.1666666716337204
190,38,1689,0.1666666716337204
191,39,24,0.3333333432674408
192,39,39,0.3333333432674408
193,39,82,0.3333333432674408
194,40,40,0.5
195,40,761,0.5
196,41,23,0.06666667014360428
197,41,41,0.06666667014360428
198,41,94,0.06666667014360428
199,41,115,0.06666667014360428
200,41,352,0.06666667014360428
201,41,533,0.06666667014360428
202,41,725,0.06666667014360428
203,41,888,0.06666667014360428
204,41,889,0.06666667014360428
205,41,892,0.06666667014360428
206,41,1713,0.06666667014360428
207,41,1716,0.06666667014360428
208,41,1733,0.06666667014360428
209,41,1982,0.06666667014360428
210,41,2456,0.06666667014360428
211,42,42,0.20000000298023224
212,42,163,0.20000000298023224
213,42,188,0.20000000298023224
214,42,189,0.20000000298023224
215,42,793,0.20000000298023224
216,43,43,0.3333333432674408
217,43,576,0.3333333432674408
218,43,747,0.3333333432674408
219,44,44,0.25
220,44,88,0.25
221,44,686,0.25
222,44,2428,0.25
223,45,45,0.20000000298023224
224,45,220,0.20000000298023224
225,45,490,0.20000000298023224
226,45,492,0.20000000298023224
227,45,1459,0.20000000298023224
228,46,46,0.20000000298023224
229,46,238,0.20000000298023224
230,46,301,0.20000000298023224
231,46,489,0.20000000298023224
232,46,867,0.20000000298023224
233,47,47,0.5
234,47,87,0.5
235,48,48,0.20000000298023224
236,48,725,0.20000000298023224
237,48,1783,0.20000000298023224
238,48,2456,0.20000000298023224
239,48,2682,0.20000000298023224
240,49,49,0.3333333432674408
241,49,581,0.3333333432674408
242,49,643,0.3333333432674408
243,50,50,0.20000000298023224
244,50,150,0.20000000298023224
245,50,581,0.20000000298023224
246,50,583,0.20000000298023224
247,50,643,0.20000000298023224
248,51,51,0.25
249,51,645,0.25
250,51,772,0.25
251,51,2559,0.25
252,52,52,0.1666666716337204
253,52,228,0.1666666716337204
254,52,430,0.1666666716337204
255,52,478,0.1666666716337204
256,52,2487,0.1666666716337204
257,52,2580,0.1666666716337204
258,53,53,0.20000000298023224
259,53,243,0.20000000298023224
260,53,803,0.20000000298023224
261,53,1439,0.20000000298023224
262,53,1563,0.20000000298023224
263,54,54,0.1666666716337204
264,54,523,0.1666666716337204
265,54,615,0.1666666716337204
266,54,712,0.1666666716337204
267,54,1687,0.1666666716337204
268,54,2334,0.1666666716337204
269,55,55,0.1428571492433548
270,55,163,0.1428571492433548
271,55,361,0.1428571492433548
272,55,844,0.1428571492433548
273,55,1784,0.1428571492433548
274,55,1832,0.1428571492433548
275,55,1905,0.1428571492433548
276,56,56,0.25
277,56,778,0.25
278,56,967,0.25
279,56,1027,0.25
280,57,57,0.1666666716337204
281,57,306,0.1666666716337204
282,57,552,0.1666666716337204
283,57,565,0.1666666716337204
284,57,967,0.1666666716337204
285,57,1459,0.1666666716337204
286,58,58,0.20000000298023224
287,58,536,0.20000000298023224
288,58,990,0.20000000298023224
289,58,1891,0.20000000298023224
290,58,2495,0.20000000298023224
291,59,59,0.125
292,59,570,0.125
293,59,576,0.125
294,59,839,0.125
295,59,872,0.125
296,59,874,0.125
297,59,1520,0.125
298,59,1709,0.125
299,60,60,0.1666666716337204
300,60,252,0.1666666716337204
301,60,552,0.1666666716337204
302,60,562,0.1666666716337204
303,60,565,0.1666666716337204
304,60,688,0.1666666716337204
305,61,61,0.5
306,61,240,0.5
307,62,62,0.125
308,62,324,0.125
309,62,332,0.125
310,62,423,0.125
311,62,945,0.125
312,62,2425,0.125
313,62,2474,0.125
314,62,2566,0.125
315,63,63,0.20000000298023224
316,63,153,0.20000000298023224
317,63,210,0.20000000298023224
318,63,739,0.20000000298023224
319,63,1546,0.20000000298023224
320,64,64,0.20000000298023224
321,64,284,0.20000000298023224
322,64,289,0.20000000298023224
323,64,486,0.20000000298023224
324,64,583,0.20000000298023224
325,65,65,0.3333333432674408
326,65,743,0.3333333432674408
327,65,744,0.3333333432674408
328,66,34,0.05882352963089943
329,66,66,0.05882352963089943
330,66,69,0.05882352963089943
331,66,149,0.05882352963089943
332,66,183,0.05882352963089943
333,66,215,0.05882352963089943
334,66,288,0.05882352963089943
335,66,1248,0.05882352963089943
336,66,1531,0.05882352963089943
337,66,1698,0.05882352963089943
338,66,2122,0.05882352963089943
339,66,2157,0.05882352963089943
340,66,2294,0.05882352963089943
341,66,2310,0.05882352963089943
342,66,2359,0.05882352963089943
343,66,2441,0.05882352963089943
344,66,2520,0.05882352963089943
345,67,67,0.5
346,67,729,0.5
347,68,68,0.125
348,68,522,0.125
349,68,979,0.125
350,68,1632,0.125
351,68,1825,0.125
352,68,1845,0.125
353,68,1979,0.125
354,68,2007,0.125
355,69,66,0.5
356,69,69,0.5
357,70,70,0.1428571492433548
358,70,255,0.1428571492433548
359,70,931,0.1428571492433548
360,70,999,0.1428571492433548
361,70,1521,0.1428571492433548
362,70,1692,0.1428571492433548
363,70,1986,0.1428571492433548
364,71,71,0.1111111119389534
365,71,74,0.1111111119389534
366,71,661,0.1111111119389534
367,71,677,0.1111111119389534
368,71,929,0.1111111119389534
369,71,1559,0.1111111119389534
370,71,1641,0.1111111119389534
371,71,1923,0.1111111119389534
372,71,2442,0.1111111119389534
373,72,72,0.20000000298023224
374,72,202,0.20000000298023224
375,72,745,0.20000000298023224
376,72,747,0.20000000298023224
377,72,771,0.20000000298023224
378,73,73,0.5
379,73,747,0.5
380,74,19,0.024390242993831635
381,74,71,0.024390242993831635
382,74,74,0.024390242993831635
383,74,154,0.024390242993831635
384,74,193,0.024390242993831635
385,74,252,0.024390242993831635
386,74,263,0.024390242993831635
387,74,310,0.024390242993831635
388,74,345,0.024390242993831635
389,74,377,0.024390242993831635
390,74,505,0.024390242993831635
391,74,511,0.024390242993831635
392,74,547,0.024390242993831635
393,74,604,0.024390242993831635
394,74,622,0.024390242993831635
395,74,661,0.024390242993831635
396,74,680,0.024390242993831635
397,74,787,0.024390242993831635
398,74,867,0.024390242993831635
399,74,871,0.024390242993831635
400,74,881,0.024390242993831635
401,74,906,0.024390242993831635
402,74,949,0.024390242993831635
403,74,975,0.024390242993831635
404,74,987,0.024390242993831635
405,74,1017,0.024390242993831635
406,74,1024,0.024390242993831635
407,74,1103,0.024390242993831635
408,74,1220,0.024390242993831635
409,74,1634,0.024390242993831635
410,74,1676,0.024390242993831635
411,74,1928,0.024390242993831635
412,74,2013,0.024390242993831635
413,74,2124,0.024390242993831635
414,74,2266,0.024390242993831635
415,74,2284,0.024390242993831635
416,74,2335,0.024390242993831635
417,74,2390,0.024390242993831635
418,74,2421,0.024390242993831635
419,74,2513,0.024390242993831635
420,74,2654,0.024390242993831635
421,75,75,0.125
422,75,288,0.125
423,75,1123,0.125
424,75,1354,0.125
425,75,1854,0.125
426,75,1855,0.125
427,75,2122,0.125
428,75,2299,0.125
429,76,76,0.05882352963089943
430,76,131,0.05882352963089943
431,76,181,0.05882352963089943
432,76,250,0.05882352963089943
433,76,345,0.05882352963089943
434,76,392,0.05882352963089943
435,76,518,0.05882352963089943
436,76,661,0.05882352963089943
437,76,694,0.05882352963089943
438,76,869,0.05882352963089943
439,76,975,0.05882352963089943
440,76,1128,0.05882352963089943
441,76,1548,0.05882352963089943
442,76,1934,0.05882352963089943
443,76,2327,0.05882352963089943
444,76,2390,0.05882352963089943
445,76,2532,0.05882352963089943
446,77,77,0.5
447,77,337,0.5
448,78,78,0.1428571492433548
449,78,157,0.1428571492433548
450,78,214,0.1428571492433548
451,78,469,0.1428571492433548
452,78,560,0.1428571492433548
453,78,766,0.1428571492433548
454,78,2681,0.1428571492433548
455,79,79,0.3333333432674408
456,79,438,0.3333333432674408
457,79,2207,0.3333333432674408
458,80,15,0.3333333432674408
459,80,80,0.3333333432674408
460,80,2044,0.3333333432674408
461,81,81,0.5
462,81,647,0.5
463,82,39,0.09090909361839294
464,82,82,0.09090909361839294
465,82,239,0.09090909361839294
466,82,295,0.09090909361839294
467,82,305,0.09090909361839294
468,82,410,0.09090909361839294
469,82,548,0.09090909361839294
470,82,565,0.09090909361839294
471,82,1378,0.09090909361839294
472,82,1440,0.09090909361839294
473,82,1553,0.09090909361839294
474,83,83,0.3333333432674408
475,83,294,0.3333333432674408
476,83,747,0.3333333432674408
477,84,12,0.07692307978868484
478,84,27,0.07692307978868484
479,84,84,0.07692307978868484
480,84,155,0.07692307978868484
481,84,347,0.07692307978868484
482,84,715,0.07692307978868484
483,84,950,0.07692307978868484
484,84,998,0.07692307978868484
485,84,1240,0.07692307978868484
486,84,1241,0.07692307978868484
487,84,1347,0.07692307978868484
488,84,1550,0.07692307978868484
489,84,1803,0.07692307978868484
490,85,85,0.1428571492433548
491,85,294,0.1428571492433548
492,85,425,0.1428571492433548
493,85,465,0.1428571492433548
494,85,552,0.1428571492433548
495,85,565,0.1428571492433548
496,85,2368,0.1428571492433548
497,86,86,0.20000000298023224
498,86,249,0.20000000298023224
499,86,373,0.20000000298023224
500,86,652,0.20000000298023224
501,86,735,0.20000000298023224
502,87,47,0.1666666716337204
503,87,87,0.1666666716337204
504,87,383,0.1666666716337204
505,87,719,0.1666666716337204
506,87,2021,0.1666666716337204
507,87,2245,0.1666666716337204
508,88,44,0.09090909361839294
509,88,88,0.09090909361839294
510,88,116,0.09090909361839294
511,88,208,0.09090909361839294
512,88,225,0.09090909361839294
513,88,251,0.09090909361839294
514,88,371,0.09090909361839294
515,88,587,0.09090909361839294
516,88,682,0.09090909361839294
517,88,760,0.09090909361839294
518,88,762,0.09090909361839294
519,89,89,0.25
520,89,430,0.25
521,89,635,0.25
522,89,638,0.25
523,90,90,0.5
524,90,680,0.5
525,91,91,0.3333333432674408
526,91,745,0.3333333432674408
527,91,747,0.3333333432674408
528,92,92,0.1428571492433548
529,92,136,0.1428571492433548
530,92,479,0.1428571492433548
531,92,552,0.1428571492433548
532,92,565,0.1428571492433548
533,92,1259,0.1428571492433548
534,92,2438,0.1428571492433548
535,93,93,0.3333333432674408
536,93,725,0.3333333432674408
537,93,759,0.3333333432674408
538,94,41,0.3333333432674408
539,94,94,0.3333333432674408
540,94,126,0.3333333432674408
541,95,95,0.20000000298023224
542,95,161,0.20000000298023224
543,95,358,0.20000000298023224
544,95,759,0.20000000298023224
545,95,1255,0.20000000298023224
546,96,96,0.20000000298023224
547,96,438,0.20000000298023224
548,96,478,0.20000000298023224
549,96,649,0.20000000298023224
550,96,2061,0.20000000298023224
551,97,97,0.5
552,97,439,0.5
553,98,98,0.25
554,98,615,0.25
555,98,1954,0.25
556,98,2696,0.25
557,99,99,0.09090909361839294
558,99,759,0.09090909361839294
559,99,1255,0.09090909361839294
560,99,1613,0.09090909361839294
561,99,1619,0.09090909361839294
562,99,1722,0.09090909361839294
563,99,1803,0.09090909361839294
564,99,1852,0.09090909361839294
565,99,2578,0.09090909361839294
566,99,2592,0.09090909361839294
567,99,2679,0.09090909361839294
568,100,100,0.25
569,100,265,0.25
570,100,758,0.25
571,100,1611,0.25
572,101,101,0.20000000298023224
573,101,331,0.20000000298023224
574,101,1112,0.20000000298023224
575,101,2680,0.20000000298023224
576,101,2686,0.20000000298023224
577,102,102,0.1111111119389534
578,102,404,0.1111111119389534
579,102,1824,0.1111111119389534
580,102,1893,0.1111111119389534
581,102,1895,0.1111111119389534
582,102,1964,0.1111111119389534
583,102,2012,0.1111111119389534
584,102,2333,0.1111111119389534
585,102,2583,0.1111111119389534
586,103,103,0.1666666716337204
587,103,128,0.1666666716337204
588,103,294,0.1666666716337204
589,103,465,0.1666666716337204
590,103,471,0.1666666716337204
591,103,565,0.1666666716337204
592,104,104,0.3333333432674408
593,104,747,0.3333333432674408
594,104,771,0.3333333432674408
595,105,105,0.25
596,105,248,0.25
597,105,1326,0.25
598,105,2434,0.25
599,106,106,0.5
600,106,597,0.5
601,107,107,0.1428571492433548
602,107,108,0.1428571492433548
603,107,250,0.1428571492433548
604,107,498,0.1428571492433548
605,107,898,0.1428571492433548
606,107,1288,0.1428571492433548
607,107,1937,0.1428571492433548
608,108,107,0.1428571492433548
609,108,108,0.1428571492433548
610,108,250,0.1428571492433548
611,108,304,0.1428571492433548
612,108,498,0.1428571492433548
613,108,898,0.1428571492433548
614,108,1288,0.1428571492433548
615,109,109,0.05000000074505806
616,109,171,0.05000000074505806
617,109,459,0.05000000074505806
618,109,488,0.05000000074505806
619,109,507,0.05000000074505806
620,109,535,0.05000000074505806
621,109,635,0.05000000074505806
622,109,640,0.05000000074505806
623,109,672,0.05000000074505806
624,109,778,0.05000000074505806
625,109,884,0.05000000074505806
626,109,955,0.05000000074505806
627,109,967,0.05000000074505806
628,109,1074,0.05000000074505806
629,109,1296,0.05000000074505806
630,109,1661,0.05000000074505806
631,109,1888,0.05000000074505806
632,109,2053,0.05000000074505806
633,109,2054,0.05000000074505806
634,109,2315,0.05000000074505806
635,110,110,0.25
636,110,687,0.25
637,110,745,0.25
638,110,747,0.25
639,111,111,0.5
640,111,350,0.5
641,112,112,0.20000000298023224
642,112,572,0.20000000298023224
643,112,624,0.20000000298023224
644,112,747,0.20000000298023224
645,112,881,0.20000000298023224
646,113,113,0.5
647,113,747,0.5
648,114,114,0.5
649,114,171,0.5
650,115,41,0.1428571492433548
651,115,115,0.1428571492433548
652,115,138,0.1428571492433548
653,115,904,0.1428571492433548
654,115,1713,0.1428571492433548
655,115,2153,0.1428571492433548
656,115,2421,0.1428571492433548
657,116,88,0.25
658,116,116,0.25
659,116,686,0.25
660,116,2428,0.25
661,117,117,0.20000000298023224
662,117,155,0.20000000298023224
663,117,345,0.20000000298023224
664,117,452,0.20000000298023224
665,117,513,0.20000000298023224
666,118,118,0.25
667,118,465,0.25
668,118,565,0.25
669,118,636,0.25
670,119,119,0.25
671,119,228,0.25
672,119,430,0.25
673,119,686,0.25
674,120,120,0.20000000298023224
675,120,188,0.20000000298023224
676,120,1184,0.20000000298023224
677,120,1959,0.20000000298023224
678,120,2175,0.20000000298023224
679,121,121,0.20000000298023224
680,121,595,0.20000000298023224
681,121,731,0.20000000298023224
682,121,1825,0.20000000298023224
683,121,1990,0.20000000298023224
684,122,122,0.20000000298023224
685,122,124,0.20000000298023224
686,122,127,0.20000000298023224
687,122,1093,0.20000000298023224
688,122,2400,0.20000000298023224
689,123,123,0.5
690,123,553,0.5
691,124,122,0.1666666716337204
692,124,124,0.1666666716337204
693,124,127,0.1666666716337204
694,124,745,0.1666666716337204
695,124,747,0.1666666716337204
696,124,2400,0.1666666716337204
697,125,125,0.25
698,125,160,0.25
699,125,394,0.25
700,125,1857,0.25
701,126,94,0.3333333432674408
702,126,126,0.3333333432674408
703,126,2208,0.3333333432674408
704,127,18,0.125
705,127,122,0.125
706,127,124,0.125
707,127,127,0.125
708,127,745,0.125
709,127,747,0.125
710,127,2228,0.125
711,127,2400,0.125
712,128,103,0.25
713,128,128,0.25
714,128,294,0.25
715,128,565,0.25
716,129,15,0.0625
717,129,22,0.0625
718,129,129,0.0625
719,129,163,0.0625
720,129,188,0.0625
721,129,538,0.0625
722,129,1204,0.0625
723,129,1409,0.0625
724,129,1728,0.0625
725,129,1973,0.0625
726,129,2165,0.0625
727,129,2193,0.0625
728,129,2220,0.0625
729,129,2363,0.0625
730,129,2446,0.0625
731,129,2451,0.0625
732,130,130,0.25
733,130,459,0.25
734,130,640,0.25
735,130,672,0.25
736,131,76,0.5
737,131,131,0.5
738,132,132,0.5
739,132,346,0.5
740,133,133,0.25
741,133,394,0.25
742,133,608,0.25
743,133,611,0.25
744,134,134,0.20000000298023224
745,134,505,0.20000000298023224
746,134,1118,0.20000000298023224
747,134,1782,0.20000000298023224
748,134,2135,0.20000000298023224
749,135,135,0.3333333432674408
750,135,418,0.3333333432674408
751,135,654,0.3333333432674408
752,136,92,0.05000000074505806
753,136,136,0.05000000074505806
754,136,159,0.05000000074505806
755,136,244,0.05000000074505806
756,136,479,0.05000000074505806
757,136,986,0.05000000074505806
758,136,1102,0.05000000074505806
759,136,1259,0.05000000074505806
760,136,1370,0.05000000074505806
761,136,1413,0.05000000074505806
762,136,1479,0.05000000074505806
763,136,1539,0.05000000074505806
764,136,1776,0.05000000074505806
765,136,2172,0.05000000074505806
766,136,2231,0.05000000074505806
767,136,2399,0.05000000074505806
768,136,2487,0.05000000074505806
769,136,2543,0.05000000074505806
770,136,2580,0.05000000074505806
771,136,2635,0.05000000074505806
772,137,137,0.25
773,137,138,0.25
774,137,416,0.25
775,137,748,0.25
776,138,115,0.125
777,138,137,0.125
778,138,138,0.125
779,138,416,0.125
780,138,748,0.125
781,138,892,0.125
782,138,1713,0.125
783,138,1716,0.125
784,139,139,0.3333333432674408
785,139,188,0.3333333432674408
786,139,2361,0.3333333432674408
787,140,140,0.5
788,140,323,0.5
789,141,141,0.25
790,141,163,0.25
791,141,188,0.25
792,141,1184,0.25
793,142,142,0.1111111119389534
794,142,227,0.1111111119389534
795,142,230,0.1111111119389534
796,142,391,0.1111111119389534
797,142,520,0.1111111119389534
798,142,823,0.1111111119389534
799,142,1283,0.1111111119389534
800,142,1318,0.1111111119389534
801,142,1547,0.1111111119389534
802,143,143,0.1666666716337204
803,143,180,0.1666666716337204
804,143,201,0.1666666716337204
805,143,337,0.1666666716337204
806,143,346,0.1666666716337204
807,143,363,0.1666666716337204
808,144,144,0.25
809,144,188,0.25
810,144,444,0.25
811,144,2102,0.25
812,145,145,0.07692307978868484
813,145,163,0.07692307978868484
814,145,390,0.07692307978868484
815,145,1218,0.07692307978868484
816,145,1224,0.07692307978868484
817,145,1530,0.07692307978868484
818,145,1646,0.07692307978868484
819,145,2248,0.07692307978868484
820,145,2251,0.07692307978868484
821,145,2280,0.07692307978868484
822,145,2286,0.07692307978868484
823,145,2296,0.07692307978868484
824,145,2521,0.07692307978868484
825,146,17,0.25
826,146,146,0.25
827,146,427,0.25
828,146,747,0.25
829,147,147,0.5
830,147,479,0.5
831,148,148,0.1666666716337204
832,148,210,0.1666666716337204
833,148,460,0.1666666716337204
834,148,656,0.1666666716337204
835,148,1649,0.1666666716337204
836,148,1687,0.1666666716337204
837,149,66,0.5
838,149,149,0.5
839,150,50,0.3333333432674408
840,150,150,0.3333333432674408
841,150,643,0.3333333432674408
842,151,151,0.25
843,151,360,0.25
844,151,1528,0.25
845,151,1595,0.25
846,152,15,0.3333333432674408
847,152,152,0.3333333432674408
848,152,1383,0.3333333432674408
849,153,63,0.25
850,153,153,0.25
851,153,294,0.25
852,153,747,0.25
853,154,74,0.3333333432674408
854,154,154,0.3333333432674408
855,154,392,0.3333333432674408
856,155,12,0.20000000298023224
857,155,84,0.20000000298023224
858,155,117,0.20000000298023224
859,155,155,0.20000000298023224
860,155,513,0.20000000298023224
861,156,156,0.20000000298023224
862,156,236,0.20000000298023224
863,156,314,0.20000000298023224
864,156,431,0.20000000298023224
865,156,521,0.20000000298023224
866,157,78,0.03333333507180214
867,157,157,0.03333333507180214
868,157,181,0.03333333507180214
869,157,214,0.03333333507180214
870,157,371,0.03333333507180214
871,157,393,0.03333333507180214
872,157,560,0.03333333507180214
873,157,716,0.03333333507180214
874,157,740,0.03333333507180214
875,157,766,0.03333333507180214
876,157,897,0.03333333507180214
877,157,916,0.03333333507180214
878,157,979,0.03333333507180214
879,157,1017,0.03333333507180214
880,157,1038,0.03333333507180214
881,157,1075,0.03333333507180214
882,157,1289,0.03333333507180214
883,157,1340,0.03333333507180214
884,157,1375,0.03333333507180214
885,157,1452,0.03333333507180214
886,157,1550,0.03333333507180214
887,157,1637,0.03333333507180214
888,157,1718,0.03333333507180214
889,157,2019,0.03333333507180214
890,157,2021,0.03333333507180214
891,157,2095,0.03333333507180214
892,157,2230,0.03333333507180214
893,157,2417,0.03333333507180214
894,157,2540,0.03333333507180214
895,157,2680,0.03333333507180214
896,158,158,0.20000000298023224
897,158,184,0.20000000298023224
898,158,433,0.20000000298023224
899,158,598,0.20000000298023224
900,158,707,0.20000000298023224
901,159,136,0.1428571492433548
902,159,159,0.1428571492433548
903,159,985,0.1428571492433548
904,159,2066,0.1428571492433548
905,159,2172,0.1428571492433548
906,159,2543,0.1428571492433548
907,159,2674,0.1428571492433548
908,160,125,0.1428571492433548
909,160,160,0.1428571492433548
910,160,322,0.1428571492433548
911,160,469,0.1428571492433548
912,160,1857,0.1428571492433548
913,160,2540,0.1428571492433548
914,160,2681,0.1428571492433548
915,161,95,0.125
916,161,161,0.125
917,161,684,0.125
918,161,713,0.125
919,161,759,0.125
920,161,996,0.125
921,161,1147,0.125
922,161,2311,0.125
923,162,162,0.3333333432674408
924,162,173,0.3333333432674408
925,162,775,0.3333333432674408
926,163,22,0.005917159840464592
927,163,42,0.005917159840464592
928,163,55,0.005917159840464592
929,163,129,0.005917159840464592
930,163,141,0.005917159840464592
931,163,145,0.005917159840464592
932,163,163,0.005917159840464592
933,163,174,0.005917159840464592
934,163,188,0.005917159840464592
935,163,189,0.005917159840464592
936,163,191,0.005917159840464592
937,163,219,0.005917159840464592
938,163,237,0.005917159840464592
939,163,266,0.005917159840464592
940,163,290,0.005917159840464592
941,163,309,0.005917159840464592
942,163,346,0.005917159840464592
943,163,380,0.005917159840464592
944,163,390,0.005917159840464592
945,163,395,0.005917159840464592
946,163,402,0.005917159840464592
947,163,415,0.005917159840464592
948,163,422,0.005917159840464592
949,163,448,0.005917159840464592
950,163,523,0.005917159840464592
951,163,530,0.005917159840464592
952,163,546,0.005917159840464592
953,163,563,0.005917159840464592
954,163,602,0.005917159840464592
955,163,606,0.005917159840464592
956,163,624,0.005917159840464592
957,163,658,0.005917159840464592
958,163,659,0.005917159840464592
959,163,689,0.005917159840464592
960,163,714,0.005917159840464592
961,163,717,0.005917159840464592
962,163,727,0.005917159840464592
963,163,743,0.005917159840464592
964,163,744,0.005917159840464592
965,163,757,0.005917159840464592
966,163,765,0.005917159840464592
967,163,769,0.005917159840464592
968,163,781,0.005917159840464592
969,163,793,0.005917159840464592
970,163,800,0.005917159840464592
971,163,813,0.005917159840464592
972,163,856,0.005917159840464592
973,163,910,0.005917159840464592
974,163,935,0.005917159840464592
975,163,940,0.005917159840464592
976,163,942,0.005917159840464592
977,163,961,0.005917159840464592
978,163,966,0.005917159840464592
979,163,982,0.005917159840464592
980,163,1030,0.005917159840464592
981,163,1060,0.005917159840464592
982,163,1065,0.005917159840464592
983,163,1069,0.005917159840464592
984,163,1070,0.005917159840464592
985,163,1098,0.005917159840464592
986,163,1099,0.005917159840464592
987,163,1106,0.005917159840464592
988,163,1110,0.005917159840464592
989,163,1113,0.005917159840464592
990,163,1114,0.005917159840464592
991,163,1127,0.005917159840464592
